table,id_column,row_id,issue,action,detail
Order_Items,order_item_id,OI000916155,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000924934,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000928008,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000929562,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000936626,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000950263,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000952268,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000954433,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000954978,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000960206,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000969141,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000971605,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000973070,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000983319,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000983660,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000994718,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000996637,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000998316,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000999027,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000999562,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI001035561,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI001037683,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI001041223,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI001058283,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000006468,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000011097,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000015844,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000024049,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000025245,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000029933,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000031127,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000037201,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000042447,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000049157,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000051315,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000052393,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000059980,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000063474,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000064852,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000068205,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000099519,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000102007,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000105370,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000114469,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000117441,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000120537,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000122564,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000124965,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000128838,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000138941,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000141942,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000154968,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000161510,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000166300,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000180569,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000186161,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000195649,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000205361,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000211575,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000215981,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000228284,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000232246,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000243221,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000248067,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000257475,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000261907,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000268540,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000276859,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000287054,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000290240,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000292479,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000298634,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000298848,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000310590,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000311163,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000327214,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000327518,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000334816,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000334930,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000336812,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000341931,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000350855,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000359905,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000370895,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000379490,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000384788,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000385795,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000395911,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000399035,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000399812,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000402494,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000406411,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000410840,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000412283,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000412377,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000426665,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000431391,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000432462,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000435236,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000435529,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000447207,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000458707,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000473308,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000477308,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000489095,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000493798,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000494801,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000504755,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000514880,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000516796,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000521628,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000530324,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000537580,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000539168,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000543875,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000545756,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000549981,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000557954,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000558198,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000560029,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000564594,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000567539,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000574393,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000577871,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000581256,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000583742,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000584423,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000584978,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000585315,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000587189,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000605109,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000614766,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000615604,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000632409,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000640459,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000640996,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000647157,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000671126,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000672909,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000675073,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000684510,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000687024,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000699415,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000703957,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000704993,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000709528,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000709767,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000717119,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000728004,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000740222,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000747725,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000751960,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000752570,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000752622,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000756591,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000758530,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000759073,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000775493,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000784420,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000791982,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000799135,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000802293,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000802375,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000835037,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000838356,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000859288,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000862301,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000871766,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000874238,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000883776,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000884242,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000887600,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000896078,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000897780,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000910198,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000930787,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000940287,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000943800,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000953215,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000953968,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000956391,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000959614,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000961090,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000966358,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000969879,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000972351,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000981639,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000985522,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000986426,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000991859,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000998203,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000998669,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI001001872,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI001001963,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI001003951,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI001008507,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI001010986,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI001013954,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI001014056,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI001036614,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI001043607,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI001043954,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI001049986,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000004252,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000010024,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000013436,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000015733,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000024324,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000032000,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000041166,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000043528,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000049996,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000054894,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000055786,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000056076,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000066510,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000075251,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000078524,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000079520,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000081869,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000098551,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000110557,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000113076,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000117798,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000128685,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000131029,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000134125,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000139536,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000140804,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000163973,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000170779,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000172851,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000177064,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000181985,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000191698,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000202621,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000203021,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000204074,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000208972,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000211706,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000213665,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000254427,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000256445,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000265029,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000271209,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000276002,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000283307,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000290832,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000290879,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000295979,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000301239,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000301286,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000304361,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000305295,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000307402,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000308039,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000319009,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000336865,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000340367,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000347766,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000356263,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000358865,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000363630,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000365261,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000367043,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000369804,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000371398,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
Order_Items,order_item_id,OI000378816,duplicate_row,dropped_duplicate,kept first of 10663 extra duplicate rows total
