record_type,record_id,actual,spark_result,python_result,spark_python_match,numerical_difference,spark_confidence,python_confidence,confidence_measure,final_consistency_status
customer,CUST0002455,High-Value Loyal,At-Risk,At-Risk,Match,N/A,1.0125,1.0563,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0002470,Occasional,Occasional,Occasional,Match,N/A,0.3793,0.3829,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002479,New,Occasional,Occasional,Match,N/A,0.7415,0.7437,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0002484,Occasional,Occasional,Occasional,Match,N/A,0.5698,0.5659,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002486,Frequent,At-Risk,At-Risk,Match,N/A,0.6813,0.71,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0002489,New,Promotion-Driven,Promotion-Driven,Match,N/A,1.4493,1.4489,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0002493,At-Risk,Occasional,Occasional,Match,N/A,1.7364,1.7669,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0002494,High-Value Loyal,High-Value Loyal,High-Value Loyal,Match,N/A,0.6765,0.6626,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002497,Occasional,Occasional,Occasional,Match,N/A,3.2292,3.1989,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002502,Promotion-Driven,Promotion-Driven,Promotion-Driven,Match,N/A,2.5271,2.5262,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002517,Occasional,Occasional,Occasional,Match,N/A,1.1121,1.1141,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002526,New,Occasional,Occasional,Match,N/A,1.3592,1.3574,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0002527,Occasional,At-Risk,At-Risk,Match,N/A,0.8961,0.8594,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0002530,New,Occasional,Occasional,Match,N/A,0.6989,0.6954,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0002540,High-Value Loyal,At-Risk,At-Risk,Match,N/A,1.1788,1.2267,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0002551,Occasional,Occasional,Occasional,Match,N/A,0.7737,0.7673,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002552,Occasional,Occasional,Occasional,Match,N/A,0.7305,0.734,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002554,High-Value Loyal,High-Value Loyal,High-Value Loyal,Match,N/A,0.6885,0.6705,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002568,New,Occasional,Occasional,Match,N/A,0.94,0.9393,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0002570,Frequent,At-Risk,At-Risk,Match,N/A,0.5345,0.5794,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0002576,Frequent,At-Risk,High-Value Loyal,Mismatch,N/A,0.9814,1.0233,distance to assigned centroid in standardized space (lower = closer),Inconsistent: both wrong
customer,CUST0002579,Occasional,At-Risk,At-Risk,Match,N/A,1.2724,1.2846,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0002581,High-Value Loyal,High-Value Loyal,High-Value Loyal,Match,N/A,1.2894,1.2524,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002583,High-Value Loyal,At-Risk,At-Risk,Match,N/A,1.6468,1.6823,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0002593,At-Risk,Occasional,Occasional,Match,N/A,0.889,0.9158,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0002600,Occasional,Occasional,Occasional,Match,N/A,0.8692,0.8685,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002606,Promotion-Driven,Promotion-Driven,Promotion-Driven,Match,N/A,1.7214,1.7215,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002609,High-Value Loyal,High-Value Loyal,High-Value Loyal,Match,N/A,0.7993,0.8285,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002610,Occasional,Occasional,Occasional,Match,N/A,0.6561,0.6207,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002615,Occasional,Occasional,Occasional,Match,N/A,1.1998,1.2026,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002618,Promotion-Driven,Promotion-Driven,Promotion-Driven,Match,N/A,1.4464,1.4456,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002623,Occasional,Occasional,Occasional,Match,N/A,1.1829,1.1839,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002625,Occasional,Occasional,Occasional,Match,N/A,1.2277,1.2325,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002634,Occasional,Occasional,Occasional,Match,N/A,2.5163,2.486,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002646,Occasional,Occasional,Occasional,Match,N/A,1.4019,1.4016,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002651,Promotion-Driven,Promotion-Driven,Promotion-Driven,Match,N/A,0.8518,0.8512,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002652,Promotion-Driven,Promotion-Driven,Promotion-Driven,Match,N/A,0.8806,0.8799,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002662,Promotion-Driven,Promotion-Driven,Promotion-Driven,Match,N/A,1.159,1.1592,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002664,Occasional,Occasional,Occasional,Match,N/A,1.1765,1.1773,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002666,Occasional,Occasional,Occasional,Match,N/A,2.3047,2.3039,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002685,High-Value Loyal,At-Risk,At-Risk,Match,N/A,1.2127,1.2605,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0002687,Promotion-Driven,Occasional,Occasional,Match,N/A,3.462,3.4626,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0002690,Promotion-Driven,Promotion-Driven,Promotion-Driven,Match,N/A,0.6741,0.6746,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002697,Occasional,At-Risk,At-Risk,Match,N/A,1.177,1.1882,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0002701,Frequent,At-Risk,At-Risk,Match,N/A,0.533,0.5879,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0002709,New,Promotion-Driven,Promotion-Driven,Match,N/A,1.1943,1.1952,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0002711,Promotion-Driven,Promotion-Driven,Promotion-Driven,Match,N/A,0.9805,0.9812,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002717,Promotion-Driven,Promotion-Driven,Promotion-Driven,Match,N/A,1.3071,1.3068,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002720,Occasional,Occasional,Occasional,Match,N/A,0.5896,0.5848,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002728,At-Risk,Occasional,Occasional,Match,N/A,1.5142,1.5386,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0002729,New,Promotion-Driven,Promotion-Driven,Match,N/A,1.6332,1.6339,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0002730,New,Occasional,Occasional,Match,N/A,0.5373,0.5319,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0002733,Occasional,Occasional,Occasional,Match,N/A,1.1172,1.1221,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002736,At-Risk,At-Risk,At-Risk,Match,N/A,1.1633,1.1133,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002742,High-Value Loyal,High-Value Loyal,High-Value Loyal,Match,N/A,0.3763,0.3592,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002743,Occasional,Occasional,Occasional,Match,N/A,1.023,1.0248,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002744,Occasional,Occasional,Occasional,Match,N/A,1.0371,1.0392,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002749,New,Occasional,Occasional,Match,N/A,1.5379,1.5383,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0002756,New,Occasional,Occasional,Match,N/A,0.8061,0.8079,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0002759,At-Risk,Occasional,Occasional,Match,N/A,0.6289,0.6327,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0002761,Promotion-Driven,Promotion-Driven,Promotion-Driven,Match,N/A,1.0989,1.0999,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002765,At-Risk,At-Risk,At-Risk,Match,N/A,0.9623,0.9065,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002777,High-Value Loyal,At-Risk,At-Risk,Match,N/A,1.0548,1.1037,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0002779,New,Promotion-Driven,Promotion-Driven,Match,N/A,1.8842,1.8838,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0002780,Promotion-Driven,Promotion-Driven,Promotion-Driven,Match,N/A,1.4234,1.4235,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002789,Occasional,Occasional,Occasional,Match,N/A,0.9424,0.9199,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002790,Promotion-Driven,Promotion-Driven,Promotion-Driven,Match,N/A,1.2673,1.2678,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002793,Occasional,Occasional,Occasional,Match,N/A,1.5009,1.5019,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002794,Frequent,At-Risk,At-Risk,Match,N/A,0.7485,0.7797,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0002798,Occasional,Occasional,Occasional,Match,N/A,1.8383,1.8343,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002800,Occasional,Occasional,Occasional,Match,N/A,0.6027,0.5846,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002808,At-Risk,At-Risk,At-Risk,Match,N/A,1.4117,1.3624,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002811,High-Value Loyal,High-Value Loyal,High-Value Loyal,Match,N/A,0.326,0.2996,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002813,Frequent,At-Risk,At-Risk,Match,N/A,0.5534,0.5714,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0002818,Occasional,Occasional,Occasional,Match,N/A,0.4923,0.4676,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002819,High-Value Loyal,High-Value Loyal,High-Value Loyal,Match,N/A,1.3341,1.3009,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002830,High-Value Loyal,High-Value Loyal,High-Value Loyal,Match,N/A,0.8337,0.7914,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002835,Occasional,Occasional,Occasional,Match,N/A,1.2849,1.2889,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002836,Occasional,Occasional,Occasional,Match,N/A,0.959,0.9586,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002838,New,Occasional,Occasional,Match,N/A,1.7105,1.7128,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0002847,Occasional,Occasional,Occasional,Match,N/A,1.4029,1.4025,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002850,Occasional,Occasional,Occasional,Match,N/A,0.7824,0.7774,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002851,High-Value Loyal,High-Value Loyal,High-Value Loyal,Match,N/A,1.086,1.051,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002856,At-Risk,Promotion-Driven,Promotion-Driven,Match,N/A,2.2339,2.2336,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0002858,Promotion-Driven,Promotion-Driven,Promotion-Driven,Match,N/A,2.1596,2.1604,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002859,Occasional,Occasional,Occasional,Match,N/A,0.5637,0.5639,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002878,Occasional,Occasional,Occasional,Match,N/A,0.6855,0.6859,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002882,Occasional,Occasional,Occasional,Match,N/A,1.3026,1.3017,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002897,Occasional,Occasional,Occasional,Match,N/A,1.3502,1.3459,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002905,Occasional,Occasional,Occasional,Match,N/A,1.3718,1.3801,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002909,Occasional,Occasional,Occasional,Match,N/A,0.9337,0.9352,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002912,Occasional,Occasional,Occasional,Match,N/A,2.0111,1.9949,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002922,High-Value Loyal,High-Value Loyal,High-Value Loyal,Match,N/A,1.2208,1.251,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002935,Occasional,At-Risk,At-Risk,Match,N/A,1.1021,1.0683,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0002947,Occasional,At-Risk,At-Risk,Match,N/A,0.8296,0.7782,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0002949,High-Value Loyal,High-Value Loyal,High-Value Loyal,Match,N/A,0.5364,0.5204,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002950,Occasional,Occasional,Occasional,Match,N/A,1.3983,1.3672,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002959,Occasional,Occasional,Occasional,Match,N/A,1.4199,1.4175,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002965,At-Risk,At-Risk,At-Risk,Match,N/A,1.609,1.5682,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002966,Occasional,At-Risk,At-Risk,Match,N/A,1.2228,1.2238,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0002969,High-Value Loyal,High-Value Loyal,High-Value Loyal,Match,N/A,0.7027,0.67,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002972,Occasional,Occasional,Occasional,Match,N/A,1.0144,0.9935,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002978,Promotion-Driven,Promotion-Driven,Promotion-Driven,Match,N/A,2.549,2.5499,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002993,Promotion-Driven,Promotion-Driven,Promotion-Driven,Match,N/A,2.0562,2.0554,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002994,High-Value Loyal,High-Value Loyal,High-Value Loyal,Match,N/A,0.8429,0.8077,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0002996,Occasional,At-Risk,At-Risk,Match,N/A,1.3532,1.3425,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0003000,New,Occasional,Occasional,Match,N/A,0.4949,0.4927,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0003001,Occasional,Occasional,Occasional,Match,N/A,2.2261,2.2228,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0003004,Occasional,At-Risk,At-Risk,Match,N/A,1.2574,1.2777,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0003014,Frequent,High-Value Loyal,High-Value Loyal,Match,N/A,0.7762,0.7843,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0003015,New,Occasional,Occasional,Match,N/A,1.4199,1.4155,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0003021,At-Risk,Occasional,Occasional,Match,N/A,0.4243,0.448,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0003026,Promotion-Driven,Promotion-Driven,Promotion-Driven,Match,N/A,1.381,1.3819,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0003035,Promotion-Driven,Promotion-Driven,Promotion-Driven,Match,N/A,1.4594,1.4593,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0003039,Occasional,Occasional,Occasional,Match,N/A,1.1689,1.1652,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0003042,At-Risk,At-Risk,At-Risk,Match,N/A,1.1508,1.1301,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0003045,High-Value Loyal,High-Value Loyal,High-Value Loyal,Match,N/A,0.7311,0.7366,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0003049,Occasional,Occasional,Occasional,Match,N/A,1.2446,1.2165,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0003065,Promotion-Driven,Promotion-Driven,Promotion-Driven,Match,N/A,1.4194,1.4196,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0003068,Occasional,Occasional,Occasional,Match,N/A,1.2409,1.2407,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0003071,Promotion-Driven,Promotion-Driven,Promotion-Driven,Match,N/A,1.5515,1.5521,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0003079,High-Value Loyal,Promotion-Driven,Promotion-Driven,Match,N/A,1.9831,1.9838,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0003088,Promotion-Driven,At-Risk,At-Risk,Match,N/A,1.0841,1.0961,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0003092,New,Occasional,Occasional,Match,N/A,1.1991,1.1994,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0003097,At-Risk,Occasional,Occasional,Match,N/A,1.0727,1.1026,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0003098,Promotion-Driven,Promotion-Driven,Promotion-Driven,Match,N/A,2.6327,2.6329,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0003099,New,Occasional,Occasional,Match,N/A,1.1482,1.1478,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0003111,Occasional,At-Risk,At-Risk,Match,N/A,1.4128,1.4298,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0003112,At-Risk,Occasional,Occasional,Match,N/A,1.4969,1.5205,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0003119,Occasional,Occasional,Occasional,Match,N/A,0.6478,0.6184,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0003128,Occasional,Occasional,Occasional,Match,N/A,0.4773,0.4744,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0003133,Occasional,Occasional,Occasional,Match,N/A,0.395,0.3987,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0003136,Frequent,High-Value Loyal,High-Value Loyal,Match,N/A,0.8868,0.8769,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0003148,High-Value Loyal,High-Value Loyal,High-Value Loyal,Match,N/A,1.6527,1.6938,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0003154,High-Value Loyal,High-Value Loyal,High-Value Loyal,Match,N/A,1.4448,1.4889,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0003165,Promotion-Driven,Promotion-Driven,Promotion-Driven,Match,N/A,1.1231,1.1234,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0003167,Occasional,Occasional,Occasional,Match,N/A,0.3895,0.3897,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0003184,Occasional,Occasional,Occasional,Match,N/A,0.5094,0.5042,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0003189,Promotion-Driven,Promotion-Driven,Promotion-Driven,Match,N/A,1.1567,1.1571,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0003193,High-Value Loyal,At-Risk,High-Value Loyal,Mismatch,N/A,1.0937,1.1126,distance to assigned centroid in standardized space (lower = closer),Inconsistent: Python correct
customer,CUST0003194,Occasional,Occasional,Occasional,Match,N/A,1.2356,1.2044,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0003199,Occasional,Occasional,Occasional,Match,N/A,1.1798,1.1742,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0003205,Occasional,Occasional,Occasional,Match,N/A,0.7831,0.7775,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0003210,At-Risk,At-Risk,At-Risk,Match,N/A,1.392,1.3684,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0003216,Promotion-Driven,Occasional,Occasional,Match,N/A,1.6479,1.651,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0003222,Promotion-Driven,Promotion-Driven,Promotion-Driven,Match,N/A,1.3913,1.3908,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0003227,At-Risk,Occasional,Occasional,Match,N/A,1.64,1.6619,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0003229,Occasional,At-Risk,At-Risk,Match,N/A,1.2294,1.2559,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0003237,High-Value Loyal,High-Value Loyal,High-Value Loyal,Match,N/A,0.5777,0.6233,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0003245,New,Promotion-Driven,Promotion-Driven,Match,N/A,2.1988,2.1983,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0003247,Occasional,Occasional,Occasional,Match,N/A,0.7143,0.7136,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0003261,At-Risk,Occasional,Occasional,Match,N/A,0.9621,0.9914,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0003266,High-Value Loyal,High-Value Loyal,High-Value Loyal,Match,N/A,0.2608,0.2409,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0003267,High-Value Loyal,Promotion-Driven,High-Value Loyal,Mismatch,N/A,2.285,2.2735,distance to assigned centroid in standardized space (lower = closer),Inconsistent: Python correct
customer,CUST0003283,Occasional,Occasional,Occasional,Match,N/A,1.3544,1.3507,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0003287,High-Value Loyal,At-Risk,At-Risk,Match,N/A,1.6072,1.6316,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0003289,Promotion-Driven,Promotion-Driven,Promotion-Driven,Match,N/A,1.5168,1.516,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0003294,High-Value Loyal,At-Risk,At-Risk,Match,N/A,0.9198,0.9553,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0003299,At-Risk,At-Risk,At-Risk,Match,N/A,1.2569,1.2306,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0003301,At-Risk,Promotion-Driven,Promotion-Driven,Match,N/A,1.4298,1.4295,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0003302,Occasional,Occasional,Occasional,Match,N/A,1.0604,1.0618,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0003306,Occasional,Occasional,Occasional,Match,N/A,0.4462,0.4453,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0003308,Occasional,Occasional,Occasional,Match,N/A,0.7781,0.7436,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0003315,High-Value Loyal,At-Risk,At-Risk,Match,N/A,0.9788,1.0312,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0003316,Occasional,Occasional,Occasional,Match,N/A,0.5509,0.527,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0003321,At-Risk,At-Risk,At-Risk,Match,N/A,1.4056,1.3607,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0003322,Promotion-Driven,Promotion-Driven,Promotion-Driven,Match,N/A,1.2423,1.2417,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0003323,Promotion-Driven,Promotion-Driven,Promotion-Driven,Match,N/A,0.8838,0.8837,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0003347,New,Occasional,Occasional,Match,N/A,0.9266,0.9215,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0003349,Occasional,At-Risk,At-Risk,Match,N/A,1.119,1.139,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0003350,Promotion-Driven,Promotion-Driven,Promotion-Driven,Match,N/A,1.0454,1.0453,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0003351,New,Occasional,Occasional,Match,N/A,0.5637,0.5635,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0003361,Occasional,Occasional,Occasional,Match,N/A,0.9344,0.9313,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0003366,Occasional,Occasional,Occasional,Match,N/A,0.7465,0.7486,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0003368,High-Value Loyal,High-Value Loyal,High-Value Loyal,Match,N/A,1.2944,1.3384,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0003372,At-Risk,Occasional,Occasional,Match,N/A,0.4992,0.5204,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0003381,Occasional,At-Risk,At-Risk,Match,N/A,0.7186,0.6929,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0003387,High-Value Loyal,High-Value Loyal,High-Value Loyal,Match,N/A,0.5227,0.5604,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0003392,Frequent,High-Value Loyal,High-Value Loyal,Match,N/A,0.5712,0.5645,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0003398,High-Value Loyal,High-Value Loyal,High-Value Loyal,Match,N/A,0.4609,0.4975,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0003399,New,Occasional,Occasional,Match,N/A,0.8428,0.8417,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0003402,At-Risk,At-Risk,At-Risk,Match,N/A,1.1836,1.1624,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
