table,rule,row_key,column,original_value,injected_value
Orders,orphan_foreign_key,ORD00008335,customer_id,CUST0034235,CUST6145625
Orders,orphan_foreign_key,ORD00008623,customer_id,CUST0032323,CUST2721527
Orders,orphan_foreign_key,ORD00008627,customer_id,CUST0051474,CUST6370433
Orders,orphan_foreign_key,ORD00008809,customer_id,CUST0049521,CUST4677170
Orders,orphan_foreign_key,ORD00008929,customer_id,CUST0007818,CUST8296972
Orders,orphan_foreign_key,ORD00009153,customer_id,CUST0008836,CUST9182840
Orders,orphan_foreign_key,ORD00009603,customer_id,CUST0010053,CUST1726017
Orders,orphan_foreign_key,ORD00009773,customer_id,CUST0054194,CUST2611890
Orders,orphan_foreign_key,ORD00010562,customer_id,CUST0023367,CUST2486880
Orders,orphan_foreign_key,ORD00011310,customer_id,CUST0052476,CUST5735962
Orders,orphan_foreign_key,ORD00011401,customer_id,CUST0045055,CUST9907999
Orders,orphan_foreign_key,ORD00011577,customer_id,CUST0048031,CUST4220150
Orders,orphan_foreign_key,ORD00011686,customer_id,CUST0036025,CUST4151900
Orders,orphan_foreign_key,ORD00011914,customer_id,CUST0025887,CUST3572916
Orders,orphan_foreign_key,ORD00011942,customer_id,CUST0018514,CUST7790231
Orders,orphan_foreign_key,ORD00011977,customer_id,CUST0050982,CUST4979089
Orders,orphan_foreign_key,ORD00012032,customer_id,CUST0004802,CUST0330335
Orders,orphan_foreign_key,ORD00012325,customer_id,CUST0026633,CUST2046896
Orders,orphan_foreign_key,ORD00012602,customer_id,CUST0039286,CUST1164084
Orders,orphan_foreign_key,ORD00012877,customer_id,CUST0029611,CUST5678184
Orders,orphan_foreign_key,ORD00012958,customer_id,CUST0031397,CUST6694090
Orders,orphan_foreign_key,ORD00012980,customer_id,CUST0006677,CUST5702013
Orders,orphan_foreign_key,ORD00013132,customer_id,CUST0031302,CUST6955589
Orders,orphan_foreign_key,ORD00013133,customer_id,CUST0028630,CUST3974839
Orders,orphan_foreign_key,ORD00013217,customer_id,CUST0011523,CUST5688445
Orders,orphan_foreign_key,ORD00013221,customer_id,CUST0006380,CUST6119718
Orders,orphan_foreign_key,ORD00013264,customer_id,CUST0047586,CUST3649759
Orders,orphan_foreign_key,ORD00013267,customer_id,CUST0028974,CUST4846078
Orders,orphan_foreign_key,ORD00013567,customer_id,CUST0013426,CUST3676570
Orders,orphan_foreign_key,ORD00013689,customer_id,CUST0005408,CUST0707959
Orders,orphan_foreign_key,ORD00014038,customer_id,CUST0003194,CUST4684016
Orders,orphan_foreign_key,ORD00014150,customer_id,CUST0026306,CUST6153794
Orders,orphan_foreign_key,ORD00014172,customer_id,CUST0045805,CUST6860899
Orders,orphan_foreign_key,ORD00014224,customer_id,CUST0049167,CUST7990366
Orders,orphan_foreign_key,ORD00014308,customer_id,CUST0020610,CUST1614431
Orders,orphan_foreign_key,ORD00014507,customer_id,CUST0041906,CUST6582647
Orders,orphan_foreign_key,ORD00014628,customer_id,CUST0045765,CUST1182665
Orders,orphan_foreign_key,ORD00014634,customer_id,CUST0048288,CUST5733183
Orders,orphan_foreign_key,ORD00014745,customer_id,CUST0034502,CUST7646511
Orders,orphan_foreign_key,ORD00015067,customer_id,CUST0023333,CUST5391468
Orders,orphan_foreign_key,ORD00015373,customer_id,CUST0038996,CUST7262680
Orders,orphan_foreign_key,ORD00015432,customer_id,CUST0023782,CUST1108554
Orders,orphan_foreign_key,ORD00015461,customer_id,CUST0050170,CUST6591254
Orders,orphan_foreign_key,ORD00015485,customer_id,CUST0003320,CUST8922685
Orders,orphan_foreign_key,ORD00015764,customer_id,CUST0049568,CUST3585693
Orders,orphan_foreign_key,ORD00015992,customer_id,CUST0042995,CUST3028782
Orders,orphan_foreign_key,ORD00016178,customer_id,CUST0053348,CUST7649260
Orders,orphan_foreign_key,ORD00016202,customer_id,CUST0030528,CUST9722917
Orders,orphan_foreign_key,ORD00016227,customer_id,CUST0049082,CUST6983246
Orders,orphan_foreign_key,ORD00016247,customer_id,CUST0018162,CUST2383508
Orders,orphan_foreign_key,ORD00016402,customer_id,CUST0040406,CUST6117122
Orders,orphan_foreign_key,ORD00016709,customer_id,CUST0054779,CUST4966209
Orders,orphan_foreign_key,ORD00017509,customer_id,CUST0054883,CUST9534691
Orders,orphan_foreign_key,ORD00017616,customer_id,CUST0042832,CUST8080190
Orders,orphan_foreign_key,ORD00017632,customer_id,CUST0023507,CUST9211834
Orders,orphan_foreign_key,ORD00017649,customer_id,CUST0005084,CUST0440183
Orders,orphan_foreign_key,ORD00017885,customer_id,CUST0050081,CUST5537385
Orders,orphan_foreign_key,ORD00017912,customer_id,CUST0042727,CUST7505767
Orders,orphan_foreign_key,ORD00018145,customer_id,CUST0012644,CUST0392174
Orders,orphan_foreign_key,ORD00019300,customer_id,CUST0049593,CUST3706578
Orders,orphan_foreign_key,ORD00019427,customer_id,CUST0002388,CUST5422575
Orders,orphan_foreign_key,ORD00019670,customer_id,CUST0033976,CUST0625165
Orders,orphan_foreign_key,ORD00019812,customer_id,CUST0018543,CUST4219503
Orders,orphan_foreign_key,ORD00019831,customer_id,CUST0052461,CUST0383858
Orders,orphan_foreign_key,ORD00020157,customer_id,CUST0043631,CUST0994807
Orders,orphan_foreign_key,ORD00020167,customer_id,CUST0011363,CUST7719043
Orders,orphan_foreign_key,ORD00020244,customer_id,CUST0031777,CUST4458704
Orders,orphan_foreign_key,ORD00020269,customer_id,CUST0027979,CUST0958499
Orders,orphan_foreign_key,ORD00020289,customer_id,CUST0025441,CUST7890428
Orders,orphan_foreign_key,ORD00020504,customer_id,CUST0039160,CUST5113728
Orders,orphan_foreign_key,ORD00020843,customer_id,CUST0051311,CUST5541118
Orders,orphan_foreign_key,ORD00021124,customer_id,CUST0016350,CUST8557294
Orders,orphan_foreign_key,ORD00021145,customer_id,CUST0019077,CUST5747092
Orders,orphan_foreign_key,ORD00021280,customer_id,CUST0011205,CUST2851596
Orders,orphan_foreign_key,ORD00021406,customer_id,CUST0036188,CUST8610999
Orders,orphan_foreign_key,ORD00021474,customer_id,CUST0021931,CUST0797876
Orders,orphan_foreign_key,ORD00021533,customer_id,CUST0014379,CUST4679538
Orders,orphan_foreign_key,ORD00021574,customer_id,CUST0047601,CUST3736966
Orders,orphan_foreign_key,ORD00021591,customer_id,CUST0007799,CUST5199258
Orders,orphan_foreign_key,ORD00021659,customer_id,CUST0026066,CUST0946299
Orders,orphan_foreign_key,ORD00021913,customer_id,CUST0016501,CUST2681482
Orders,orphan_foreign_key,ORD00022169,customer_id,CUST0014179,CUST6542437
Orders,orphan_foreign_key,ORD00022453,customer_id,CUST0024999,CUST9415521
Orders,orphan_foreign_key,ORD00022777,customer_id,CUST0037822,CUST0488418
Orders,orphan_foreign_key,ORD00022860,customer_id,CUST0041372,CUST2838846
Orders,orphan_foreign_key,ORD00023335,customer_id,CUST0050015,CUST1821454
Orders,orphan_foreign_key,ORD00023512,customer_id,CUST0041852,CUST1297612
Orders,orphan_foreign_key,ORD00023516,customer_id,CUST0026265,CUST9123693
Orders,orphan_foreign_key,ORD00023644,customer_id,CUST0004073,CUST0214761
Orders,orphan_foreign_key,ORD00023702,customer_id,CUST0015044,CUST0447917
Orders,orphan_foreign_key,ORD00023804,customer_id,CUST0010636,CUST1572306
Orders,orphan_foreign_key,ORD00023876,customer_id,CUST0034084,CUST4088390
Orders,orphan_foreign_key,ORD00024033,customer_id,CUST0045648,CUST0981100
Orders,orphan_foreign_key,ORD00024092,customer_id,CUST0029005,CUST0807324
Orders,orphan_foreign_key,ORD00024108,customer_id,CUST0051894,CUST7572952
Orders,orphan_foreign_key,ORD00024345,customer_id,CUST0018885,CUST1636798
Orders,orphan_foreign_key,ORD00024650,customer_id,CUST0015454,CUST3060951
Orders,orphan_foreign_key,ORD00024889,customer_id,CUST0049394,CUST9448012
Orders,orphan_foreign_key,ORD00024932,customer_id,CUST0032562,CUST5471948
Orders,orphan_foreign_key,ORD00024941,customer_id,CUST0013888,CUST0444793
Orders,orphan_foreign_key,ORD00025280,customer_id,CUST0040623,CUST4959976
Orders,orphan_foreign_key,ORD00025320,customer_id,CUST0031679,CUST0652907
Orders,orphan_foreign_key,ORD00025496,customer_id,CUST0025338,CUST9277345
Orders,orphan_foreign_key,ORD00025532,customer_id,CUST0023627,CUST5579150
Orders,orphan_foreign_key,ORD00025616,customer_id,CUST0051069,CUST4258237
Orders,orphan_foreign_key,ORD00025990,customer_id,CUST0021906,CUST5102681
Orders,orphan_foreign_key,ORD00026249,customer_id,CUST0045909,CUST1252142
Orders,orphan_foreign_key,ORD00026462,customer_id,CUST0009992,CUST9186572
Orders,orphan_foreign_key,ORD00026674,customer_id,CUST0039298,CUST7679102
Orders,orphan_foreign_key,ORD00026722,customer_id,CUST0040637,CUST1317920
Orders,orphan_foreign_key,ORD00027717,customer_id,CUST0005120,CUST7335430
Orders,orphan_foreign_key,ORD00027809,customer_id,CUST0051657,CUST0362655
Orders,orphan_foreign_key,ORD00027991,customer_id,CUST0050311,CUST4897677
Orders,orphan_foreign_key,ORD00028355,customer_id,CUST0036380,CUST4805116
Orders,orphan_foreign_key,ORD00028469,customer_id,CUST0032378,CUST6953462
Orders,orphan_foreign_key,ORD00028752,customer_id,CUST0046863,CUST3856315
Orders,orphan_foreign_key,ORD00028890,customer_id,CUST0041754,CUST1713560
Orders,orphan_foreign_key,ORD00029094,customer_id,CUST0032233,CUST0299522
Orders,orphan_foreign_key,ORD00029129,customer_id,CUST0019123,CUST8957515
Orders,orphan_foreign_key,ORD00029214,customer_id,CUST0000854,CUST4231209
Orders,orphan_foreign_key,ORD00029830,customer_id,CUST0042963,CUST9570882
Orders,orphan_foreign_key,ORD00029952,customer_id,CUST0038811,CUST1008638
Orders,orphan_foreign_key,ORD00030100,customer_id,CUST0013510,CUST8769291
Orders,orphan_foreign_key,ORD00030145,customer_id,CUST0051130,CUST5761003
Orders,orphan_foreign_key,ORD00030150,customer_id,CUST0001275,CUST2760932
Orders,orphan_foreign_key,ORD00030242,customer_id,CUST0044598,CUST9812773
Orders,orphan_foreign_key,ORD00030503,customer_id,CUST0017719,CUST8403600
Orders,orphan_foreign_key,ORD00030811,customer_id,CUST0047847,CUST8165622
Orders,orphan_foreign_key,ORD00031289,customer_id,CUST0050195,CUST4006439
Orders,orphan_foreign_key,ORD00031542,customer_id,CUST0039213,CUST4931644
Orders,orphan_foreign_key,ORD00031770,customer_id,CUST0034879,CUST6924359
Orders,orphan_foreign_key,ORD00032025,customer_id,CUST0027915,CUST0148426
Orders,orphan_foreign_key,ORD00032077,customer_id,CUST0049155,CUST7794330
Orders,orphan_foreign_key,ORD00032594,customer_id,CUST0034990,CUST1020010
Orders,orphan_foreign_key,ORD00032653,customer_id,CUST0035633,CUST8095685
Orders,orphan_foreign_key,ORD00032996,customer_id,CUST0035150,CUST9534738
Orders,orphan_foreign_key,ORD00033286,customer_id,CUST0000524,CUST7028516
Orders,orphan_foreign_key,ORD00033404,customer_id,CUST0016286,CUST8366536
Orders,orphan_foreign_key,ORD00033418,customer_id,CUST0027132,CUST1672436
Orders,orphan_foreign_key,ORD00033547,customer_id,CUST0006012,CUST4746180
Orders,orphan_foreign_key,ORD00033826,customer_id,CUST0048834,CUST7725855
Orders,orphan_foreign_key,ORD00034342,customer_id,CUST0014222,CUST0580925
Orders,orphan_foreign_key,ORD00034379,customer_id,CUST0033881,CUST5881858
Orders,orphan_foreign_key,ORD00034758,customer_id,CUST0045647,CUST3305839
Orders,orphan_foreign_key,ORD00034849,customer_id,CUST0044429,CUST6646476
Orders,orphan_foreign_key,ORD00034914,customer_id,CUST0000909,CUST3674984
Orders,orphan_foreign_key,ORD00035253,customer_id,CUST0050689,CUST8775947
Orders,orphan_foreign_key,ORD00035322,customer_id,CUST0001065,CUST7207224
Orders,orphan_foreign_key,ORD00035365,customer_id,CUST0015945,CUST6358223
Orders,orphan_foreign_key,ORD00035552,customer_id,CUST0053780,CUST5120153
Orders,orphan_foreign_key,ORD00035713,customer_id,CUST0013918,CUST0277372
Orders,orphan_foreign_key,ORD00035790,customer_id,CUST0046106,CUST0458979
Orders,orphan_foreign_key,ORD00036040,customer_id,CUST0050903,CUST9099153
Orders,orphan_foreign_key,ORD00036231,customer_id,CUST0046222,CUST4716888
Orders,orphan_foreign_key,ORD00036441,customer_id,CUST0024656,CUST8206102
Orders,orphan_foreign_key,ORD00036684,customer_id,CUST0037970,CUST0375873
Orders,orphan_foreign_key,ORD00036734,customer_id,CUST0027452,CUST6642570
Orders,orphan_foreign_key,ORD00036791,customer_id,CUST0053115,CUST8539546
Orders,orphan_foreign_key,ORD00037158,customer_id,CUST0039411,CUST2094270
Orders,orphan_foreign_key,ORD00037477,customer_id,CUST0039960,CUST1595252
Orders,orphan_foreign_key,ORD00037515,customer_id,CUST0033708,CUST4825722
Orders,orphan_foreign_key,ORD00037891,customer_id,CUST0034478,CUST2916407
Orders,orphan_foreign_key,ORD00038237,customer_id,CUST0006306,CUST5779608
Orders,orphan_foreign_key,ORD00038256,customer_id,CUST0001922,CUST7091425
Orders,orphan_foreign_key,ORD00038428,customer_id,CUST0007496,CUST6934929
Orders,orphan_foreign_key,ORD00038745,customer_id,CUST0052776,CUST6903170
Orders,orphan_foreign_key,ORD00038844,customer_id,CUST0005346,CUST7167253
Orders,orphan_foreign_key,ORD00039194,customer_id,CUST0050738,CUST5718431
Orders,orphan_foreign_key,ORD00039283,customer_id,CUST0023990,CUST6804368
Orders,orphan_foreign_key,ORD00039325,customer_id,CUST0007457,CUST8431292
Orders,orphan_foreign_key,ORD00039451,customer_id,CUST0034341,CUST8281863
Orders,orphan_foreign_key,ORD00039621,customer_id,CUST0008554,CUST8779430
Orders,orphan_foreign_key,ORD00040304,customer_id,CUST0023318,CUST3434014
Orders,orphan_foreign_key,ORD00040368,customer_id,CUST0012028,CUST2544101
Orders,orphan_foreign_key,ORD00040891,customer_id,CUST0039748,CUST3375026
Orders,orphan_foreign_key,ORD00040895,customer_id,CUST0009816,CUST6205403
Orders,orphan_foreign_key,ORD00041060,customer_id,CUST0034167,CUST7730350
Orders,orphan_foreign_key,ORD00041118,customer_id,CUST0016932,CUST2002473
Orders,orphan_foreign_key,ORD00041197,customer_id,CUST0040731,CUST3924437
Orders,orphan_foreign_key,ORD00041220,customer_id,CUST0017479,CUST7229096
Orders,orphan_foreign_key,ORD00041365,customer_id,CUST0001781,CUST4148699
Orders,orphan_foreign_key,ORD00041394,customer_id,CUST0025208,CUST6754972
Orders,orphan_foreign_key,ORD00041553,customer_id,CUST0022335,CUST8569020
Orders,orphan_foreign_key,ORD00042499,customer_id,CUST0042489,CUST3218607
Orders,orphan_foreign_key,ORD00042626,customer_id,CUST0028763,CUST8359531
Orders,orphan_foreign_key,ORD00042726,customer_id,CUST0028032,CUST6793633
Orders,orphan_foreign_key,ORD00042771,customer_id,CUST0033439,CUST5419378
Orders,orphan_foreign_key,ORD00042854,customer_id,CUST0018443,CUST8459825
Orders,orphan_foreign_key,ORD00042979,customer_id,CUST0053427,CUST6276289
Orders,orphan_foreign_key,ORD00043044,customer_id,CUST0027110,CUST4859679
Orders,orphan_foreign_key,ORD00043054,customer_id,CUST0043167,CUST2744073
Orders,orphan_foreign_key,ORD00043079,customer_id,CUST0037003,CUST3423632
Orders,orphan_foreign_key,ORD00043204,customer_id,CUST0030624,CUST4979913
Orders,orphan_foreign_key,ORD00043603,customer_id,CUST0047407,CUST1786981
Orders,orphan_foreign_key,ORD00043891,customer_id,CUST0014076,CUST9922048
Orders,orphan_foreign_key,ORD00043917,customer_id,CUST0043335,CUST3432720
Orders,orphan_foreign_key,ORD00043923,customer_id,CUST0030651,CUST8576422
Orders,orphan_foreign_key,ORD00044136,customer_id,CUST0022592,CUST0134593
Orders,orphan_foreign_key,ORD00044307,customer_id,CUST0026811,CUST6184153
Orders,orphan_foreign_key,ORD00044396,customer_id,CUST0016222,CUST5067530
Orders,orphan_foreign_key,ORD00044799,customer_id,CUST0052657,CUST8246329
Orders,orphan_foreign_key,ORD00045137,customer_id,CUST0027224,CUST0344121
Orders,orphan_foreign_key,ORD00045205,customer_id,CUST0022826,CUST9732056
Orders,orphan_foreign_key,ORD00045312,customer_id,CUST0051848,CUST5052861
Orders,orphan_foreign_key,ORD00045402,customer_id,CUST0018643,CUST2271604
Orders,orphan_foreign_key,ORD00045492,customer_id,CUST0042634,CUST0285616
Orders,orphan_foreign_key,ORD00045633,customer_id,CUST0017989,CUST2682703
Orders,orphan_foreign_key,ORD00045656,customer_id,CUST0051585,CUST9301765
Orders,orphan_foreign_key,ORD00045969,customer_id,CUST0036231,CUST4383731
Orders,orphan_foreign_key,ORD00046115,customer_id,CUST0051453,CUST0644339
Orders,orphan_foreign_key,ORD00046171,customer_id,CUST0025115,CUST9384411
Orders,orphan_foreign_key,ORD00046318,customer_id,CUST0046553,CUST3222933
Orders,orphan_foreign_key,ORD00046359,customer_id,CUST0011119,CUST8411097
Orders,orphan_foreign_key,ORD00046495,customer_id,CUST0032576,CUST2170610
Orders,orphan_foreign_key,ORD00046515,customer_id,CUST0013946,CUST8822258
Orders,orphan_foreign_key,ORD00047755,customer_id,CUST0052526,CUST9868062
Orders,orphan_foreign_key,ORD00047891,customer_id,CUST0024618,CUST7866215
Orders,orphan_foreign_key,ORD00048239,customer_id,CUST0002587,CUST7179870
Orders,orphan_foreign_key,ORD00048294,customer_id,CUST0050738,CUST0354895
Orders,orphan_foreign_key,ORD00048379,customer_id,CUST0021871,CUST4914821
Orders,orphan_foreign_key,ORD00048734,customer_id,CUST0010835,CUST2648613
Orders,orphan_foreign_key,ORD00049134,customer_id,CUST0026227,CUST8608847
Orders,orphan_foreign_key,ORD00049354,customer_id,CUST0008807,CUST4793833
Orders,orphan_foreign_key,ORD00050170,customer_id,CUST0022385,CUST7318251
Orders,orphan_foreign_key,ORD00050270,customer_id,CUST0047483,CUST1986410
Orders,orphan_foreign_key,ORD00050273,customer_id,CUST0050985,CUST0479283
Orders,orphan_foreign_key,ORD00050663,customer_id,CUST0048656,CUST2178671
Orders,orphan_foreign_key,ORD00050908,customer_id,CUST0041896,CUST1730013
Orders,orphan_foreign_key,ORD00051181,customer_id,CUST0020122,CUST1027858
Orders,orphan_foreign_key,ORD00051184,customer_id,CUST0037648,CUST8663393
Orders,orphan_foreign_key,ORD00051239,customer_id,CUST0013067,CUST7640525
Orders,orphan_foreign_key,ORD00051506,customer_id,CUST0002229,CUST8477951
Orders,orphan_foreign_key,ORD00051519,customer_id,CUST0050186,CUST2131407
Orders,orphan_foreign_key,ORD00051526,customer_id,CUST0025246,CUST7510558
Orders,orphan_foreign_key,ORD00051610,customer_id,CUST0008991,CUST9604682
Orders,orphan_foreign_key,ORD00051709,customer_id,CUST0038819,CUST0426841
Orders,orphan_foreign_key,ORD00051785,customer_id,CUST0043844,CUST1057628
Orders,orphan_foreign_key,ORD00051839,customer_id,CUST0002540,CUST9573964
Orders,orphan_foreign_key,ORD00051938,customer_id,CUST0040618,CUST3983392
Orders,orphan_foreign_key,ORD00052024,customer_id,CUST0034995,CUST6291974
Orders,orphan_foreign_key,ORD00052279,customer_id,CUST0013251,CUST2955676
Orders,orphan_foreign_key,ORD00052342,customer_id,CUST0044329,CUST2124544
Orders,orphan_foreign_key,ORD00053687,customer_id,CUST0047714,CUST1525893
Orders,orphan_foreign_key,ORD00053937,customer_id,CUST0024429,CUST2711729
Orders,orphan_foreign_key,ORD00054285,customer_id,CUST0038048,CUST4932465
Orders,orphan_foreign_key,ORD00054493,customer_id,CUST0018895,CUST7212535
Orders,orphan_foreign_key,ORD00054854,customer_id,CUST0054012,CUST6715377
Orders,orphan_foreign_key,ORD00054890,customer_id,CUST0004090,CUST2113583
Orders,orphan_foreign_key,ORD00054901,customer_id,CUST0027829,CUST3760523
Orders,orphan_foreign_key,ORD00054916,customer_id,CUST0037413,CUST1559053
Orders,orphan_foreign_key,ORD00055094,customer_id,CUST0006068,CUST9761644
Orders,orphan_foreign_key,ORD00055346,customer_id,CUST0023080,CUST0834652
Orders,orphan_foreign_key,ORD00055530,customer_id,CUST0014187,CUST3680704
Orders,orphan_foreign_key,ORD00055632,customer_id,CUST0032490,CUST6243361
Orders,orphan_foreign_key,ORD00055802,customer_id,CUST0044196,CUST5607632
Orders,orphan_foreign_key,ORD00055873,customer_id,CUST0043425,CUST4120951
Orders,orphan_foreign_key,ORD00056019,customer_id,CUST0040426,CUST3976280
Orders,orphan_foreign_key,ORD00056186,customer_id,CUST0044099,CUST9895502
Orders,orphan_foreign_key,ORD00056292,customer_id,CUST0032606,CUST7810366
Orders,orphan_foreign_key,ORD00057192,customer_id,CUST0021425,CUST0681427
Orders,orphan_foreign_key,ORD00057298,customer_id,CUST0037191,CUST5841343
Orders,orphan_foreign_key,ORD00057409,customer_id,CUST0015842,CUST8087772
Orders,orphan_foreign_key,ORD00057479,customer_id,CUST0013718,CUST1706519
Orders,orphan_foreign_key,ORD00057598,customer_id,CUST0053516,CUST7825372
Orders,orphan_foreign_key,ORD00057671,customer_id,CUST0045803,CUST1994181
Orders,orphan_foreign_key,ORD00057858,customer_id,CUST0047851,CUST5127513
Orders,orphan_foreign_key,ORD00058106,customer_id,CUST0034054,CUST3655805
Orders,orphan_foreign_key,ORD00058149,customer_id,CUST0008747,CUST4309195
Orders,orphan_foreign_key,ORD00058434,customer_id,CUST0023715,CUST6558600
Orders,orphan_foreign_key,ORD00058528,customer_id,CUST0006478,CUST0890010
Orders,orphan_foreign_key,ORD00058630,customer_id,CUST0007065,CUST1573200
Orders,orphan_foreign_key,ORD00058651,customer_id,CUST0044948,CUST6532065
Orders,orphan_foreign_key,ORD00058708,customer_id,CUST0041027,CUST3382025
Orders,orphan_foreign_key,ORD00059060,customer_id,CUST0032048,CUST7684667
Orders,orphan_foreign_key,ORD00059142,customer_id,CUST0038488,CUST1578662
Orders,orphan_foreign_key,ORD00059367,customer_id,CUST0004113,CUST4406904
Orders,orphan_foreign_key,ORD00059381,customer_id,CUST0004765,CUST6275959
Orders,orphan_foreign_key,ORD00059415,customer_id,CUST0037284,CUST6966852
Orders,orphan_foreign_key,ORD00059460,customer_id,CUST0002294,CUST7908044
Orders,orphan_foreign_key,ORD00059533,customer_id,CUST0040639,CUST0965777
Orders,orphan_foreign_key,ORD00059730,customer_id,CUST0001339,CUST5999374
Orders,orphan_foreign_key,ORD00059784,customer_id,CUST0040426,CUST7737093
Orders,orphan_foreign_key,ORD00059893,customer_id,CUST0001252,CUST8271706
Orders,orphan_foreign_key,ORD00060451,customer_id,CUST0029512,CUST3655567
Orders,orphan_foreign_key,ORD00060537,customer_id,CUST0054012,CUST3937803
Orders,orphan_foreign_key,ORD00060592,customer_id,CUST0049163,CUST9135229
Orders,orphan_foreign_key,ORD00060638,customer_id,CUST0016173,CUST1548377
Orders,orphan_foreign_key,ORD00061039,customer_id,CUST0053492,CUST6382150
Orders,orphan_foreign_key,ORD00061043,customer_id,CUST0015719,CUST2606525
Orders,orphan_foreign_key,ORD00061359,customer_id,CUST0018576,CUST4727167
Orders,orphan_foreign_key,ORD00061492,customer_id,CUST0036364,CUST8321741
Orders,orphan_foreign_key,ORD00061600,customer_id,CUST0014461,CUST6497875
Orders,orphan_foreign_key,ORD00061654,customer_id,CUST0052293,CUST7669904
Orders,orphan_foreign_key,ORD00062047,customer_id,CUST0040452,CUST1820133
Orders,orphan_foreign_key,ORD00063150,customer_id,CUST0001210,CUST5136171
Orders,orphan_foreign_key,ORD00063203,customer_id,CUST0012547,CUST8846012
Orders,orphan_foreign_key,ORD00064137,customer_id,CUST0021764,CUST3074064
Orders,orphan_foreign_key,ORD00064271,customer_id,CUST0014945,CUST7590161
Orders,orphan_foreign_key,ORD00064593,customer_id,CUST0017334,CUST0614482
Orders,orphan_foreign_key,ORD00064721,customer_id,CUST0051976,CUST9606091
Orders,orphan_foreign_key,ORD00064762,customer_id,CUST0024661,CUST6042670
Orders,orphan_foreign_key,ORD00064771,customer_id,CUST0011917,CUST4843894
Orders,orphan_foreign_key,ORD00064787,customer_id,CUST0011619,CUST9497729
Orders,orphan_foreign_key,ORD00064822,customer_id,CUST0019123,CUST7749868
Orders,orphan_foreign_key,ORD00064892,customer_id,CUST0003257,CUST5313560
Orders,orphan_foreign_key,ORD00065489,customer_id,CUST0046661,CUST2419565
Orders,orphan_foreign_key,ORD00065512,customer_id,CUST0041824,CUST6697644
Orders,orphan_foreign_key,ORD00065736,customer_id,CUST0020532,CUST4527435
Orders,orphan_foreign_key,ORD00066179,customer_id,CUST0046030,CUST1344683
Orders,orphan_foreign_key,ORD00066518,customer_id,CUST0013727,CUST3075393
Orders,orphan_foreign_key,ORD00067731,customer_id,CUST0052414,CUST9822097
Orders,orphan_foreign_key,ORD00068386,customer_id,CUST0013083,CUST4031916
Orders,orphan_foreign_key,ORD00068817,customer_id,CUST0050716,CUST9154585
Orders,orphan_foreign_key,ORD00068852,customer_id,CUST0007110,CUST5926429
Orders,orphan_foreign_key,ORD00068868,customer_id,CUST0000877,CUST9228588
Orders,orphan_foreign_key,ORD00068883,customer_id,CUST0003516,CUST6054742
Orders,orphan_foreign_key,ORD00069000,customer_id,CUST0015014,CUST6222128
Orders,orphan_foreign_key,ORD00069851,customer_id,CUST0035774,CUST6067019
Orders,orphan_foreign_key,ORD00069947,customer_id,CUST0029387,CUST2679371
Orders,orphan_foreign_key,ORD00069964,customer_id,CUST0046664,CUST8520610
Orders,orphan_foreign_key,ORD00070067,customer_id,CUST0044970,CUST5758666
Orders,orphan_foreign_key,ORD00070216,customer_id,CUST0049348,CUST9413122
Orders,orphan_foreign_key,ORD00070568,customer_id,CUST0015874,CUST4323811
Orders,orphan_foreign_key,ORD00070651,customer_id,CUST0043354,CUST0426842
Orders,orphan_foreign_key,ORD00070849,customer_id,CUST0024336,CUST4726223
Orders,orphan_foreign_key,ORD00070904,customer_id,CUST0030254,CUST9478576
Orders,orphan_foreign_key,ORD00070921,customer_id,CUST0041764,CUST2566422
Orders,orphan_foreign_key,ORD00071016,customer_id,CUST0035293,CUST1247623
Orders,orphan_foreign_key,ORD00071121,customer_id,CUST0012540,CUST6005096
Orders,orphan_foreign_key,ORD00071433,customer_id,CUST0019644,CUST2994604
Orders,orphan_foreign_key,ORD00071609,customer_id,CUST0040391,CUST5253130
Orders,orphan_foreign_key,ORD00071919,customer_id,CUST0046801,CUST2039032
Orders,orphan_foreign_key,ORD00072062,customer_id,CUST0049595,CUST2900207
Orders,orphan_foreign_key,ORD00072501,customer_id,CUST0020510,CUST7746041
Orders,orphan_foreign_key,ORD00072602,customer_id,CUST0027243,CUST3606600
Orders,orphan_foreign_key,ORD00072711,customer_id,CUST0046792,CUST7128785
Orders,orphan_foreign_key,ORD00072748,customer_id,CUST0048609,CUST3186874
Orders,orphan_foreign_key,ORD00072860,customer_id,CUST0016402,CUST1248480
Orders,orphan_foreign_key,ORD00073054,customer_id,CUST0049219,CUST9649272
Orders,orphan_foreign_key,ORD00073209,customer_id,CUST0023187,CUST3887019
Orders,orphan_foreign_key,ORD00073401,customer_id,CUST0002014,CUST5222773
Orders,orphan_foreign_key,ORD00073404,customer_id,CUST0011203,CUST2158438
Orders,orphan_foreign_key,ORD00073708,customer_id,CUST0018933,CUST6293852
Orders,orphan_foreign_key,ORD00073862,customer_id,CUST0000072,CUST6376196
Orders,orphan_foreign_key,ORD00074027,customer_id,CUST0041919,CUST8525144
Orders,orphan_foreign_key,ORD00074142,customer_id,CUST0010417,CUST1588368
Orders,orphan_foreign_key,ORD00074205,customer_id,CUST0011505,CUST8465312
Orders,orphan_foreign_key,ORD00074286,customer_id,CUST0051944,CUST3499679
Orders,orphan_foreign_key,ORD00074300,customer_id,CUST0049453,CUST0930160
