inventory_id,item_id,location_id,date,opening_stock,received_stock,prepared_quantity,consumed_stock,closing_stock,unit,quarantine_reason
INV00301688,ITEM2857,LOC0022,2025-03-30,7.170,0.000,1.940,1.000,6.170,kg,orphan_foreign_key
INV00302601,ITEM4812,LOC0003,2025-03-31,20.000,0.000,7.000,7.000,13.000,pcs,orphan_foreign_key
INV00302625,ITEM0454,LOC0004,2025-03-31,4.000,0.000,1.000,1.000,3.000,pcs,orphan_foreign_key
INV00302741,ITEM8243,LOC0005,2025-03-31,11.000,0.000,3.000,0.000,11.000,pcs,orphan_foreign_key
INV00302981,ITEM5294,LOC0006,2025-03-31,3.000,0.000,1.000,0.000,3.000,pcs,orphan_foreign_key
INV00303443,ITEM7055,LOC0010,2025-03-31,0.580,0.000,0.070,0.000,0.580,kg,orphan_foreign_key
INV00304112,ITEM8541,LOC0015,2025-03-31,0.740,1.100,0.900,0.900,0.940,liters,orphan_foreign_key
INV00304202,ITEM5356,LOC0015,2025-03-31,2.000,4.000,2.000,1.000,5.000,pcs,orphan_foreign_key
INV00304428,ITEM2946,LOC0017,2025-03-31,1.960,0.000,0.460,0.000,1.960,kg,orphan_foreign_key
INV00304802,ITEM6597,LOC0020,2025-03-31,0.560,1.280,0.900,0.900,0.940,liters,orphan_foreign_key
INV00304909,ITEM2477,LOC0020,2025-03-31,0.630,0.000,0.120,0.000,0.630,liters,orphan_foreign_key
INV00304986,ITEM8705,LOC0021,2025-03-31,9.000,0.000,7.000,5.000,4.000,pcs,orphan_foreign_key
INV00305246,ITEM7695,LOC0023,2025-03-31,0.560,0.000,0.210,0.000,0.560,kg,orphan_foreign_key
INV00305421,ITEM4361,LOC0024,2025-03-31,2.000,0.000,1.000,0.000,2.000,pcs,orphan_foreign_key
INV00305611,ITEM7809,LOC0001,2025-04-01,6.000,0.000,3.000,2.000,4.000,pcs,orphan_foreign_key
INV00305945,ITEM4803,LOC0003,2025-04-01,2.000,7.000,3.000,2.000,7.000,pcs,orphan_foreign_key
INV00306121,ITEM6125,LOC0004,2025-04-01,1.730,0.000,0.750,0.750,0.980,liters,orphan_foreign_key
INV00306177,ITEM1437,LOC0005,2025-04-01,3.000,0.000,2.000,2.000,1.000,pcs,orphan_foreign_key
INV00306247,ITEM5623,LOC0005,2025-04-01,3.000,0.000,1.000,1.000,2.000,pcs,orphan_foreign_key
INV00306345,ITEM3641,LOC0006,2025-04-01,0.580,0.000,0.150,0.000,0.580,kg,orphan_foreign_key
INV00308096,ITEM0608,LOC0019,2025-04-01,3.900,0.000,0.890,0.500,3.400,kg,orphan_foreign_key
INV00308314,ITEM6277,LOC0020,2025-04-01,1.420,8.460,4.550,4.550,5.330,liters,orphan_foreign_key
INV00308588,ITEM8405,LOC0022,2025-04-01,0.740,0.000,0.160,0.000,0.740,liters,orphan_foreign_key
INV00308720,ITEM7841,LOC0023,2025-04-01,1.170,0.000,0.040,0.000,1.170,liters,orphan_foreign_key
INV00308879,ITEM2000,LOC0024,2025-04-01,4.000,0.000,1.000,0.000,4.000,pcs,orphan_foreign_key
INV00309078,ITEM1541,LOC0001,2025-04-02,1.590,3.550,2.560,2.400,2.740,kg,orphan_foreign_key
INV00309237,ITEM4268,LOC0002,2025-04-02,3.000,0.000,1.000,0.000,3.000,pcs,orphan_foreign_key
INV00309896,ITEM6669,LOC0007,2025-04-02,3.440,0.000,0.710,0.400,3.040,kg,orphan_foreign_key
INV00309990,ITEM1178,LOC0008,2025-04-02,1.760,0.000,0.090,0.000,1.760,liters,orphan_foreign_key
INV00310853,ITEM1280,LOC0014,2025-04-02,4.000,0.000,2.000,1.000,3.000,pcs,orphan_foreign_key
INV00310883,ITEM4355,LOC0014,2025-04-02,5.000,0.000,1.000,0.000,5.000,pcs,orphan_foreign_key
INV00311401,ITEM5039,LOC0018,2025-04-02,7.000,0.000,4.000,1.000,6.000,pcs,orphan_foreign_key
INV00311843,ITEM4748,LOC0021,2025-04-02,1.270,0.000,1.050,1.050,0.220,kg,orphan_foreign_key
INV00311920,ITEM3990,LOC0022,2025-04-02,0.850,0.000,0.150,0.000,0.850,kg,orphan_foreign_key
INV00312331,ITEM4219,LOC0025,2025-04-02,2.160,0.000,0.040,0.000,2.160,kg,orphan_foreign_key
INV00312985,ITEM3883,LOC0005,2025-04-03,8.000,0.000,1.000,0.000,7.000,pcs,orphan_foreign_key
INV00313065,ITEM9953,LOC0005,2025-04-03,1.750,0.000,0.090,0.000,1.750,kg,orphan_foreign_key
INV00313417,ITEM9454,LOC0008,2025-04-03,3.120,0.000,1.690,1.200,1.920,kg,orphan_foreign_key
INV00313640,ITEM4721,LOC0009,2025-04-03,19.000,0.000,12.000,8.000,11.000,pcs,orphan_foreign_key
INV00313703,ITEM1826,LOC0010,2025-04-03,1.220,1.490,1.080,0.400,2.310,kg,orphan_foreign_key
INV00313984,ITEM2006,LOC0012,2025-04-03,3.000,5.000,3.000,2.000,5.000,pcs,orphan_foreign_key
INV00314086,ITEM1989,LOC0013,2025-04-03,6.000,0.000,1.000,1.000,5.000,pcs,orphan_foreign_key
INV00314415,ITEM8614,LOC0015,2025-04-03,2.000,0.000,1.000,0.000,2.000,pcs,orphan_foreign_key
INV00314610,ITEM4504,LOC0017,2025-04-03,5.000,0.000,1.000,0.000,5.000,pcs,orphan_foreign_key
INV00315545,ITEM4830,LOC0023,2025-04-03,0.170,0.000,0.070,0.000,0.170,liters,orphan_foreign_key
INV00315846,ITEM5238,LOC0001,2025-04-04,3.000,0.000,1.000,0.000,3.000,pcs,orphan_foreign_key
INV00315888,ITEM8084,LOC0001,2025-04-04,10.010,0.000,1.440,0.000,10.010,kg,orphan_foreign_key
INV00316171,ITEM6319,LOC0003,2025-04-04,6.880,0.000,4.030,2.800,4.080,kg,orphan_foreign_key
INV00316237,ITEM1332,LOC0003,2025-04-04,1.420,11.720,4.900,4.900,8.240,liters,orphan_foreign_key
INV00316777,ITEM8352,LOC0007,2025-04-04,1.190,1.740,1.000,1.000,1.930,liters,orphan_foreign_key
INV00316861,ITEM8525,LOC0008,2025-04-04,4.000,5.000,4.000,3.000,6.000,pcs,orphan_foreign_key
INV00317884,ITEM2640,LOC0015,2025-04-04,39.000,0.000,9.000,6.000,33.000,pcs,orphan_foreign_key
INV00317942,ITEM4150,LOC0016,2025-04-04,3.230,0.000,0.170,0.000,3.230,kg,orphan_foreign_key
INV00318345,ITEM4137,LOC0019,2025-04-04,5.100,9.180,4.800,4.800,9.480,kg,orphan_foreign_key
INV00318936,ITEM3186,LOC0023,2025-04-04,5.000,0.000,1.000,0.000,5.000,pcs,orphan_foreign_key
INV00319187,ITEM5159,LOC0025,2025-04-04,2.000,0.000,1.000,0.000,2.000,pcs,orphan_foreign_key
INV00319665,ITEM5898,LOC0003,2025-04-05,10.000,32.000,15.000,15.000,27.000,pcs,orphan_foreign_key
INV00319773,ITEM2807,LOC0004,2025-04-05,0.730,0.000,0.140,0.000,0.730,liters,orphan_foreign_key
INV00319879,ITEM1999,LOC0005,2025-04-05,3.000,0.000,1.000,0.000,2.000,pcs,orphan_foreign_key
INV00319934,ITEM1524,LOC0005,2025-04-05,2.000,9.000,4.000,3.000,8.000,pcs,orphan_foreign_key
INV00320547,ITEM4167,LOC0010,2025-04-05,9.000,0.000,5.000,5.000,4.000,pcs,orphan_foreign_key
INV00320822,ITEM5183,LOC0012,2025-04-05,2.000,0.000,1.000,0.000,2.000,pcs,orphan_foreign_key
INV00321688,ITEM3898,LOC0018,2025-04-05,8.540,0.000,7.000,7.000,1.540,liters,orphan_foreign_key
INV00322300,ITEM4546,LOC0023,2025-04-05,1.960,0.000,0.460,0.300,1.630,kg,orphan_foreign_key
INV00322889,ITEM1806,LOC0002,2025-04-06,2.000,0.000,1.000,1.000,1.000,pcs,orphan_foreign_key
INV00323023,ITEM7398,LOC0003,2025-04-06,8.000,0.000,5.000,4.000,4.000,pcs,orphan_foreign_key
INV00323656,ITEM7111,LOC0008,2025-04-06,1.830,0.000,1.110,0.900,0.750,kg,orphan_foreign_key
INV00324203,ITEM2791,LOC0012,2025-04-06,1.000,7.020,2.930,2.500,5.520,kg,orphan_foreign_key
INV00324774,ITEM4350,LOC0016,2025-04-06,3.000,9.000,4.000,4.000,8.000,pcs,orphan_foreign_key
INV00325343,ITEM9744,LOC0020,2025-04-06,3.000,0.000,2.000,2.000,1.000,pcs,orphan_foreign_key
INV00325558,ITEM3418,LOC0022,2025-04-06,0.890,0.000,0.080,0.000,0.890,liters,orphan_foreign_key
INV00326890,ITEM2962,LOC0006,2025-04-07,3.500,0.000,0.300,0.000,3.500,liters,orphan_foreign_key
INV00327167,ITEM9310,LOC0008,2025-04-07,4.000,0.000,2.000,0.000,4.000,pcs,orphan_foreign_key
INV00327560,ITEM3498,LOC0011,2025-04-07,0.720,0.000,0.170,0.000,0.720,liters,orphan_foreign_key
INV00327714,ITEM1225,LOC0012,2025-04-07,9.000,0.000,3.000,2.000,7.000,pcs,orphan_foreign_key
INV00328019,ITEM1649,LOC0015,2025-04-07,3.320,0.000,0.370,0.300,3.020,kg,orphan_foreign_key
INV00328029,ITEM7202,LOC0015,2025-04-07,5.670,0.000,1.090,0.000,5.670,kg,orphan_foreign_key
INV00328451,ITEM1006,LOC0018,2025-04-07,2.220,0.000,0.800,0.800,1.420,kg,orphan_foreign_key
INV00328503,ITEM5382,LOC0018,2025-04-07,1.670,0.000,0.500,0.500,1.170,liters,orphan_foreign_key
INV00329385,ITEM9268,LOC0025,2025-04-07,3.000,0.000,1.000,0.000,3.000,pcs,orphan_foreign_key
INV00330503,ITEM4083,LOC0008,2025-04-08,4.700,0.000,0.990,0.400,4.300,kg,orphan_foreign_key
INV00330573,ITEM3480,LOC0008,2025-04-08,2.000,3.000,2.000,0.000,5.000,pcs,orphan_foreign_key
INV00330616,ITEM6455,LOC0009,2025-04-08,0.540,0.000,0.090,0.000,0.540,kg,orphan_foreign_key
INV00330724,ITEM4123,LOC0010,2025-04-08,2.000,0.000,1.000,0.000,2.000,pcs,orphan_foreign_key
INV00331046,ITEM1455,LOC0012,2025-04-08,1.740,0.000,0.460,0.400,1.340,kg,orphan_foreign_key
INV00331975,ITEM3068,LOC0019,2025-04-08,0.920,0.000,0.110,0.000,0.920,kg,orphan_foreign_key
INV00332149,ITEM1153,LOC0020,2025-04-08,1.550,0.000,0.180,0.000,1.550,kg,orphan_foreign_key
INV00332675,ITEM8048,LOC0024,2025-04-08,1.130,0.000,0.050,0.000,1.130,kg,orphan_foreign_key
INV00332771,ITEM7643,LOC0024,2025-04-08,6.000,0.000,1.000,0.000,5.000,pcs,orphan_foreign_key
INV00332957,ITEM2069,LOC0001,2025-04-09,1.050,0.000,0.130,0.000,1.050,kg,orphan_foreign_key
INV00333112,ITEM4975,LOC0002,2025-04-09,2.000,0.000,1.000,0.000,2.000,pcs,orphan_foreign_key
INV00333331,ITEM8528,LOC0004,2025-04-09,0.460,0.000,0.150,0.000,0.350,liters,orphan_foreign_key
INV00333464,ITEM9941,LOC0005,2025-04-09,4.000,0.000,1.000,0.000,4.000,pcs,orphan_foreign_key
INV00333825,ITEM0300,LOC0007,2025-04-09,0.720,0.000,0.050,0.000,0.720,kg,orphan_foreign_key
INV00334244,ITEM7345,LOC0010,2025-04-09,2.980,0.000,0.940,0.700,2.280,liters,orphan_foreign_key
INV00334735,ITEM7919,LOC0014,2025-04-09,4.060,0.000,0.620,0.400,3.660,kg,orphan_foreign_key
INV00335679,ITEM6665,LOC0021,2025-04-09,1.250,0.000,0.070,0.000,1.250,kg,orphan_foreign_key
INV00336400,ITEM5465,LOC0001,2025-04-10,2.000,0.000,1.000,0.000,2.000,pcs,orphan_foreign_key
INV00336628,ITEM9956,LOC0003,2025-04-10,0.800,0.000,0.180,0.000,0.800,kg,orphan_foreign_key
INV00336640,ITEM5199,LOC0003,2025-04-10,2.570,0.000,1.500,1.500,1.070,kg,orphan_foreign_key
INV00336924,ITEM5268,LOC0005,2025-04-10,1.580,0.000,0.850,0.800,0.780,kg,orphan_foreign_key
INV00337468,ITEM1087,LOC0009,2025-04-10,3.000,0.000,1.000,0.000,3.000,pcs,orphan_foreign_key
INV00338309,ITEM3119,LOC0015,2025-04-10,3.000,0.000,1.000,1.000,2.000,pcs,orphan_foreign_key
INV00338500,ITEM4183,LOC0017,2025-04-10,3.000,0.000,1.000,0.000,2.000,pcs,orphan_foreign_key
INV00338628,ITEM3133,LOC0017,2025-04-10,0.490,0.000,0.390,0.350,0.140,liters,orphan_foreign_key
INV00338789,ITEM6918,LOC0019,2025-04-10,0.160,0.000,0.100,0.000,0.160,liters,orphan_foreign_key
INV00338809,ITEM1084,LOC0019,2025-04-10,1.050,0.000,0.060,0.000,1.050,kg,orphan_foreign_key
INV00339897,ITEM7570,LOC0002,2025-04-11,4.000,0.000,1.000,0.000,4.000,pcs,orphan_foreign_key
INV00340369,ITEM9174,LOC0005,2025-04-11,0.350,2.300,1.050,1.050,1.600,kg,orphan_foreign_key
INV00340380,ITEM9184,LOC0005,2025-04-11,12.000,0.000,1.000,0.000,12.000,pcs,orphan_foreign_key
INV00341000,ITEM1184,LOC0010,2025-04-11,1.190,2.640,1.500,1.500,2.330,kg,orphan_foreign_key
INV00341025,ITEM8699,LOC0010,2025-04-11,2.000,0.000,1.000,1.000,1.000,pcs,orphan_foreign_key
INV00341677,ITEM7119,LOC0015,2025-04-11,2.240,0.000,0.230,0.000,2.240,kg,orphan_foreign_key
INV00342895,ITEM1325,LOC0024,2025-04-11,1.080,0.000,0.050,0.000,1.080,liters,orphan_foreign_key
INV00343229,ITEM1920,LOC0001,2025-04-12,1.000,4.000,2.000,1.000,4.000,pcs,orphan_foreign_key
INV00343230,ITEM3388,LOC0001,2025-04-12,6.000,0.000,1.000,1.000,5.000,pcs,orphan_foreign_key
INV00343269,ITEM9721,LOC0001,2025-04-12,0.740,0.000,0.140,0.000,0.740,liters,orphan_foreign_key
INV00343470,ITEM1071,LOC0003,2025-04-12,1.180,0.000,0.170,0.000,1.180,kg,orphan_foreign_key
INV00343888,ITEM9175,LOC0006,2025-04-12,1.350,0.000,0.150,0.000,1.350,kg,orphan_foreign_key
INV00344109,ITEM9005,LOC0008,2025-04-12,5.000,0.000,2.000,0.000,5.000,pcs,orphan_foreign_key
INV00345632,ITEM3188,LOC0019,2025-04-12,1.650,0.000,0.120,0.000,1.650,kg,orphan_foreign_key
INV00345801,ITEM9887,LOC0020,2025-04-12,1.150,0.000,0.180,0.000,1.150,kg,orphan_foreign_key
INV00346427,ITEM1084,LOC0024,2025-04-12,10.000,0.000,2.000,1.000,9.000,pcs,orphan_foreign_key
INV00346611,ITEM1403,LOC0001,2025-04-13,2.250,0.000,1.500,1.500,0.750,kg,orphan_foreign_key
INV00347023,ITEM4525,LOC0004,2025-04-13,2.640,0.000,1.850,1.600,1.040,kg,orphan_foreign_key
INV00347581,ITEM7233,LOC0008,2025-04-13,3.000,0.000,2.000,0.000,3.000,pcs,orphan_foreign_key
INV00347813,ITEM1620,LOC0010,2025-04-13,1.090,0.000,0.310,0.300,0.790,kg,orphan_foreign_key
INV00347976,ITEM2409,LOC0011,2025-04-13,0.310,1.540,0.890,0.800,1.050,kg,orphan_foreign_key
INV00347983,ITEM9262,LOC0011,2025-04-13,5.000,0.000,1.000,0.000,5.000,pcs,orphan_foreign_key
INV00348046,ITEM6671,LOC0011,2025-04-13,1.000,2.000,1.000,0.000,3.000,pcs,orphan_foreign_key
INV00348211,ITEM9186,LOC0013,2025-04-13,1.490,0.000,0.340,0.300,1.190,liters,orphan_foreign_key
INV00348662,ITEM2184,LOC0016,2025-04-13,1.230,0.000,0.200,0.000,1.230,kg,orphan_foreign_key
INV00348694,ITEM1239,LOC0016,2025-04-13,0.710,0.000,0.050,0.000,0.710,kg,orphan_foreign_key
INV00349074,ITEM6113,LOC0019,2025-04-13,3.000,0.000,1.000,0.000,3.000,pcs,orphan_foreign_key
INV00349128,ITEM2128,LOC0019,2025-04-13,1.480,0.000,0.120,0.000,1.480,liters,orphan_foreign_key
INV00349901,ITEM4046,LOC0025,2025-04-13,3.000,14.000,6.000,6.000,11.000,pcs,orphan_foreign_key
INV00350046,ITEM3503,LOC0001,2025-04-14,12.000,0.000,4.000,1.000,11.000,pcs,orphan_foreign_key
INV00350466,ITEM9151,LOC0004,2025-04-14,4.000,0.000,1.000,0.000,4.000,pcs,orphan_foreign_key
INV00350596,ITEM1947,LOC0005,2025-04-14,4.000,0.000,1.000,0.000,4.000,pcs,orphan_foreign_key
INV00350766,ITEM3212,LOC0006,2025-04-14,1.240,0.000,0.060,0.000,1.240,liters,orphan_foreign_key
INV00350884,ITEM6103,LOC0007,2025-04-14,0.920,0.000,0.110,0.000,0.920,kg,orphan_foreign_key
INV00350914,ITEM4199,LOC0007,2025-04-14,1.820,0.000,0.760,0.700,1.120,liters,orphan_foreign_key
INV00351271,ITEM8676,LOC0010,2025-04-14,7.000,0.000,2.000,1.000,6.000,pcs,orphan_foreign_key
INV00352186,ITEM4908,LOC0017,2025-04-14,2.000,0.000,0.060,0.000,2.000,kg,orphan_foreign_key
INV00352223,ITEM3395,LOC0017,2025-04-14,4.000,0.000,1.000,0.000,4.000,pcs,orphan_foreign_key
INV00352422,ITEM7280,LOC0018,2025-04-14,11.000,0.000,3.000,1.000,10.000,pcs,orphan_foreign_key
INV00352740,ITEM8110,LOC0021,2025-04-14,0.950,0.000,0.040,0.000,0.950,kg,orphan_foreign_key
INV00352922,ITEM4832,LOC0022,2025-04-14,2.000,6.000,3.000,2.000,6.000,pcs,orphan_foreign_key
INV00352951,ITEM1448,LOC0022,2025-04-14,0.350,0.000,0.240,0.000,0.350,liters,orphan_foreign_key
INV00353884,ITEM7778,LOC0004,2025-04-15,4.000,0.000,2.000,2.000,2.000,pcs,orphan_foreign_key
INV00353995,ITEM9208,LOC0005,2025-04-15,18.000,0.000,7.000,5.000,13.000,pcs,orphan_foreign_key
INV00354193,ITEM3093,LOC0006,2025-04-15,2.100,0.000,0.340,0.000,2.100,liters,orphan_foreign_key
INV00354534,ITEM7651,LOC0009,2025-04-15,0.480,0.000,0.160,0.000,0.480,kg,orphan_foreign_key
INV00354930,ITEM4821,LOC0012,2025-04-15,1.950,0.000,1.220,0.500,1.450,kg,orphan_foreign_key
INV00355409,ITEM5256,LOC0015,2025-04-15,4.000,0.000,1.000,0.000,4.000,pcs,orphan_foreign_key
INV00355805,ITEM7347,LOC0018,2025-04-15,0.570,0.000,0.040,0.000,0.570,kg,orphan_foreign_key
INV00356418,ITEM9219,LOC0023,2025-04-15,7.000,0.000,2.000,1.000,6.000,pcs,orphan_foreign_key
INV00356525,ITEM8044,LOC0023,2025-04-15,1.050,0.000,0.240,0.000,1.050,liters,orphan_foreign_key
INV00356763,ITEM1584,LOC0025,2025-04-15,1.000,2.000,1.000,0.000,3.000,pcs,orphan_foreign_key
INV00356990,ITEM8429,LOC0002,2025-04-16,1.970,0.000,0.330,0.300,1.670,kg,orphan_foreign_key
INV00357034,ITEM2235,LOC0002,2025-04-16,3.000,0.000,1.000,0.000,3.000,pcs,orphan_foreign_key
INV00357625,ITEM4987,LOC0006,2025-04-16,0.390,1.350,0.600,0.500,1.240,liters,orphan_foreign_key
INV00357638,ITEM8568,LOC0006,2025-04-16,24.000,0.000,1.000,0.000,24.000,pcs,orphan_foreign_key
INV00358593,ITEM4369,LOC0013,2025-04-16,8.000,0.000,4.000,3.000,5.000,pcs,orphan_foreign_key
INV00359115,ITEM6041,LOC0017,2025-04-16,3.000,0.000,1.000,0.000,3.000,pcs,orphan_foreign_key
INV00359823,ITEM3537,LOC0022,2025-04-16,0.680,0.000,0.160,0.000,0.680,liters,orphan_foreign_key
INV00359963,ITEM6124,LOC0023,2025-04-16,8.460,0.000,4.550,4.550,3.910,liters,orphan_foreign_key
INV00360072,ITEM0337,LOC0024,2025-04-16,4.720,0.000,0.160,0.000,4.570,kg,orphan_foreign_key
INV00360138,ITEM9248,LOC0025,2025-04-16,1.460,0.000,0.030,0.000,1.460,liters,orphan_foreign_key
INV00360147,ITEM8821,LOC0025,2025-04-16,4.000,0.000,1.000,0.000,4.000,pcs,orphan_foreign_key
INV00360507,ITEM9583,LOC0002,2025-04-17,1.250,2.330,1.250,1.250,2.330,liters,orphan_foreign_key
INV00360535,ITEM9935,LOC0003,2025-04-17,5.000,0.000,2.000,1.000,4.000,pcs,orphan_foreign_key
INV00360597,ITEM3778,LOC0003,2025-04-17,2.000,0.000,1.000,0.000,2.000,pcs,orphan_foreign_key
INV00361360,ITEM7274,LOC0009,2025-04-17,1.510,0.000,0.060,0.000,1.510,liters,orphan_foreign_key
INV00361403,ITEM9698,LOC0009,2025-04-17,0.620,0.000,0.390,0.000,0.620,kg,orphan_foreign_key
INV00361503,ITEM2603,LOC0010,2025-04-17,0.450,0.000,0.100,0.000,0.450,liters,orphan_foreign_key
INV00362120,ITEM3951,LOC0014,2025-04-17,2.000,0.000,1.000,0.000,2.000,pcs,orphan_foreign_key
INV00362188,ITEM3808,LOC0015,2025-04-17,1.830,0.000,1.200,1.200,0.630,liters,orphan_foreign_key
INV00362709,ITEM2256,LOC0018,2025-04-17,0.930,0.000,0.620,0.000,0.930,liters,orphan_foreign_key
INV00363180,ITEM4758,LOC0022,2025-04-17,0.710,0.000,0.040,0.000,0.710,kg,orphan_foreign_key
INV00363530,ITEM4948,LOC0024,2025-04-17,0.800,0.000,0.010,0.000,0.800,liters,orphan_foreign_key
INV00363605,ITEM4537,LOC0025,2025-04-17,1.500,0.000,0.370,0.000,1.500,kg,orphan_foreign_key
INV00363916,ITEM7427,LOC0002,2025-04-18,2.330,0.000,0.330,0.000,2.330,kg,orphan_foreign_key
INV00364167,ITEM0299,LOC0004,2025-04-18,2.000,0.000,1.000,0.000,1.000,pcs,orphan_foreign_key
INV00364479,ITEM9130,LOC0006,2025-04-18,2.000,0.000,1.000,0.000,2.000,pcs,orphan_foreign_key
INV00364707,ITEM6342,LOC0008,2025-04-18,1.580,0.000,0.400,0.400,1.180,kg,orphan_foreign_key
INV00364920,ITEM5703,LOC0010,2025-04-18,3.000,0.000,1.000,0.000,3.000,pcs,orphan_foreign_key
INV00365872,ITEM7833,LOC0016,2025-04-18,4.000,0.000,3.000,2.000,2.000,pcs,orphan_foreign_key
INV00365927,ITEM5753,LOC0017,2025-04-18,1.030,0.000,0.660,0.500,0.530,kg,orphan_foreign_key
INV00365948,ITEM6082,LOC0017,2025-04-18,1.000,2.000,1.000,0.000,3.000,pcs,orphan_foreign_key
INV00366561,ITEM3066,LOC0021,2025-04-18,1.390,0.000,0.220,0.000,1.390,liters,orphan_foreign_key
INV00366884,ITEM4002,LOC0024,2025-04-18,0.430,0.000,0.300,0.300,0.130,kg,orphan_foreign_key
INV00367220,ITEM3198,LOC0001,2025-04-19,0.140,0.000,0.030,0.000,0.140,kg,orphan_foreign_key
INV00367230,ITEM1778,LOC0001,2025-04-19,1.000,2.000,1.000,0.000,3.000,pcs,orphan_foreign_key
INV00367250,ITEM4173,LOC0001,2025-04-19,1.350,0.000,0.190,0.000,1.350,liters,orphan_foreign_key
INV00367499,ITEM6828,LOC0003,2025-04-19,6.000,14.000,9.000,8.000,12.000,pcs,orphan_foreign_key
INV00367628,ITEM4053,LOC0004,2025-04-19,0.850,0.000,0.390,0.350,0.500,kg,orphan_foreign_key
INV00367938,ITEM5989,LOC0006,2025-04-19,1.400,0.000,0.450,0.350,1.050,liters,orphan_foreign_key
INV00368898,ITEM1892,LOC0013,2025-04-19,7.000,8.000,6.000,5.000,10.000,pcs,orphan_foreign_key
INV00369451,ITEM6960,LOC0017,2025-04-19,1.000,7.000,3.000,3.000,5.000,pcs,orphan_foreign_key
INV00370069,ITEM1755,LOC0022,2025-04-19,0.550,0.000,0.130,0.000,0.550,kg,orphan_foreign_key
INV00370440,ITEM7169,LOC0025,2025-04-19,0.320,0.000,0.020,0.000,0.320,liters,orphan_foreign_key
INV00370729,ITEM0401,LOC0002,2025-04-20,1.020,0.000,0.300,0.300,0.720,kg,orphan_foreign_key
INV00371273,ITEM3482,LOC0006,2025-04-20,2.000,0.000,1.000,0.000,2.000,pcs,orphan_foreign_key
INV00371468,ITEM4435,LOC0007,2025-04-20,20.000,0.000,2.000,0.000,20.000,pcs,orphan_foreign_key
INV00371751,ITEM4026,LOC0009,2025-04-20,1.000,4.000,2.000,1.000,4.000,pcs,orphan_foreign_key
INV00371887,ITEM4555,LOC0010,2025-04-20,3.000,0.000,1.000,0.000,3.000,pcs,orphan_foreign_key
INV00371972,ITEM7679,LOC0011,2025-04-20,2.270,0.000,0.090,0.000,2.270,kg,orphan_foreign_key
INV00372309,ITEM2342,LOC0013,2025-04-20,0.350,0.000,0.060,0.000,0.350,liters,orphan_foreign_key
INV00372450,ITEM2505,LOC0014,2025-04-20,0.570,0.000,0.250,0.250,0.320,liters,orphan_foreign_key
INV00372663,ITEM4298,LOC0016,2025-04-20,0.830,0.000,0.550,0.000,0.830,kg,orphan_foreign_key
INV00372955,ITEM7321,LOC0018,2025-04-20,8.000,0.000,3.000,2.000,6.000,pcs,orphan_foreign_key
INV00373254,ITEM4986,LOC0020,2025-04-20,5.000,0.000,3.000,3.000,2.000,pcs,orphan_foreign_key
INV00373599,ITEM8506,LOC0023,2025-04-20,0.830,0.000,0.110,0.000,0.830,liters,orphan_foreign_key
INV00373832,ITEM7531,LOC0024,2025-04-20,2.210,0.000,0.310,0.250,1.960,liters,orphan_foreign_key
INV00374009,ITEM9248,LOC0001,2025-04-21,0.770,0.000,0.300,0.300,0.470,liters,orphan_foreign_key
INV00374429,ITEM9110,LOC0004,2025-04-21,14.000,0.000,3.000,1.000,11.000,pcs,orphan_foreign_key
INV00374766,ITEM1911,LOC0006,2025-04-21,2.000,0.000,1.000,0.000,2.000,pcs,orphan_foreign_key
INV00375042,ITEM7491,LOC0008,2025-04-21,1.370,0.000,0.070,0.000,1.370,kg,orphan_foreign_key
INV00375096,ITEM4246,LOC0009,2025-04-21,3.000,0.000,1.000,0.000,2.000,pcs,orphan_foreign_key
INV00375199,ITEM8141,LOC0009,2025-04-21,2.400,0.000,0.320,0.000,2.400,liters,orphan_foreign_key
INV00375444,ITEM9939,LOC0011,2025-04-21,13.000,0.000,1.000,0.000,13.000,pcs,orphan_foreign_key
INV00375656,ITEM6161,LOC0013,2025-04-21,0.750,0.000,0.130,0.000,0.750,liters,orphan_foreign_key
INV00376945,ITEM6217,LOC0022,2025-04-21,3.000,5.000,3.000,1.000,7.000,pcs,orphan_foreign_key
INV00377266,ITEM5702,LOC0024,2025-04-21,3.000,0.000,1.000,0.000,3.000,pcs,orphan_foreign_key
INV00377858,ITEM6994,LOC0004,2025-04-22,0.320,0.580,0.300,0.300,0.600,liters,orphan_foreign_key
INV00378507,ITEM7976,LOC0008,2025-04-22,0.870,0.000,0.380,0.350,0.520,liters,orphan_foreign_key
INV00378964,ITEM8695,LOC0012,2025-04-22,1.010,0.000,0.380,0.300,0.710,kg,orphan_foreign_key
INV00379859,ITEM8372,LOC0018,2025-04-22,5.000,0.000,1.000,0.000,5.000,pcs,orphan_foreign_key
INV00380125,ITEM6995,LOC0020,2025-04-22,2.000,0.000,1.000,0.000,2.000,pcs,orphan_foreign_key
INV00380864,ITEM6894,LOC0025,2025-04-22,4.000,12.000,6.000,6.000,10.000,pcs,orphan_foreign_key
INV00381023,ITEM1608,LOC0002,2025-04-23,0.250,0.000,0.130,0.000,0.250,liters,orphan_foreign_key
INV00381101,ITEM0948,LOC0002,2025-04-23,5.000,0.000,2.000,0.000,5.000,pcs,orphan_foreign_key
INV00381225,ITEM7895,LOC0003,2025-04-23,1.000,2.000,1.000,0.000,3.000,pcs,orphan_foreign_key
