order_id,customer_id,location_id,order_datetime,order_channel,order_status,promotion_id,subtotal,discount_amount,tax_amount,total_amount,payment_method,quarantine_reason
ORD00090040,CUST0049816,LOC0002,2025-06-28 20:04:09,App,Completed,,6220.00,14520.59,933.00,7153.00,Online,discount_exceeds_subtotal
ORD00090263,,LOC0023,2025-06-29 12:08:06,Dine-in,Completed,,5765.00,0.00,864.75,6629.75,Card,missing_value
ORD00090285,CUST0044424,LOC0009,1970-01-01 12:50:00,Dine-in,Completed,,5305.00,0.00,848.80,6153.80,Card,invalid_date
ORD00090300,CUST0036104,LOC0020,2025-06-29 12:52:05,Website,Completed,PROMO007,5575.00,40.00,830.25,6365.25,Online,orphan_foreign_key
ORD00090405,CUST0015858,LOC0009,2099-12-31 10:46:00,App,Completed,,4790.00,0.00,766.40,5556.40,Wallet,invalid_date
ORD00090525,,LOC0013,2025-06-29 19:45:13,Dine-in,Completed,,4690.00,0.00,703.50,5393.50,Cash,missing_value
ORD00090623,,LOC0016,2025-06-29 21:06:40,ThirdPartyDelivery,Completed,,3680.00,0.00,588.80,4268.80,Online,missing_value
ORD00090659,CUST0053873,LOC0003,2025-06-29 21:42:00,Dine-in,Completed,,3980.00,0.00,597.00,4577.00,Card,orphan_foreign_key
ORD00090736,CUST0022040,LOC0009,,Takeaway,Completed,,16670.00,0.00,2667.20,19337.20,Cash,invalid_date
ORD00090937,CUST0015364,LOC0014,2025-06-30 18:25:43,App,Completed,,2640.00,0.00,396.00,3036.00,Wallet,orphan_foreign_key
ORD00090958,CUST0043348,LOC0008,2025-06-30 19:06:17,Dine-in,Completed,,4470.00,0.00,715.20,5185.20,Wallet,orphan_foreign_key
ORD00090966,CUST0004821,LOC0016,,Website,Completed,,4810.00,0.00,769.60,5579.60,Online,invalid_date
ORD00091301,,LOC0008,2025-07-01 13:54:18,Takeaway,Completed,,6625.00,0.00,1060.00,7685.00,Cash,missing_value
ORD00091339,CUST0013231,LOC0009,2025-07-01 14:41:49,Dine-in,Completed,,6020.00,12500.07,963.20,6983.20,Cash,discount_exceeds_subtotal
ORD00091366,CUST1044034,LOC0008,2025-07-01 16:13:50,Dine-in,Completed,,5060.00,0.00,809.60,5869.60,Cash,orphan_foreign_key
ORD00091381,CUST0026089,LOC0017,2025-07-01 17:35:57,App,Completed,,11440.00,26971.18,1830.40,13270.40,Online,discount_exceeds_subtotal
ORD00091451,CUST0014550,LOC0006,2025-07-01 20:06:25,Takeaway,Completed,,7170.00,0.00,1075.50,8245.50,Wallet,orphan_foreign_key
ORD00091608,,LOC0005,2025-07-02 01:19:41,Dine-in,Completed,,8240.00,0.00,1236.00,9476.00,Wallet,missing_value
ORD00092057,CUST0020883,LOC0015,2025-07-03 12:38:01,Dine-in,Completed,PROMO011,10420.00,199.99,1635.20,11855.21,Cash,orphan_foreign_key
ORD00092235,CUST0041976,LOC0004,2025-07-03 19:16:30,Dine-in,Completed,PROMO011,9690.00,19503.47,1423.50,10913.50,Cash,discount_exceeds_subtotal
ORD00092341,CUST0031042,LOC0012,2025-07-03 21:34:43,App,Completed,,4160.00,0.00,624.00,4784.00,Wallet,orphan_foreign_key
ORD00092487,,LOC0022,2025-07-04 12:33:39,App,Completed,,4750.00,0.00,712.50,5462.50,Online,missing_value
ORD00092497,CUST1529946,LOC0004,2025-07-04 12:41:34,Dine-in,Completed,,4590.00,0.00,688.50,5278.50,Card,orphan_foreign_key
ORD00092799,CUST0040140,LOC0020,2025-07-04 20:12:37,ThirdPartyDelivery,Completed,,8830.00,0.00,1324.50,10154.50,Online,orphan_foreign_key
ORD00092945,CUST0050587,LOC0016,2025-07-04 21:54:27,Website,Completed,PROMO011,4710.00,200.00,721.60,5231.60,Online,orphan_foreign_key
ORD00093011,CUST0026023,LOC0001,2025-07-04 23:55:27,ThirdPartyDelivery,Completed,,5250.00,0.00,787.50,6037.50,Online,orphan_foreign_key
ORD00093194,CUST0022419,LOC0007,2025-07-05 13:56:59,Takeaway,Completed,,2030.00,0.00,324.80,2354.80,Cash,orphan_foreign_key
ORD00093272,,LOC0018,2025-07-05 16:33:22,Dine-in,Completed,,11195.00,0.00,1791.20,12986.20,Card,missing_value
ORD00093414,CUST0004668,LOC0016,,Takeaway,Completed,,6725.00,0.00,1076.00,7801.00,Wallet,invalid_date
ORD00093525,,LOC0016,2025-07-05 21:50:01,ThirdPartyDelivery,Completed,,2530.00,0.00,404.80,2934.80,Online,missing_value
ORD00093661,CUST0020443,LOC0004,2025-07-06 12:27:06,App,Completed,,4640.00,0.00,696.00,5336.00,Card,orphan_foreign_key
ORD00093819,CUST0042424,LOC0017,2025-07-06 17:14:31,Takeaway,Completed,,4880.00,0.00,780.80,5660.80,Wallet,orphan_foreign_key
ORD00093856,CUST9639413,LOC0023,2025-07-06 18:31:21,ThirdPartyDelivery,Completed,,2800.00,0.00,420.00,3220.00,Online,orphan_foreign_key
ORD00093927,CUST0017194,LOC0004,2025-07-06 20:10:08,Dine-in,Completed,,20780.00,0.00,3117.00,23897.00,Wallet,orphan_foreign_key
ORD00094129,CUST8458310,LOC0013,2025-07-06 23:52:35,ThirdPartyDelivery,Completed,,4635.00,0.00,695.25,5330.25,Online,orphan_foreign_key
ORD00094265,,LOC0007,2025-07-07 14:17:44,Dine-in,Completed,,8540.00,0.00,1366.40,9906.40,Cash,missing_value
ORD00094864,CUST0032432,LOC0007,1970-01-01 22:31:00,Dine-in,Completed,,17760.00,0.00,2841.60,20601.60,Wallet,invalid_date
ORD00094875,CUST0028661,LOC0021,2025-07-08 22:07:04,Takeaway,Completed,,5560.00,0.00,834.00,6394.00,Card,orphan_foreign_key
ORD00095464,,LOC0005,2025-07-10 15:55:08,App,Completed,,2650.00,0.00,397.50,3047.50,Online,missing_value
ORD00095686,CUST0005432,LOC0006,2025-07-10 21:59:18,Dine-in,Completed,,10810.00,20325.96,1621.50,12431.50,Cash,discount_exceeds_subtotal
ORD00095699,CUST1968104,LOC0005,2025-07-10 22:23:54,App,Completed,PROMO011,14360.00,200.00,2124.00,16284.00,Wallet,orphan_foreign_key
ORD00095724,CUST0045856,LOC0013,2025-07-10 23:05:42,ThirdPartyDelivery,Completed,,9870.00,0.00,1480.50,11350.50,Cash,orphan_foreign_key
ORD00095725,CUST0038091,LOC0005,2025-07-10 23:07:52,App,Completed,PROMO011,8490.00,18042.91,1243.50,9533.50,Online,discount_exceeds_subtotal
ORD00095818,CUST0005274,LOC0003,2025-07-11 12:27:04,ThirdPartyDelivery,Completed,,6735.00,0.00,1010.25,7745.25,Online,orphan_foreign_key
ORD00095929,CUST0053287,LOC5224,2025-07-11 14:07:09,Website,Completed,,6830.00,0.00,1092.80,7922.80,Online,invalid_restaurant_id
ORD00096181,CUST0053946,LOC5346,2025-07-11 21:04:38,Dine-in,Completed,,3450.00,0.00,517.50,3967.50,Cash,invalid_restaurant_id
ORD00096421,CUST0028282,LOC5074,2025-07-12 12:50:49,Dine-in,Completed,,6180.00,0.00,927.00,7107.00,Card,invalid_restaurant_id
ORD00096663,CUST0037678,LOC6756,2025-07-12 19:09:15,Takeaway,Completed,,2160.00,0.00,324.00,2484.00,Cash,invalid_restaurant_id
ORD00096746,CUST0008004,LOC0010,2025-07-12 20:31:19,Dine-in,Completed,PROMO011,13100.00,200.00,2064.00,14964.00,Card,orphan_foreign_key
ORD00096903,CUST0020803,LOC0003,2027-11-05 18:07:00,Dine-in,Completed,,6005.00,0.00,900.75,6905.75,Wallet,invalid_date
ORD00097250,,LOC0018,2025-07-13 19:16:42,ThirdPartyDelivery,Completed,,6610.00,0.00,1057.60,7667.60,Online,missing_value
ORD00098004,,LOC0009,2025-07-15 13:27:56,Takeaway,Completed,,4560.00,0.00,729.60,5289.60,Cash,missing_value
ORD00098178,,LOC0001,2025-07-15 20:27:23,Dine-in,Completed,,9480.00,0.00,1422.00,10902.00,Card,missing_value
ORD00098224,CUST0003887,LOC0021,2031-07-22 18:24:00,App,Completed,,4890.00,0.00,733.50,5623.50,Online,invalid_date
ORD00098274,,LOC0008,2025-07-15 23:01:39,Takeaway,Completed,,4880.00,0.00,780.80,5660.80,Card,missing_value
ORD00098477,CUST0423565,LOC0016,2025-07-16 18:53:30,App,Completed,,2110.00,0.00,337.60,2447.60,Online,orphan_foreign_key
ORD00098725,CUST2488497,LOC0003,2025-07-17 13:18:00,App,Completed,,5955.00,0.00,893.25,6848.25,Online,orphan_foreign_key
ORD00098874,,LOC0023,2025-07-17 19:20:12,Takeaway,Completed,,5880.00,0.00,882.00,6762.00,Wallet,missing_value
ORD00099102,CUST5843686,LOC0004,2025-07-18 11:04:40,Website,Completed,,4350.00,0.00,652.50,5002.50,Online,orphan_foreign_key
ORD00099286,,LOC0003,2025-07-18 14:57:03,Dine-in,Completed,,5175.00,0.00,776.25,5951.25,Wallet,missing_value
ORD00099516,,LOC0022,2025-07-18 21:46:55,Takeaway,Completed,PROMO011,6820.00,200.00,993.00,7613.00,Cash,missing_value
ORD00099658,,LOC0003,2025-07-19 12:04:37,Takeaway,Completed,PROMO011,9320.00,200.00,1368.00,10488.00,Card,missing_value
ORD00099715,CUST7260452,LOC0016,2025-07-19 13:04:18,Dine-in,Completed,,12250.00,0.00,1960.00,14210.00,Card,orphan_foreign_key
ORD00099789,CUST5228247,LOC0002,2025-07-19 14:08:09,Dine-in,Completed,,11690.00,0.00,1753.50,13443.50,Card,orphan_foreign_key
ORD00099872,,LOC0006,2025-07-19 17:33:28,Dine-in,Completed,PROMO009,9770.00,300.00,1420.50,10890.50,Wallet,missing_value
ORD00099900,CUST0014760,LOC0008,,App,Completed,,7300.00,0.00,1168.00,8468.00,Online,invalid_date
ORD00099920,,LOC0003,2025-07-19 19:11:19,Dine-in,Completed,,4760.00,0.00,714.00,5474.00,Cash,missing_value
ORD00100009,CUST0014550,LOC0008,2025-07-19 20:35:27,App,Completed,,5550.00,0.00,888.00,6438.00,Cash,orphan_foreign_key
ORD00100480,CUST0011355,LOC0217,2025-07-20 18:59:35,Dine-in,Completed,,10410.00,0.00,1665.60,12075.60,Card,invalid_restaurant_id
ORD00100782,CUST6529900,LOC0016,2025-07-21 12:08:21,Dine-in,Completed,,3230.00,0.00,516.80,3746.80,Card,orphan_foreign_key
ORD00100783,CUST0002670,LOC0004,,Website,Completed,,8680.00,0.00,1302.00,9982.00,Online,invalid_date
ORD00100834,CUST0009263,LOC0018,2025-07-21 13:11:16,Takeaway,Completed,,19130.00,0.00,3060.80,22190.80,Card,orphan_foreign_key
ORD00100932,CUST0036765,LOC0002,2025-07-21 17:39:58,App,Completed,PROMO011,1455.00,200.00,188.25,1443.25,Online,orphan_foreign_key
ORD00100966,CUST0053473,LOC0013,2025-07-21 18:53:49,App,Cancelled,,4870.00,0.00,730.50,5600.50,Online,orphan_foreign_key
ORD00100985,CUST0020494,LOC2304,2025-07-21 19:17:38,App,Completed,,4600.00,0.00,690.00,5290.00,Cash,invalid_restaurant_id
ORD00101067,CUST0052755,LOC0015,2025-07-21 21:04:35,App,Completed,,8210.00,0.00,1313.60,9523.60,Cash,orphan_foreign_key
ORD00101304,CUST0020334,LOC0023,2025-07-22 14:53:38,Website,Completed,,12300.00,0.00,1845.00,14145.00,Online,orphan_foreign_key
ORD00101315,CUST0039096,LOC0022,2025-07-22 15:30:44,Website,Completed,,5275.00,0.00,791.25,6066.25,Online,orphan_foreign_key
ORD00101396,CUST0027573,LOC0013,2025-07-22 20:02:00,Takeaway,Completed,,3120.00,0.00,468.00,3588.00,Cash,orphan_foreign_key
ORD00101402,CUST0014938,LOC0004,2025-07-22 20:10:01,Dine-in,Completed,,6800.00,10871.23,1020.00,7820.00,Cash,discount_exceeds_subtotal
ORD00101557,,LOC0008,2025-07-23 12:07:39,App,Completed,,4470.00,0.00,715.20,5185.20,Card,missing_value
ORD00101558,,LOC0006,2025-07-23 12:09:42,Dine-in,Completed,,3620.00,0.00,543.00,4163.00,Wallet,missing_value
ORD00101587,CUST0001753,LOC0018,2025-07-23 12:43:19,Takeaway,Completed,,4540.00,0.00,726.40,5266.40,Wallet,orphan_foreign_key
ORD00101651,CUST0053873,LOC0003,2025-07-23 13:57:26,Dine-in,Completed,,3875.00,0.00,581.25,4456.25,Cash,orphan_foreign_key
ORD00101819,,LOC0004,2025-07-23 20:54:46,Takeaway,Completed,,1300.00,0.00,195.00,1495.00,Wallet,missing_value
ORD00101857,CUST0246464,LOC0022,2025-07-23 21:57:19,Takeaway,Completed,,6240.00,0.00,936.00,7176.00,Cash,orphan_foreign_key
ORD00101960,,LOC0004,2025-07-24 12:20:16,Website,Completed,PROMO011,2710.00,200.00,376.50,2886.50,Online,missing_value
ORD00101965,CUST0042424,LOC0017,2025-07-24 12:26:50,ThirdPartyDelivery,Completed,,10780.00,0.00,1724.80,12504.80,Online,orphan_foreign_key
ORD00102108,CUST0045230,LOC0020,2025-07-24 17:37:58,Takeaway,Completed,,6160.00,0.00,924.00,7084.00,Card,orphan_foreign_key
ORD00102364,,LOC0013,2025-07-25 12:33:00,App,Completed,,1860.00,0.00,279.00,2139.00,Online,missing_value
ORD00102427,CUST0050761,LOC0004,2025-07-25 13:37:33,Takeaway,Completed,,3410.00,0.00,511.50,3921.50,Cash,orphan_foreign_key
ORD00102531,CUST0023261,LOC0007,,Website,Completed,,4810.00,0.00,769.60,5579.60,Card,invalid_date
ORD00102559,CUST0004713,LOC0020,,Takeaway,Completed,,5780.00,0.00,867.00,6647.00,Cash,invalid_date
ORD00102600,CUST0024549,LOC0009,1900-01-01 18:12:00,ThirdPartyDelivery,Completed,,645.00,0.00,103.20,748.20,Cash,invalid_date
ORD00102713,CUST9611155,LOC0002,2025-07-25 21:04:50,ThirdPartyDelivery,Completed,,2775.00,0.00,416.25,3191.25,Cash,orphan_foreign_key
ORD00103020,CUST0029929,LOC0008,2025-07-26 14:51:10,App,Completed,PROMO011,3895.00,8590.70,591.20,4286.20,Online,discount_exceeds_subtotal
ORD00103022,CUST0014443,LOC0005,2025-07-26 14:54:27,Dine-in,Completed,,11320.00,17249.95,1698.00,13018.00,Card,discount_exceeds_subtotal
ORD00103163,,LOC0008,2025-07-26 19:44:20,Dine-in,Completed,,5680.00,0.00,908.80,6588.80,Card,missing_value
ORD00103202,,LOC0022,2025-07-26 20:23:29,Dine-in,Completed,PROMO011,11290.00,200.00,1663.50,12753.50,Cash,missing_value
ORD00103583,CUST0024344,LOC0002,2025-07-27 14:53:51,App,Completed,,8420.00,10543.12,1263.00,9683.00,Online,discount_exceeds_subtotal
ORD00103779,,LOC0010,2025-07-27 20:41:01,Takeaway,Completed,PROMO011,3915.00,200.00,594.40,4309.40,Wallet,missing_value
ORD00103788,,LOC0005,2025-07-27 20:49:48,App,Completed,,7520.00,0.00,1128.00,8648.00,Cash,missing_value
ORD00103852,CUST0047875,LOC2531,2025-07-27 21:38:40,App,Completed,,3530.00,0.00,564.80,4094.80,Wallet,invalid_restaurant_id
ORD00104001,,LOC0018,2025-07-28 12:29:07,Dine-in,Completed,,7980.00,0.00,1276.80,9256.80,Cash,missing_value
ORD00104078,CUST9400137,LOC0003,2025-07-28 14:39:32,App,Completed,,2915.00,0.00,437.25,3352.25,Online,orphan_foreign_key
ORD00104185,CUST0006630,LOC0003,2025-07-28 19:48:09,Dine-in,Completed,,15655.00,0.00,2348.25,18003.25,Card,orphan_foreign_key
ORD00104200,,LOC0008,2025-07-28 20:17:20,Website,Completed,,1980.00,0.00,316.80,2296.80,Card,missing_value
ORD00104214,CUST0029351,LOC0001,2025-07-28 20:39:34,App,Completed,,6960.00,0.00,1044.00,8004.00,Wallet,orphan_foreign_key
ORD00104559,,LOC0004,2025-07-29 20:23:26,Dine-in,Completed,,10860.00,0.00,1629.00,12489.00,Cash,missing_value
ORD00104748,CUST0024050,LOC5304,2025-07-30 12:58:04,Takeaway,Completed,,9600.00,0.00,1440.00,11040.00,Card,invalid_restaurant_id
ORD00104773,CUST5747343,LOC0013,2025-07-30 13:29:37,Dine-in,Completed,,13320.00,0.00,1998.00,15318.00,Card,orphan_foreign_key
ORD00104933,CUST0024089,LOC0008,2025-07-30 20:10:12,Dine-in,Completed,PROMO011,10745.00,14090.46,1687.20,12232.20,Card,discount_exceeds_subtotal
ORD00104939,CUST0029333,LOC0003,2025-07-30 20:21:27,Takeaway,Completed,,9590.00,0.00,1438.50,11028.50,Card,orphan_foreign_key
ORD00105279,CUST0042424,LOC0017,2025-07-31 19:35:30,ThirdPartyDelivery,Completed,,2525.00,0.00,404.00,2929.00,Cash,orphan_foreign_key
ORD00105349,CUST0001337,LOC5372,2025-07-31 20:57:31,Dine-in,Completed,,6010.00,0.00,901.50,6911.50,Wallet,invalid_restaurant_id
ORD00105421,CUST2928855,LOC0002,2025-07-31 22:24:20,ThirdPartyDelivery,Completed,,5200.00,0.00,780.00,5980.00,Cash,orphan_foreign_key
ORD00105606,,LOC0002,2025-08-01 13:13:21,App,Completed,PROMO012,10320.00,3250.00,1060.50,8130.50,Wallet,missing_value
ORD00105630,CUST0022126,LOC0018,2025-08-01 13:29:40,Dine-in,Completed,PROMO012,5435.00,1530.00,624.80,4529.80,Cash,orphan_foreign_key
ORD00105723,,LOC0004,2025-08-01 14:24:43,App,Completed,PROMO012,2920.00,470.00,367.50,2817.50,Online,missing_value
ORD00105919,,LOC0014,2025-08-01 19:17:10,ThirdPartyDelivery,Completed,PROMO012,5780.00,1860.00,588.00,4508.00,Online,missing_value
ORD00105942,CUST0592817,LOC0013,2025-08-01 19:40:38,App,Completed,,5870.00,0.00,880.50,6750.50,Online,orphan_foreign_key
ORD00106254,CUST0051205,LOC0003,2025-08-01 23:46:11,Dine-in,Completed,,8735.00,16569.48,1310.25,10045.25,Card,discount_exceeds_subtotal
ORD00106278,CUST0022419,LOC0007,2025-08-02 01:39:47,App,Completed,,3470.00,0.00,555.20,4025.20,Online,orphan_foreign_key
ORD00106373,,LOC0014,2025-08-02 12:28:25,ThirdPartyDelivery,Completed,,2180.00,0.00,327.00,2507.00,Online,missing_value
ORD00106392,CUST0021665,LOC0004,2025-08-02 12:41:53,ThirdPartyDelivery,Cancelled,,650.00,0.00,97.50,747.50,Online,orphan_foreign_key
ORD00106472,CUST0038330,LOC0001,2025-08-02 13:21:32,Takeaway,Completed,,7320.00,11075.54,1098.00,8418.00,Cash,discount_exceeds_subtotal
ORD00106613,CUST2033793,LOC0003,2025-08-02 15:29:28,App,Completed,,2780.00,0.00,417.00,3197.00,Wallet,orphan_foreign_key
ORD00106703,CUST0028516,LOC0023,,ThirdPartyDelivery,Completed,,10610.00,0.00,1591.50,12201.50,Online,invalid_date
ORD00106947,,LOC0017,2025-08-02 21:09:14,App,Completed,PROMO012,8900.00,1440.00,1193.60,8653.60,Wallet,missing_value
ORD00106995,CUST0038641,LOC0010,,Dine-in,Completed,,9140.00,0.00,1462.40,10602.40,Cash,invalid_date
ORD00107021,CUST0028661,LOC0021,2025-08-02 21:46:45,Takeaway,Completed,,3570.00,0.00,535.50,4105.50,Wallet,orphan_foreign_key
ORD00107165,CUST0009354,LOC9397,2025-08-02 23:56:54,Dine-in,Completed,,9040.00,0.00,1356.00,10396.00,Cash,invalid_restaurant_id
ORD00107215,CUST0050327,LOC0011,1900-01-01 15:04:00,Takeaway,Completed,,4300.00,0.00,688.00,4988.00,Card,invalid_date
ORD00107321,,LOC0007,2025-08-03 13:09:14,Dine-in,Completed,,6200.00,0.00,992.00,7192.00,Cash,missing_value
ORD00107339,CUST0031368,LOC0022,,App,Completed,,2140.00,0.00,321.00,2461.00,Cash,invalid_date
ORD00107603,CUST0039879,LOC0001,2025-08-03 19:12:30,Dine-in,Completed,,14520.00,0.00,2178.00,16698.00,Wallet,orphan_foreign_key
ORD00108293,CUST0043815,LOC0002,2099-12-31 19:42:00,Dine-in,Completed,,7660.00,0.00,1149.00,8809.00,Card,invalid_date
ORD00108357,,LOC0003,2025-08-04 21:00:27,Dine-in,Completed,PROMO012,21975.00,1460.00,3077.25,23592.25,Cash,missing_value
ORD00108900,CUST0023492,LOC6473,2025-08-05 20:59:41,Dine-in,Completed,,2610.00,0.00,391.50,3001.50,Card,invalid_restaurant_id
ORD00108954,,LOC0008,2025-08-05 21:55:28,App,Completed,,1665.00,0.00,266.40,1931.40,Online,missing_value
ORD00108994,CUST0028831,LOC0019,2099-12-31 14:28:00,Dine-in,Completed,PROMO012,11100.00,1530.00,1531.20,11101.20,Cash,invalid_date
ORD00109137,,LOC0012,2025-08-06 13:04:42,Dine-in,Completed,,8180.00,0.00,1227.00,9407.00,Card,missing_value
ORD00109193,CUST0043574,LOC0003,2025-08-06 13:53:58,App,Completed,,5925.00,0.00,888.75,6813.75,Wallet,orphan_foreign_key
ORD00109409,CUST0007132,LOC0017,2025-08-06 20:24:43,Dine-in,Completed,,4960.00,0.00,793.60,5753.60,Cash,orphan_foreign_key
ORD00109664,CUST0030222,LOC0016,2025-08-07 12:24:12,ThirdPartyDelivery,Completed,,6120.00,8323.92,979.20,7099.20,Online,discount_exceeds_subtotal
ORD00110041,CUST0046534,LOC0001,,Dine-in,Completed,,3910.00,0.00,586.50,4496.50,Cash,invalid_date
ORD00110084,,LOC0021,2025-08-07 21:52:27,App,Completed,,2700.00,0.00,405.00,3105.00,Wallet,missing_value
ORD00110117,CUST0002237,LOC0025,2025-08-07 22:35:22,Takeaway,Completed,,13510.00,0.00,2026.50,15536.50,Cash,orphan_foreign_key
ORD00110215,CUST0004232,LOC0023,2025-08-08 12:05:56,App,Cancelled,,1850.00,3563.75,277.50,2127.50,Online,discount_exceeds_subtotal
ORD00110317,CUST0012497,LOC0006,2099-12-31 14:29:00,Dine-in,Completed,,6415.00,0.00,962.25,7377.25,Wallet,invalid_date
ORD00110402,,LOC0023,2025-08-08 14:14:51,Dine-in,Completed,,12190.00,0.00,1828.50,14018.50,Card,missing_value
ORD00110476,CUST6201716,LOC0001,2025-08-08 15:58:02,App,Completed,,6200.00,0.00,930.00,7130.00,Cash,orphan_foreign_key
ORD00110508,CUST0034496,LOC0023,2025-08-08 17:10:59,Dine-in,Completed,,14110.00,30659.89,2116.50,16226.50,Cash,discount_exceeds_subtotal
ORD00110597,CUST1635531,LOC0002,2025-08-08 19:04:23,ThirdPartyDelivery,Completed,,3110.00,0.00,466.50,3576.50,Cash,orphan_foreign_key
ORD00110807,CUST0002237,LOC0025,2025-08-08 21:27:28,Dine-in,Completed,,9060.00,0.00,1359.00,10419.00,Cash,orphan_foreign_key
ORD00110874,,LOC0003,2025-08-08 22:16:42,Dine-in,Completed,,4910.00,0.00,736.50,5646.50,Cash,missing_value
ORD00110976,CUST9378487,LOC0004,2025-08-09 00:56:15,Dine-in,Completed,,3380.00,0.00,507.00,3887.00,Cash,orphan_foreign_key
ORD00111572,CUST0042885,LOC0016,2025-08-09 20:29:49,App,Completed,,7600.00,0.00,1216.00,8816.00,Online,orphan_foreign_key
ORD00111955,CUST0005042,LOC0022,2099-12-31 12:40:00,Dine-in,Completed,,8490.00,0.00,1273.50,9763.50,Card,invalid_date
ORD00112116,CUST0054880,LOC0013,2025-08-10 14:57:34,App,Completed,,2630.00,0.00,394.50,3024.50,Wallet,orphan_foreign_key
ORD00112168,CUST0042424,LOC0017,2025-08-10 16:43:09,Takeaway,Completed,,3340.00,0.00,534.40,3874.40,Card,orphan_foreign_key
ORD00112632,CUST0039158,LOC0001,2025-08-10 23:18:48,Dine-in,Completed,,10180.00,20734.94,1527.00,11707.00,Card,discount_exceeds_subtotal
ORD00112822,CUST0048724,LOC0003,2025-08-11 13:51:51,App,Completed,,3740.00,0.00,561.00,4301.00,Card,orphan_foreign_key
ORD00113010,CUST0015359,LOC0003,2025-08-11 19:28:52,Takeaway,Completed,,10340.00,0.00,1551.00,11891.00,Card,orphan_foreign_key
ORD00113486,CUST0038943,LOC0023,2025-08-12 14:50:14,Dine-in,Completed,,3010.00,0.00,451.50,3461.50,Cash,orphan_foreign_key
ORD00113498,CUST0047442,LOC0019,,App,Completed,PROMO012,4390.00,1530.00,457.60,3317.60,Online,invalid_date
ORD00113586,CUST0003148,LOC0724,2025-08-12 18:29:21,Dine-in,Completed,,17250.00,0.00,2587.50,19837.50,Cash,invalid_restaurant_id
ORD00113873,CUST0020883,LOC0010,2025-08-12 22:40:21,Dine-in,Completed,,9970.00,0.00,1595.20,11565.20,Wallet,orphan_foreign_key
ORD00114111,,LOC0025,2025-08-13 13:38:39,Takeaway,Completed,,5390.00,0.00,808.50,6198.50,Card,missing_value
ORD00114118,CUST0037045,LOC0007,1970-01-01 15:39:00,Takeaway,Completed,,5450.00,0.00,872.00,6322.00,Card,invalid_date
ORD00114214,CUST9683005,LOC0021,2025-08-13 15:37:41,App,Completed,,7730.00,0.00,1159.50,8889.50,Online,orphan_foreign_key
ORD00114282,CUST0016206,LOC0020,,ThirdPartyDelivery,Completed,PROMO012,10580.00,2740.00,1176.00,9016.00,Online,invalid_date
ORD00114306,,LOC0025,2025-08-13 18:51:16,Takeaway,Completed,PROMO012,6750.00,2990.00,564.00,4324.00,Cash,missing_value
ORD00114351,CUST3369622,LOC0023,2025-08-13 19:40:16,Dine-in,Completed,,7800.00,0.00,1170.00,8970.00,Cash,orphan_foreign_key
ORD00114537,,LOC0019,2025-08-13 22:13:38,Dine-in,Completed,,4715.00,0.00,754.40,5469.40,Wallet,missing_value
ORD00114644,CUST0024897,LOC0018,2025-08-14 11:02:42,App,Completed,,10790.00,0.00,1726.40,12516.40,Card,orphan_foreign_key
ORD00114777,CUST0042424,LOC0017,2025-08-14 12:52:53,ThirdPartyDelivery,Completed,,7020.00,0.00,1123.20,8143.20,Online,orphan_foreign_key
ORD00114937,CUST0019181,LOC0008,2025-08-14 14:13:11,ThirdPartyDelivery,Completed,,5920.00,0.00,947.20,6867.20,Cash,orphan_foreign_key
ORD00115107,CUST3134002,LOC0025,2025-08-14 17:31:35,Takeaway,Cancelled,,5280.00,0.00,792.00,6072.00,Cash,orphan_foreign_key
ORD00115481,CUST0004444,LOC0018,2025-08-14 21:04:03,Takeaway,Completed,,4945.00,0.00,791.20,5736.20,Cash,orphan_foreign_key
ORD00115498,CUST0019495,LOC0019,2025-08-14 21:12:12,App,Completed,,6405.00,8894.93,1024.80,7429.80,Card,discount_exceeds_subtotal
ORD00115533,,LOC0017,2025-08-14 21:29:07,ThirdPartyDelivery,Completed,PROMO012,4080.00,780.00,528.00,3828.00,Online,missing_value
ORD00115592,CUST0053473,LOC0013,2025-08-14 21:55:54,App,Completed,,1570.00,0.00,235.50,1805.50,Online,orphan_foreign_key
ORD00115772,CUST0049994,LOC0023,,App,Cancelled,,4080.00,0.00,612.00,4692.00,Wallet,invalid_date
ORD00115807,CUST0031486,LOC0008,2025-08-15 12:16:48,ThirdPartyDelivery,Completed,PROMO012,14870.00,1720.00,2104.00,15254.00,Online,orphan_foreign_key
ORD00116071,CUST0047897,LOC6462,2025-08-15 14:32:24,ThirdPartyDelivery,Completed,,4710.00,0.00,706.50,5416.50,Online,invalid_restaurant_id
ORD00116096,CUST0016978,LOC0016,2025-08-15 14:54:53,App,Completed,PROMO012,6830.00,10267.11,644.80,4674.80,Online,discount_exceeds_subtotal
ORD00116176,CUST0045225,LOC2538,2025-08-15 17:16:42,ThirdPartyDelivery,Completed,,7700.00,0.00,1155.00,8855.00,Online,invalid_restaurant_id
ORD00116322,CUST0022212,LOC0018,2025-08-15 19:36:57,Dine-in,Completed,PROMO012,12770.00,5150.00,1219.20,8839.20,Cash,orphan_foreign_key
ORD00116558,,LOC0014,2025-08-15 21:34:07,Dine-in,Completed,PROMO012,10550.00,2950.00,1140.00,8740.00,Card,missing_value
ORD00116959,CUST0000839,LOC0009,2025-08-16 13:18:10,App,Completed,PROMO012,2990.00,5493.74,361.60,2621.60,Online,discount_exceeds_subtotal
