customer_id,signup_date,age_group,gender,home_location_id,preferred_channel,loyalty_member,quarantine_reason
CUST0034752,2024-04-11,55+,Male,LOC1910,ThirdPartyDelivery,true,invalid_location_reference
CUST0034779,2024-12-10,45-54,Male,LOC5302,Dine-in,false,invalid_location_reference
CUST0034867,,25-34,Male,LOC0002,App,false,invalid_date
CUST0034890,2023-04-09,25-34,Male,LOC9600,Dine-in,false,invalid_location_reference
CUST0034909,2022-10-23,55+,Female,LOC5908,Takeaway,false,invalid_location_reference
CUST0034991,,25-34,Female,LOC0007,App,false,invalid_date
CUST0034999,,35-44,Male,LOC0023,Website,false,invalid_date
CUST0035262,2023-02-01,18-24,Female,LOC1798,App,true,invalid_location_reference
CUST0035419,2025-08-03,18-24,Female,LOC5522,ThirdPartyDelivery,true,invalid_location_reference
CUST0035489,2022-10-19,25-34,Male,LOC4214,App,false,invalid_location_reference
CUST0035614,2023-06-23,45-54,Male,LOC9012,Dine-in,false,invalid_location_reference
CUST0035793,2025-05-25,18-24,Female,LOC1662,Takeaway,false,invalid_location_reference
CUST0035998,2031-07-22,35-44,Male,LOC0023,ThirdPartyDelivery,true,invalid_date
CUST0036104,2025-01-09,35-44,Male,LOC0754,Website,true,invalid_location_reference
CUST0036125,2099-12-31,25-34,Male,LOC0003,ThirdPartyDelivery,false,invalid_date
CUST0036165,2022-08-23,25-34,Male,LOC8968,Dine-in,false,invalid_location_reference
CUST0036196,,18-24,Male,,ThirdPartyDelivery,true,invalid_date
CUST0036244,2025-10-02,25-34,Male,LOC7837,ThirdPartyDelivery,false,invalid_location_reference
CUST0036377,2024-03-16,45-54,Female,LOC8269,Dine-in,true,invalid_location_reference
CUST0036514,,55+,Male,LOC0006,Dine-in,false,invalid_date
CUST0036558,2025-05-25,45-54,Female,LOC5524,Dine-in,true,invalid_location_reference
CUST0036716,2023-02-15,25-34,Male,LOC5921,Website,true,invalid_location_reference
CUST0036765,2031-07-22,25-34,Male,LOC0023,ThirdPartyDelivery,true,invalid_date
CUST0036829,,35-44,Male,LOC0019,Takeaway,false,invalid_date
CUST0036894,2025-04-01,55+,Male,LOC7879,Dine-in,false,invalid_location_reference
CUST0036946,2024-10-07,25-34,Female,LOC8609,Dine-in,false,invalid_location_reference
CUST0036964,2025-06-24,18-24,Female,LOC2763,App,false,invalid_location_reference
CUST0037239,,55+,Male,LOC0007,ThirdPartyDelivery,true,invalid_date
CUST0037464,,25-34,Male,LOC0023,Dine-in,false,invalid_date
CUST0038046,2022-11-03,35-44,Male,LOC5541,Website,false,invalid_location_reference
CUST0038164,2024-03-30,18-24,Male,LOC6470,ThirdPartyDelivery,true,invalid_location_reference
CUST0038251,2023-06-21,35-44,Male,LOC4459,Takeaway,true,invalid_location_reference
CUST0038406,2025-07-06,18-24,Male,LOC4836,Takeaway,true,invalid_location_reference
CUST0038663,,25-34,Male,LOC0007,ThirdPartyDelivery,true,invalid_date
CUST0038769,,25-34,Female,LOC0017,Dine-in,false,invalid_date
CUST0038775,,18-24,Undisclosed,LOC0017,App,false,invalid_date
CUST0038847,1900-01-01,25-34,Male,LOC0018,App,false,invalid_date
CUST0038939,,35-44,Male,LOC0008,App,false,invalid_date
CUST0038943,,25-34,Male,LOC0023,Website,true,invalid_date
CUST0039096,,18-24,Female,LOC0022,Website,true,invalid_date
CUST0039098,2025-11-24,45-54,Male,LOC8903,Dine-in,false,invalid_location_reference
CUST0039167,,45-54,Male,LOC0025,Website,false,invalid_date
CUST0039325,2099-12-31,25-34,Male,LOC0012,App,true,invalid_date
CUST0039349,,45-54,Female,LOC0019,ThirdPartyDelivery,false,invalid_date
CUST0039532,1970-01-01,18-24,Male,LOC0004,ThirdPartyDelivery,true,invalid_date
CUST0039707,2023-02-25,25-34,Female,LOC0621,Website,true,invalid_location_reference
CUST0039842,2024-10-22,18-24,Male,LOC9775,App,false,invalid_location_reference
CUST0039879,2024-03-24,35-44,Male,LOC1205,App,false,invalid_location_reference
CUST0039895,2024-09-17,25-34,Female,LOC3459,App,false,invalid_location_reference
CUST0040140,1900-01-01,55+,Female,LOC0020,ThirdPartyDelivery,true,invalid_date
CUST0040233,2023-03-02,25-34,Female,LOC9763,ThirdPartyDelivery,true,invalid_location_reference
CUST0040387,,25-34,Female,LOC0018,ThirdPartyDelivery,false,invalid_date
CUST0040711,2022-08-22,25-34,Male,LOC9083,Website,true,invalid_location_reference
CUST0040746,2022-10-07,25-34,Female,LOC7425,Dine-in,false,invalid_location_reference
CUST0041074,2022-03-10,25-34,Male,LOC9761,ThirdPartyDelivery,false,invalid_location_reference
CUST0041137,2025-07-28,25-34,Female,LOC0377,Website,false,invalid_location_reference
CUST0041165,,45-54,Male,LOC0012,Dine-in,false,invalid_date
CUST0041318,2023-02-06,35-44,Male,LOC4018,Dine-in,true,invalid_location_reference
CUST0041396,2031-07-22,18-24,Male,LOC0011,ThirdPartyDelivery,false,invalid_date
CUST0041558,,35-44,Female,LOC0002,Takeaway,false,invalid_date
CUST0041564,1970-01-01,18-24,Male,LOC0013,Dine-in,false,invalid_date
CUST0041597,2023-11-22,25-34,Female,LOC1415,App,false,invalid_location_reference
CUST0041604,2027-11-05,18-24,Female,LOC0004,ThirdPartyDelivery,true,invalid_date
CUST0041729,2031-07-22,18-24,Female,LOC0003,Dine-in,false,invalid_date
CUST0041740,1970-01-01,35-44,Male,LOC0014,Dine-in,true,invalid_date
CUST0041852,1900-01-01,25-34,Female,LOC0013,Dine-in,false,invalid_date
CUST0041871,2025-01-09,25-34,Female,LOC2570,ThirdPartyDelivery,true,invalid_location_reference
CUST0042024,1900-01-01,35-44,Female,LOC0022,Takeaway,false,invalid_date
CUST0042157,2099-12-31,25-34,Male,LOC0006,ThirdPartyDelivery,false,invalid_date
CUST0042417,,45-54,Male,LOC0013,Website,false,invalid_date
CUST0042424,2022-07-06,25-34,Male,LOC3883,ThirdPartyDelivery,false,invalid_location_reference
CUST0042637,2024-12-25,25-34,Male,LOC5669,Dine-in,true,invalid_location_reference
CUST0042640,2024-10-02,25-34,Male,LOC4693,App,false,invalid_location_reference
CUST0042657,,45-54,Male,LOC0007,Dine-in,false,invalid_date
CUST0042804,2023-05-28,25-34,Female,LOC7895,Takeaway,true,invalid_location_reference
CUST0042885,,25-34,Male,LOC0020,App,true,invalid_date
CUST0043043,1900-01-01,45-54,Female,,ThirdPartyDelivery,true,invalid_date
CUST0043183,,35-44,Male,LOC0018,Takeaway,false,invalid_date
CUST0043227,2024-12-29,25-34,Male,LOC4871,App,false,invalid_location_reference
CUST0043273,1970-01-01,25-34,Female,,Dine-in,false,invalid_date
CUST0043293,2099-12-31,55+,Female,LOC0003,Takeaway,false,invalid_date
CUST0043348,,25-34,Male,LOC0008,Dine-in,true,invalid_date
CUST0043373,,18-24,Female,LOC0011,ThirdPartyDelivery,false,invalid_date
CUST0043475,2024-05-23,35-44,Male,LOC9554,Dine-in,false,invalid_location_reference
CUST0043525,2099-12-31,25-34,Male,LOC0013,Takeaway,false,invalid_date
CUST0043574,2025-08-05,25-34,Female,LOC8675,App,true,invalid_location_reference
CUST0043578,2024-12-04,25-34,Male,LOC9580,Website,false,invalid_location_reference
CUST0043707,2027-11-05,55+,Male,LOC0003,Dine-in,true,invalid_date
CUST0043725,2025-11-06,35-44,Female,LOC2366,App,true,invalid_location_reference
CUST0043737,2022-03-10,25-34,Male,LOC4053,Dine-in,false,invalid_location_reference
CUST0043990,,25-34,Male,LOC0018,ThirdPartyDelivery,false,invalid_date
CUST0044158,,35-44,Male,,Takeaway,false,invalid_date
CUST0044164,2031-07-22,45-54,Female,LOC0003,Website,false,invalid_date
CUST0044333,2023-03-02,55+,Female,LOC8152,Dine-in,false,invalid_location_reference
CUST0044448,,18-24,Male,LOC0003,Takeaway,false,invalid_date
CUST0044449,2025-08-28,55+,Female,LOC2263,Dine-in,false,invalid_location_reference
CUST0044470,2027-11-05,35-44,Male,LOC0002,App,true,invalid_date
CUST0044612,,45-54,Male,LOC0005,Dine-in,true,invalid_date
CUST0044645,,25-34,Male,LOC0016,App,true,invalid_date
CUST0044687,,18-24,Female,LOC0013,Dine-in,true,invalid_date
CUST0044709,2025-08-05,55+,Female,LOC0946,Dine-in,false,invalid_location_reference
CUST0044731,2025-11-25,25-34,Male,LOC0568,Website,false,invalid_location_reference
CUST0044885,2022-08-18,18-24,Male,LOC5356,ThirdPartyDelivery,false,invalid_location_reference
CUST0044901,,25-34,Female,LOC0008,ThirdPartyDelivery,true,invalid_date
CUST0044994,2099-12-31,18-24,Male,LOC0005,App,false,invalid_date
CUST0045039,2025-10-21,25-34,Undisclosed,LOC7166,App,false,invalid_location_reference
CUST0045130,2022-10-06,55+,Male,LOC9897,Dine-in,false,invalid_location_reference
CUST0045220,,18-24,Male,LOC0019,ThirdPartyDelivery,false,invalid_date
CUST0045230,2022-12-13,18-24,Female,LOC0600,Takeaway,false,invalid_location_reference
CUST0045243,2022-08-25,18-24,Female,LOC1864,Dine-in,false,invalid_location_reference
CUST0045344,,45-54,Male,LOC0011,App,false,invalid_date
CUST0045448,,25-34,Female,LOC0016,ThirdPartyDelivery,true,invalid_date
CUST0045696,2023-03-15,35-44,Female,LOC7910,ThirdPartyDelivery,false,invalid_location_reference
CUST0045758,,25-34,Male,LOC0003,ThirdPartyDelivery,true,invalid_date
CUST0045796,2023-02-14,25-34,Male,LOC6883,Dine-in,false,invalid_location_reference
CUST0045856,2027-11-05,18-24,Female,LOC0013,ThirdPartyDelivery,true,invalid_date
CUST0045967,,25-34,Female,LOC0018,Dine-in,false,invalid_date
CUST0046260,2023-10-02,45-54,Female,LOC1640,ThirdPartyDelivery,true,invalid_location_reference
CUST0046291,2022-08-05,35-44,Male,LOC3161,Dine-in,false,invalid_location_reference
CUST0046307,2099-12-31,35-44,Female,,Takeaway,false,invalid_date
CUST0046400,2024-12-24,45-54,Male,LOC7001,Dine-in,false,invalid_location_reference
CUST0046454,2021-08-11,35-44,Male,LOC7440,Website,true,invalid_location_reference
CUST0046570,2024-04-13,25-34,Female,LOC1763,App,false,invalid_location_reference
CUST0046638,1900-01-01,45-54,Male,LOC0003,Dine-in,false,invalid_date
CUST0046907,2027-11-05,45-54,Female,LOC0017,Dine-in,true,invalid_date
CUST0047129,2024-01-25,35-44,Male,LOC6966,ThirdPartyDelivery,false,invalid_location_reference
CUST0047333,2024-04-14,18-24,Female,LOC3858,App,false,invalid_location_reference
CUST0047368,1970-01-01,25-34,Male,LOC0002,Dine-in,false,invalid_date
CUST0047479,2025-07-10,35-44,Male,LOC0454,Dine-in,true,invalid_location_reference
CUST0047553,2025-12-16,18-24,Undisclosed,LOC8723,App,false,invalid_location_reference
CUST0047676,2024-10-21,45-54,Male,LOC8956,Takeaway,false,invalid_location_reference
CUST0047840,2025-11-05,18-24,Male,LOC7786,Dine-in,false,invalid_location_reference
CUST0048186,2023-08-30,25-34,Male,LOC9237,Dine-in,false,invalid_location_reference
CUST0048189,,25-34,Male,LOC0023,Dine-in,false,invalid_date
CUST0048272,1970-01-01,18-24,Male,LOC0003,Dine-in,true,invalid_date
CUST0048367,2099-12-31,35-44,Female,LOC0005,Takeaway,false,invalid_date
CUST0048483,2025-12-18,18-24,Male,LOC1848,App,false,invalid_location_reference
CUST0048724,1900-01-01,18-24,Male,LOC0003,App,false,invalid_date
CUST0048842,2099-12-31,55+,Male,LOC0008,Takeaway,false,invalid_date
CUST0048847,,18-24,Male,LOC0024,Dine-in,false,invalid_date
CUST0048911,1970-01-01,18-24,Male,LOC0025,App,false,invalid_date
CUST0048923,2025-06-29,18-24,Male,LOC3552,Dine-in,true,invalid_location_reference
CUST0048932,2025-11-25,25-34,Female,LOC6969,Takeaway,false,invalid_location_reference
CUST0049023,2025-11-03,25-34,Female,LOC7957,App,false,invalid_location_reference
CUST0049116,2023-10-08,25-34,Undisclosed,LOC8564,App,true,invalid_location_reference
CUST0049283,2022-06-24,18-24,Male,LOC1766,App,true,invalid_location_reference
CUST0049336,2022-02-03,25-34,Male,LOC5516,Dine-in,false,invalid_location_reference
CUST0049357,2022-07-09,35-44,Male,LOC1593,Dine-in,true,invalid_location_reference
CUST0049365,2024-03-28,25-34,Male,LOC2498,Takeaway,false,invalid_location_reference
CUST0049515,,55+,Female,LOC0004,ThirdPartyDelivery,false,invalid_date
CUST0049543,2022-04-16,45-54,Male,LOC1303,Website,true,invalid_location_reference
CUST0049576,1900-01-01,35-44,Male,LOC0005,Takeaway,true,invalid_date
CUST0049669,1970-01-01,35-44,Male,LOC0024,Dine-in,false,invalid_date
CUST0049699,2023-11-02,25-34,Male,LOC0827,App,false,invalid_location_reference
CUST0049751,2023-08-06,35-44,Female,LOC4485,Dine-in,true,invalid_location_reference
CUST0049761,,18-24,Male,LOC0004,App,false,invalid_date
CUST0050076,2025-10-13,18-24,Male,LOC9891,ThirdPartyDelivery,false,invalid_location_reference
CUST0050587,,25-34,Male,LOC0016,Website,false,invalid_date
CUST0050640,2024-07-31,18-24,Female,LOC7452,ThirdPartyDelivery,false,invalid_location_reference
CUST0050711,2024-01-12,35-44,Male,LOC7097,Takeaway,false,invalid_location_reference
CUST0050761,2023-12-10,25-34,Male,LOC0537,Takeaway,false,invalid_location_reference
CUST0050805,2025-01-24,25-34,Female,LOC4522,Takeaway,false,invalid_location_reference
CUST0050825,,45-54,Male,LOC0020,ThirdPartyDelivery,false,invalid_date
CUST0051041,2022-10-26,25-34,Male,LOC8499,App,false,invalid_location_reference
CUST0051105,1970-01-01,45-54,Male,LOC0010,Website,false,invalid_date
CUST0051148,2025-07-03,18-24,Female,LOC4934,ThirdPartyDelivery,false,invalid_location_reference
CUST0051392,2022-03-10,35-44,Female,LOC1821,Dine-in,false,invalid_location_reference
CUST0051568,,35-44,Female,LOC0017,Dine-in,true,invalid_date
CUST0051886,,18-24,Male,LOC0005,Dine-in,false,invalid_date
CUST0051979,,45-54,Female,LOC0007,Dine-in,false,invalid_date
CUST0051985,2023-08-07,35-44,Female,LOC9641,Dine-in,false,invalid_location_reference
CUST0052071,2099-12-31,45-54,Male,LOC0018,Dine-in,true,invalid_date
CUST0052130,1900-01-01,18-24,Male,LOC0014,App,false,invalid_date
CUST0052251,2023-10-29,35-44,Male,LOC4995,Dine-in,true,invalid_location_reference
CUST0052262,1900-01-01,25-34,Female,LOC0017,Dine-in,true,invalid_date
CUST0052288,1970-01-01,25-34,Male,LOC0020,App,false,invalid_date
CUST0052317,2099-12-31,25-34,Female,LOC0004,Dine-in,false,invalid_date
CUST0052372,2023-04-30,25-34,Female,LOC7056,App,true,invalid_location_reference
CUST0052394,,35-44,Female,LOC0007,Dine-in,false,invalid_date
CUST0052406,,25-34,Undisclosed,LOC0022,App,false,invalid_date
CUST0052450,2027-11-05,25-34,Female,LOC0010,ThirdPartyDelivery,false,invalid_date
CUST0052543,1970-01-01,35-44,Female,LOC0008,App,true,invalid_date
CUST0052566,,35-44,Male,,App,true,invalid_date
CUST0052754,2025-07-19,25-34,Female,LOC7433,App,true,invalid_location_reference
CUST0052755,2024-03-04,45-54,Female,LOC9823,Dine-in,false,invalid_location_reference
CUST0052777,,25-34,Male,,Website,false,invalid_date
CUST0052814,2022-09-10,45-54,Female,LOC3367,Takeaway,false,invalid_location_reference
CUST0052901,2023-09-29,18-24,Female,LOC5287,ThirdPartyDelivery,true,invalid_location_reference
CUST0053041,1970-01-01,18-24,Female,LOC0015,App,false,invalid_date
CUST0053062,2027-11-05,25-34,Female,LOC0020,App,false,invalid_date
CUST0053377,2025-07-06,35-44,Male,LOC1019,Dine-in,false,invalid_location_reference
CUST0053473,2022-10-05,35-44,Female,LOC6694,App,true,invalid_location_reference
CUST0053483,2023-10-14,45-54,Female,LOC0451,Takeaway,false,invalid_location_reference
CUST0053535,,35-44,Male,LOC0009,Dine-in,false,invalid_date
CUST0053853,2025-06-10,18-24,Male,LOC8412,Dine-in,false,invalid_location_reference
CUST0053873,2099-12-31,25-34,Male,LOC0003,Dine-in,false,invalid_date
CUST0053963,,18-24,Female,LOC0023,App,false,invalid_date
CUST0054115,2024-08-09,45-54,Female,LOC1924,Takeaway,false,invalid_location_reference
CUST0054186,2025-07-15,18-24,Undisclosed,LOC3602,Dine-in,false,invalid_location_reference
CUST0054276,2025-10-25,45-54,Male,LOC7321,Takeaway,false,invalid_location_reference
CUST0054435,2024-06-27,18-24,Male,LOC8697,App,false,invalid_location_reference
CUST0054498,1970-01-01,25-34,Female,LOC0019,Website,false,invalid_date
CUST0054575,1970-01-01,18-24,Male,LOC0015,Takeaway,false,invalid_date
CUST0054880,2025-07-08,18-24,Female,LOC4407,App,false,invalid_location_reference
CUST0054918,2023-11-22,18-24,Female,LOC4664,App,true,invalid_location_reference
CUST0054949,2027-11-05,25-34,Male,LOC0010,App,false,invalid_date
CUST0054955,,35-44,Female,LOC0002,Takeaway,false,invalid_date
CUST0054977,2022-10-22,25-34,Male,LOC0269,Website,false,invalid_location_reference
CUST0054990,2024-09-04,25-34,Undisclosed,LOC9441,App,false,invalid_location_reference
