rating_id,customer_id,item_id,location_id,order_id,rating_value,rating_date,review_text,quarantine_reason
RAT0017787,CUST0029580,ITEM0001,LOC0016,ORD00034700,4,2025-03-11,,orphan_foreign_key
RAT0017789,CUST0004715,ITEM0148,LOC0006,ORD00034722,4,2025-03-11,,orphan_foreign_key
RAT0017795,CUST0010320,ITEM0133,LOC2068,ORD00034424,5,2025-03-11,,invalid_restaurant_id
RAT0017798,CUST0007665,,LOC9301,ORD00035008,3,2025-03-11,,invalid_restaurant_id
RAT0017830,CUST0026137,ITEM0113,LOC0017,ORD00033513,2,2025-03-11,,orphan_foreign_key
RAT0017833,CUST0048272,,LOC0003,ORD00033872,3,2025-03-11,,orphan_foreign_key
RAT0017848,CUST0049543,,LOC0013,ORD00034953,4,2025-03-11,Enjoyed the meal.,orphan_foreign_key
RAT0017872,CUST0003773,ITEM0062,LOC0015,ORD00035045,5,2025-03-11,,orphan_foreign_key
RAT0017912,CUST0019631,ITEM0044,LOC0009,ORD00033132,0,2025-03-11,,invalid_rating
RAT0017921,CUST0020641,ITEM0131,LOC0005,ORD00035477,4,2025-03-12,Tasty and fresh.,orphan_foreign_key
RAT0017938,CUST0043979,ITEM0154,LOC0004,ORD00034355,6,2025-03-12,,invalid_rating
RAT0017947,CUST0017622,ITEM0041,LOC0023,ORD00034563,,2025-03-12,,missing_value
RAT0017993,CUST0051763,ITEM0054,LOC0015,ORD00035254,2,2025-03-12,,orphan_foreign_key
RAT0017994,CUST0027573,ITEM0060,LOC0013,ORD00035376,2,2025-03-12,Service was slow.,orphan_foreign_key
RAT0017996,CUST0008722,ITEM0137,LOC0003,ORD00035529,4,2025-03-12,,orphan_foreign_key
RAT0018009,CUST0022023,ITEM0034,LOC0025,ORD00034613,2,2025-03-12,,orphan_foreign_key
RAT0018012,CUST0048002,ITEM0058,LOC0024,ORD00035498,3,2025-03-12,"Average, nothing special.",orphan_foreign_key
RAT0018022,CUST0003773,ITEM0048,LOC0015,ORD00035045,4,2025-03-12,,orphan_foreign_key
RAT0018062,CUST0023485,ITEM0057,LOC0018,ORD00035582,,2025-03-12,"Good food, will order again.",missing_value
RAT0018063,CUST0045448,ITEM0056,LOC0004,ORD00035123,-1,2025-03-12,,invalid_rating
RAT0018078,CUST0049213,ITEM0060,LOC0003,ORD00035532,,2025-03-12,Took too long to arrive.,missing_value
RAT0018088,CUST0022443,ITEM0025,LOC0020,ORD00034592,4,,,invalid_date
RAT0018132,CUST0018619,ITEM0133,LOC0023,ORD00035521,,2025-03-12,Nice ambience and good service.,missing_value
RAT0018141,CUST0020874,ITEM0003,LOC3994,ORD00035620,4,2025-03-13,Enjoyed the meal.,invalid_restaurant_id
RAT0018163,CUST0016799,ITEM0147,LOC0008,ORD00035155,,2025-03-13,,missing_value
RAT0018172,CUST0023426,,LOC0017,ORD00035801,2,,Not fresh.,invalid_date
RAT0018176,CUST0023528,ITEM0040,LOC0004,ORD00035213,10,2025-03-13,,invalid_rating
RAT0018182,CUST0041625,ITEM0075,LOC0018,ORD00035915,0,2025-03-13,Nice ambience and good service.,invalid_rating
RAT0018190,CUST0010822,,LOC0002,ORD00035288,0,2025-03-13,,invalid_rating
RAT0018191,CUST0003688,ITEM0046,LOC0003,ORD00035414,,2025-03-13,,missing_value
RAT0018227,CUST0015551,ITEM0148,LOC0013,ORD00035676,3,,"Taste was fine, packaging poor.",invalid_date
RAT0018255,CUST0019178,,LOC0003,ORD00035803,3,2025-03-13,,orphan_foreign_key
RAT0018256,CUST0041342,ITEM0033,LOC0003,ORD00035853,2,2025-03-13,Took too long to arrive.,orphan_foreign_key
RAT0018261,CUST0001137,ITEM0048,LOC0025,ORD00035642,0,2025-03-13,"Good food, will order again.",invalid_rating
RAT0018273,CUST0012645,ITEM0033,LOC2392,ORD00035278,3,2025-03-13,,invalid_restaurant_id
RAT0018274,CUST0030989,ITEM0092,LOC0023,ORD00035715,3,2025-03-13,,orphan_foreign_key
RAT0018281,CUST0054939,ITEM0002,LOC0002,ORD00035073,3,2025-03-13,,orphan_foreign_key
RAT0018297,CUST1408066,ITEM0012,LOC0001,ORD00035019,3,2025-03-13,,orphan_foreign_key
RAT0018308,CUST0044656,ITEM0036,LOC0018,ORD00034971,2,2025-03-13,,orphan_foreign_key
RAT0018310,CUST0020641,ITEM0045,LOC0005,ORD00035477,4,2025-03-13,,orphan_foreign_key
RAT0018317,CUST0027448,ITEM0155,LOC0005,ORD00035839,,2025-03-13,,missing_value
RAT0018337,CUST0026814,,LOC0023,ORD00035490,55,2025-03-14,Good value for money.,invalid_rating
RAT0018342,CUST0020650,ITEM0094,LOC0016,ORD00035749,4,2025-03-14,,orphan_foreign_key
RAT0018351,CUST2624531,ITEM0068,LOC0005,ORD00036146,5,2025-03-14,Highly recommended.,orphan_foreign_key
RAT0018373,CUST0024616,ITEM0048,LOC0010,ORD00036103,,2025-03-14,,missing_value
RAT0018379,CUST2827802,ITEM0137,LOC0019,ORD00036066,3,2025-03-14,,orphan_foreign_key
RAT0018388,CUST0048911,ITEM0066,LOC0020,ORD00034865,4,2025-03-14,Good value for money.,orphan_foreign_key
RAT0018393,CUST0023884,ITEM0160,LOC0024,ORD00036131,5,2025-03-14,,orphan_foreign_key
RAT0018409,CUST0054072,ITEM0134,LOC0019,ORD00036495,55,2025-03-14,,invalid_rating
RAT0018430,CUST0038943,,LOC0023,ORD00034746,4,2025-03-14,,orphan_foreign_key
RAT0018498,CUST0011371,ITEM0063,LOC0008,ORD00036320,4,2025-03-14,Good value for money.,orphan_foreign_key
RAT0018499,CUST0021790,ITEM0036,LOC0008,ORD00035429,,2025-03-14,,missing_value
RAT0018520,CUST0036056,ITEM0056,LOC0015,ORD00036201,6,2025-03-14,,invalid_rating
RAT0018524,CUST0037229,ITEM0038,LOC0020,ORD00035819,3,2025-03-14,,orphan_foreign_key
RAT0018530,CUST0023111,ITEM0027,LOC0023,ORD00035834,4,2025-03-14,Good value for money.,orphan_foreign_key
RAT0018535,CUST0035397,ITEM0059,LOC3105,ORD00033986,4,2025-03-14,Good value for money.,invalid_restaurant_id
RAT0018540,CUST0045009,ITEM0102,LOC0021,ORD00034874,5,2025-03-14,,orphan_foreign_key
RAT0018555,CUST0048272,ITEM0135,LOC0003,ORD00036475,3,2025-03-14,,orphan_foreign_key
RAT0018568,CUST0009227,ITEM0074,LOC0014,ORD00036060,,2025-03-15,Best in town.,missing_value
RAT0018569,CUST0031990,ITEM0058,LOC0017,ORD00037087,5,2025-03-15,,orphan_foreign_key
RAT0018578,CUST0043243,ITEM0133,LOC0004,ORD00037071,5,2025-03-15,,orphan_foreign_key
RAT0018589,CUST0044645,ITEM0077,LOC0016,ORD00037072,5,2025-03-15,,orphan_foreign_key
RAT0018628,CUST0039780,ITEM0152,LOC0018,ORD00037005,6,2025-03-15,,invalid_rating
RAT0018629,CUST0011371,ITEM0082,LOC0008,ORD00036320,5,2025-03-15,,orphan_foreign_key
RAT0018631,CUST0031990,ITEM0148,LOC0017,ORD00037087,3,2025-03-15,,orphan_foreign_key
RAT0018653,CUST0011371,,LOC0008,ORD00036320,5,2025-03-15,,orphan_foreign_key
RAT0018663,CUST0049283,ITEM0041,LOC0001,ORD00034274,4,2025-03-15,Good value for money.,orphan_foreign_key
RAT0018670,CUST0045009,,LOC0021,ORD00034874,,2025-03-15,,missing_value
RAT0018675,CUST0005717,ITEM0057,LOC0007,ORD00036948,4,2025-03-15,,orphan_foreign_key
RAT0018713,CUST0007416,ITEM0061,LOC0005,ORD00036871,10,2025-03-15,,invalid_rating
RAT0018718,CUST0017975,ITEM0081,LOC0022,ORD00036826,,2025-03-15,,missing_value
RAT0018757,CUST0044024,ITEM0077,LOC0012,ORD00035572,4,2025-03-15,,orphan_foreign_key
RAT0018758,CUST0048272,ITEM0054,LOC0003,ORD00036475,4,2025-03-15,,orphan_foreign_key
RAT0018773,CUST0018793,ITEM0032,LOC0011,ORD00037107,4,2025-03-15,Enjoyed the meal.,orphan_foreign_key
RAT0018774,CUST0034007,,LOC0018,ORD00035272,,2025-03-15,,missing_value
RAT0018778,CUST0010212,ITEM0153,LOC0014,ORD00036160,4,2025-03-15,,orphan_foreign_key
RAT0018787,CUST0025888,ITEM0054,LOC0005,ORD00036704,3,2025-03-15,,orphan_foreign_key
RAT0018793,CUST0021778,ITEM0062,LOC0009,ORD00036502,,2025-03-15,,missing_value
RAT0018798,CUST0050785,ITEM0141,LOC0007,ORD00036666,,2025-03-15,,missing_value
RAT0018812,CUST0024882,ITEM0153,LOC0008,ORD00036599,4,2025-03-15,,orphan_foreign_key
RAT0018824,CUST0044333,,LOC0001,ORD00036757,5,2025-03-15,Best in town.,orphan_foreign_key
RAT0018849,CUST0024897,,LOC0010,ORD00037601,4,2025-03-16,,orphan_foreign_key
RAT0018866,CUST0051277,,LOC0005,ORD00035193,4,2025-03-16,,orphan_foreign_key
RAT0018868,CUST0000909,ITEM0037,LOC0012,ORD00034914,5,2025-03-16,Amazing food and friendly staff.,orphan_foreign_key
RAT0018870,CUST0000299,ITEM0058,LOC0006,ORD00036834,4,2025-03-16,,orphan_foreign_key
RAT0018878,CUST0004879,ITEM0147,LOC0008,ORD00037419,4,2025-03-16,,orphan_foreign_key
RAT0018886,CUST0041604,ITEM0134,LOC0004,ORD00036885,3,2025-03-16,,orphan_foreign_key
RAT0018914,CUST0052901,,LOC0023,ORD00037327,4,2025-03-16,Good value for money.,orphan_foreign_key
RAT0018920,CUST0041178,ITEM0044,LOC0018,ORD00037405,5,2025-03-16,Amazing food and friendly staff.,orphan_foreign_key
RAT0018952,CUST0024897,ITEM0151,LOC0010,ORD00037601,3,2025-03-16,,orphan_foreign_key
RAT0018982,CUST0041318,,LOC0017,ORD00037528,3,2025-03-16,Good taste but late delivery.,orphan_foreign_key
RAT0018989,CUST0041318,ITEM0066,LOC0017,ORD00037528,4,2025-03-16,Tasty and fresh.,orphan_foreign_key
RAT0019022,CUST0039411,ITEM0048,LOC0004,ORD00037158,4,2025-03-16,,orphan_foreign_key
RAT0019034,CUST0039411,ITEM0138,LOC0004,ORD00037158,4,2025-03-16,Nice ambience and good service.,orphan_foreign_key
RAT0019047,CUST0053115,ITEM0072,LOC0018,ORD00036791,4,2025-03-16,,orphan_foreign_key
RAT0019048,CUST0050909,ITEM0155,LOC7923,ORD00037453,5,2025-03-16,,invalid_restaurant_id
RAT0019054,CUST0004860,ITEM0088,LOC0005,ORD00037304,7,2025-03-16,"Average, nothing special.",invalid_rating
RAT0019067,CUST0051411,ITEM0143,LOC0008,ORD00037540,,2025-03-16,,missing_value
RAT0019090,CUST0024877,ITEM0004,LOC0017,ORD00037365,,2025-03-16,Enjoyed the meal.,missing_value
RAT0019097,CUST0042850,ITEM0068,LOC0005,ORD00037574,3,2025-03-16,Good taste but late delivery.,orphan_foreign_key
RAT0019106,CUST0013797,ITEM0068,LOC0005,ORD00036517,6,2025-03-16,,invalid_rating
RAT0019127,CUST0030328,ITEM0146,LOC8760,ORD00037709,4,2025-03-17,,invalid_restaurant_id
RAT0019129,CUST0021915,,LOC0016,ORD00037794,4,2025-03-17,,orphan_foreign_key
RAT0019134,CUST0054459,ITEM0045,LOC0012,ORD00037448,5,,Perfect taste and quick service.,invalid_date
RAT0019139,CUST0015945,ITEM0150,LOC0022,ORD00035365,5,2025-03-17,,orphan_foreign_key
RAT0019172,CUST0021915,ITEM0148,LOC0016,ORD00037794,4,2025-03-17,,orphan_foreign_key
RAT0019179,CUST0029483,ITEM0135,LOC0011,ORD00037319,2,,,invalid_date
RAT0019192,CUST0038501,ITEM0041,LOC0005,ORD00036824,,2025-03-17,,missing_value
RAT0019269,CUST0048272,ITEM0082,LOC0003,ORD00037488,3,2025-03-17,,orphan_foreign_key
RAT0019273,CUST7005658,ITEM0081,LOC0023,ORD00037880,4,2025-03-17,,orphan_foreign_key
RAT0019284,CUST0034478,ITEM0028,LOC0012,ORD00037891,4,2025-03-17,,orphan_foreign_key
RAT0019287,CUST0053805,ITEM0067,LOC0015,ORD00036170,3,2025-03-17,,orphan_foreign_key
RAT0019292,CUST0000299,,LOC0006,ORD00036834,4,2025-03-17,,orphan_foreign_key
RAT0019305,CUST0016081,ITEM0130,LOC0005,ORD00037779,0,2025-03-17,Enjoyed the meal.,invalid_rating
RAT0019324,CUST0000747,ITEM0050,LOC0004,ORD00038037,4,2099-12-31,,invalid_date
RAT0019353,CUST0048272,ITEM0057,LOC0003,ORD00037488,3,2025-03-17,"Taste was fine, packaging poor.",orphan_foreign_key
RAT0019383,CUST0022449,ITEM0023,LOC0018,ORD00037765,,2025-03-18,,missing_value
RAT0019389,CUST0052901,ITEM0084,LOC0023,ORD00037327,4,2025-03-18,,orphan_foreign_key
RAT0019404,CUST0048877,,LOC0011,ORD00037879,,2025-03-18,,missing_value
RAT0019450,CUST0029273,ITEM0030,LOC0008,ORD00036933,,2025-03-18,,missing_value
RAT0019454,CUST0017951,ITEM0005,LOC0006,ORD00037722,,2025-03-18,,missing_value
RAT0019482,CUST0029114,ITEM0027,LOC0020,ORD00035736,4,2025-03-18,,orphan_foreign_key
RAT0019498,CUST0052901,ITEM0057,LOC0023,ORD00037327,4,2025-03-18,,orphan_foreign_key
RAT0019503,CUST8784408,,LOC0008,ORD00037852,5,2025-03-18,Amazing food and friendly staff.,orphan_foreign_key
RAT0019523,CUST0040305,,LOC0013,ORD00038388,,2025-03-18,Highly recommended.,missing_value
RAT0019524,CUST0052629,,LOC0003,ORD00037731,3,2025-03-18,,orphan_foreign_key
RAT0019531,CUST0051614,ITEM0125,LOC0004,ORD00037956,,2025-03-18,,missing_value
RAT0019539,CUST0052629,ITEM0068,LOC0003,ORD00037731,3,2025-03-18,"Average, nothing special.",orphan_foreign_key
RAT0019546,CUST0025905,ITEM0068,LOC0019,ORD00038277,3,2025-03-18,,orphan_foreign_key
RAT0019593,CUST0008558,ITEM0138,LOC0002,ORD00038312,,2025-03-18,,missing_value
RAT0019607,CUST0024824,ITEM0125,LOC0024,ORD00038687,3,2025-03-19,"Taste was fine, packaging poor.",orphan_foreign_key
RAT0019634,CUST0031990,ITEM0134,LOC0017,ORD00037087,3,2025-03-19,,orphan_foreign_key
RAT0019659,CUST0002738,,LOC0008,ORD00038735,0,2025-03-19,,invalid_rating
RAT0019671,CUST0033324,ITEM0051,LOC0017,ORD00038724,4,2025-03-19,Good value for money.,orphan_foreign_key
RAT0019685,CUST0006630,ITEM0054,LOC0003,ORD00038071,3,2025-03-19,,orphan_foreign_key
RAT0019689,CUST0051542,ITEM0045,LOC0017,ORD00038610,,2025-03-19,,missing_value
RAT0019706,CUST0036711,ITEM0043,LOC0023,ORD00038279,,2025-03-19,,missing_value
RAT0019719,CUST0015551,ITEM0137,LOC0022,ORD00037349,55,2025-03-19,,invalid_rating
RAT0019742,CUST0045487,ITEM0034,LOC0014,ORD00037392,6,2025-03-19,,invalid_rating
RAT0019747,CUST0052776,ITEM0050,LOC0009,ORD00038745,4,2025-03-19,,orphan_foreign_key
RAT0019762,CUST0030676,ITEM0094,LOC0015,ORD00038491,1,2025-03-19,,orphan_foreign_key
RAT0019785,CUST0017119,ITEM0081,LOC0013,ORD00038656,-1,2025-03-19,Good value for money.,invalid_rating
RAT0019825,CUST0002355,,LOC0018,ORD00039095,4,,,invalid_date
RAT0019862,CUST0004612,ITEM0147,LOC0014,ORD00037314,,2025-03-20,,missing_value
RAT0019866,CUST0027683,ITEM0135,LOC0024,ORD00036898,,2025-03-20,,missing_value
RAT0019878,CUST0013185,ITEM0084,LOC6297,ORD00038642,4,2025-03-20,,invalid_restaurant_id
RAT0019880,CUST0025144,ITEM0099,LOC0003,ORD00038838,4,2025-03-20,,orphan_foreign_key
RAT0019889,CUST0025144,ITEM0148,LOC0003,ORD00038838,4,2025-03-20,,orphan_foreign_key
RAT0019891,CUST0049969,ITEM0036,LOC0011,ORD00039024,,2025-03-20,,missing_value
RAT0019907,CUST0006630,ITEM0046,LOC0003,ORD00038071,3,2025-03-20,"Average, nothing special.",orphan_foreign_key
RAT0019911,CUST0043432,ITEM0048,LOC0008,ORD00038833,3,2025-03-20,"Taste was fine, packaging poor.",orphan_foreign_key
RAT0019923,CUST0027903,ITEM0143,LOC0011,ORD00038224,4,2025-03-20,Enjoyed the meal.,orphan_foreign_key
RAT0019930,CUST0926316,ITEM0057,LOC0005,ORD00037905,3,2025-03-20,,orphan_foreign_key
RAT0019932,CUST0025144,,LOC0003,ORD00038838,3,2025-03-20,,orphan_foreign_key
RAT0019936,CUST0007923,ITEM0061,LOC2335,ORD00038811,2,2025-03-20,,invalid_restaurant_id
RAT0019953,CUST0027385,ITEM0113,LOC0022,ORD00038822,4,2025-03-20,Good value for money.,orphan_foreign_key
RAT0019964,CUST0007220,ITEM0029,LOC0012,ORD00038717,,2025-03-20,,missing_value
RAT0019967,CUST0025144,ITEM0125,LOC0003,ORD00038838,3,2025-03-20,,orphan_foreign_key
RAT0019989,CUST0039859,ITEM0082,LOC0020,ORD00038425,,2025-03-20,,missing_value
RAT0020003,CUST0050045,,LOC0008,ORD00039158,55,2025-03-20,,invalid_rating
RAT0020004,CUST3154570,ITEM0045,LOC0011,ORD00038817,4,2025-03-20,,orphan_foreign_key
RAT0020007,CUST0018851,,LOC0014,ORD00038862,4,,Tasty and fresh.,invalid_date
RAT0020024,CUST0010938,,LOC0018,ORD00039217,-1,2025-03-21,,invalid_rating
RAT0020031,CUST0041729,ITEM0041,LOC0018,ORD00039694,5,2025-03-21,,orphan_foreign_key
RAT0020050,CUST0035594,ITEM0036,LOC0015,ORD00039387,3,2025-03-21,"Taste was fine, packaging poor.",orphan_foreign_key
RAT0020052,CUST0042844,ITEM0143,LOC0014,ORD00039619,5,1900-01-01,,invalid_date
RAT0020053,CUST0043655,ITEM0102,LOC0012,ORD00038722,,2025-03-21,,missing_value
RAT0020067,CUST0047949,ITEM0156,LOC0020,ORD00039502,,2025-03-21,,missing_value
RAT0020072,CUST0020338,ITEM0151,LOC0016,ORD00039637,,2025-03-21,"Good food, will order again.",missing_value
RAT0020076,CUST0026341,ITEM0085,LOC0004,ORD00038815,0,2025-03-21,,invalid_rating
RAT0020097,CUST0044645,ITEM0042,LOC0016,ORD00038736,5,2025-03-21,Amazing food and friendly staff.,orphan_foreign_key
RAT0020113,CUST0008835,ITEM0061,LOC0007,ORD00039349,55,2025-03-21,,invalid_rating
RAT0020121,CUST0038511,ITEM0081,LOC0016,ORD00039660,4,,,invalid_date
RAT0020141,CUST0018906,,LOC0002,ORD00039242,6,2025-03-21,,invalid_rating
RAT0020162,CUST0011064,ITEM0045,LOC0004,ORD00038919,,2025-03-21,"Average, nothing special.",missing_value
RAT0020165,CUST0032470,ITEM0090,LOC0015,ORD00038787,4,,,invalid_date
RAT0020180,CUST0044576,ITEM0057,LOC0011,ORD00039558,3,,It was okay.,invalid_date
RAT0020197,CUST0050910,ITEM0068,LOC0015,ORD00039328,,2025-03-21,Enjoyed the meal.,missing_value
RAT0020212,CUST0014024,,LOC0005,ORD00039640,0,2025-03-21,"Excellent, loved it!",invalid_rating
RAT0020225,CUST0000521,ITEM0126,LOC0019,ORD00039518,2,2025-03-21,,orphan_foreign_key
RAT0020229,CUST0048272,ITEM0153,LOC0003,ORD00037155,5,2025-03-21,,orphan_foreign_key
RAT0020232,CUST0041893,ITEM0046,LOC0006,ORD00039659,4,2031-07-22,,invalid_date
RAT0020265,CUST0026799,ITEM0066,LOC0001,ORD00039651,,2025-03-21,,missing_value
RAT0020269,CUST0003639,ITEM0124,LOC0003,ORD00039421,0,2025-03-21,,invalid_rating
RAT0020286,CUST0047368,ITEM0134,LOC0002,ORD00040152,4,2025-03-22,Good value for money.,orphan_foreign_key
RAT0020298,CUST0017624,ITEM0014,LOC0023,ORD00039365,4,2031-07-22,Enjoyed the meal.,invalid_date
RAT0020302,CUST0035262,ITEM0011,LOC0020,ORD00039288,3,2025-03-22,"Average, nothing special.",orphan_foreign_key
RAT0020372,CUST0023775,ITEM0081,LOC0018,ORD00040213,,2025-03-22,,missing_value
RAT0020390,CUST0027385,ITEM0149,LOC0022,ORD00038822,3,2025-03-22,"Average, nothing special.",orphan_foreign_key
RAT0020459,CUST0032458,ITEM0056,LOC0001,ORD00039015,4,2031-07-22,Tasty and fresh.,invalid_date
RAT0020463,CUST0013463,ITEM0060,LOC0004,ORD00038924,10,2025-03-22,,invalid_rating
RAT0020505,CUST0018186,ITEM0048,LOC0021,ORD00038962,4,2025-03-22,,orphan_foreign_key
RAT0020518,CUST0043872,ITEM0056,LOC0004,ORD00038460,,2025-03-22,,missing_value
RAT0020519,CUST0029891,ITEM0148,LOC0010,ORD00039741,3,2025-03-22,,orphan_foreign_key
RAT0020530,CUST0054916,ITEM0046,LOC0016,ORD00040075,7,2025-03-22,Enjoyed the meal.,invalid_rating
RAT0020531,CUST0032500,ITEM0055,LOC0020,ORD00039938,5,2025-03-22,"Excellent, loved it!",orphan_foreign_key
RAT0020550,CUST0005601,ITEM0157,LOC0001,ORD00040585,3,2025-03-23,,orphan_foreign_key
RAT0020568,CUST0031186,,LOC0008,ORD00039200,,2025-03-23,,missing_value
RAT0020606,CUST0018669,ITEM0048,LOC0014,ORD00040560,,2025-03-23,,missing_value
RAT0020609,CUST0041729,,LOC0003,ORD00040671,4,2025-03-23,,orphan_foreign_key
RAT0020617,CUST0030333,ITEM0057,LOC0006,ORD00040468,55,2025-03-23,,invalid_rating
RAT0020629,CUST0004980,ITEM0138,LOC0018,ORD00040192,7,2025-03-23,,invalid_rating
RAT0020646,CUST0051739,ITEM0092,LOC0002,ORD00040165,,2025-03-23,Good value for money.,missing_value
RAT0020657,CUST0043990,ITEM0057,LOC0018,ORD00040000,3,2025-03-23,It was okay.,orphan_foreign_key
RAT0020678,CUST0020641,ITEM0148,LOC0005,ORD00039909,4,2025-03-23,,orphan_foreign_key
RAT0020693,CUST0050769,ITEM0045,LOC0003,ORD00040549,10,2025-03-23,,invalid_rating
RAT0020713,CUST0035594,ITEM0061,LOC0015,ORD00039387,2,2025-03-23,Not fresh.,orphan_foreign_key
RAT0020722,CUST0003134,ITEM0113,LOC0010,ORD00040885,,2025-03-23,,missing_value
RAT0020751,CUST0024404,,LOC0025,ORD00040765,55,2025-03-23,,invalid_rating
RAT0020754,CUST0054654,ITEM0075,LOC0022,ORD00040487,4,2025-03-23,,orphan_foreign_key
RAT0020788,CUST0010485,,LOC0025,ORD00040532,7,2025-03-23,,invalid_rating
RAT0020798,CUST0021732,ITEM0042,LOC0018,ORD00040583,5,,,invalid_date
RAT0020802,CUST0036982,ITEM0045,LOC0005,ORD00040825,4,2025-03-23,,orphan_foreign_key
RAT0020810,CUST0051041,ITEM0148,LOC0025,ORD00039613,3,2025-03-23,,orphan_foreign_key
RAT0020813,CUST0014920,ITEM0039,LOC0009,ORD00039749,-1,2025-03-23,,invalid_rating
RAT0020824,CUST0036982,ITEM0041,LOC0005,ORD00040825,5,2025-03-23,,orphan_foreign_key
RAT0020837,CUST0041979,ITEM0094,LOC0011,ORD00038909,,2025-03-23,Service was slow.,missing_value
RAT0020857,CUST0050830,ITEM0068,LOC0020,ORD00041091,4,2025-03-24,Enjoyed the meal.,orphan_foreign_key
RAT0020875,CUST0041178,ITEM0054,LOC0361,ORD00040290,5,2025-03-24,,invalid_restaurant_id
RAT0020885,CUST0050901,ITEM0148,LOC0001,ORD00040959,,2025-03-24,Decent but overpriced.,missing_value
RAT0020891,CUST0031800,ITEM0113,LOC6377,ORD00040638,4,2025-03-24,,invalid_restaurant_id
RAT0020895,CUST0034425,ITEM0135,LOC0005,ORD00041209,4,2025-03-24,,orphan_foreign_key
RAT0020950,CUST0024699,ITEM0135,LOC0007,ORD00039480,3,2025-03-24,,orphan_foreign_key
RAT0020951,CUST0052414,,LOC0743,ORD00040926,5,2025-03-24,,invalid_restaurant_id
RAT0020954,CUST0015403,ITEM0004,LOC0002,ORD00041041,7,2025-03-24,Highly recommended.,invalid_rating
RAT0020983,CUST0037868,ITEM0081,LOC0008,ORD00041138,,2025-03-24,,missing_value
RAT0020990,CUST0040731,ITEM0102,LOC0015,ORD00041197,5,2025-03-24,,orphan_foreign_key
RAT0021032,CUST0023037,ITEM0134,LOC5357,ORD00041099,3,2025-03-24,,invalid_restaurant_id
RAT0021064,CUST0046638,,LOC0003,ORD00039930,2,2025-03-25,Not fresh.,orphan_foreign_key
RAT0021067,CUST0049115,ITEM0133,LOC0005,ORD00040645,6,2025-03-25,,invalid_rating
RAT0021089,CUST0032500,ITEM0068,LOC0020,ORD00039938,4,2025-03-25,,orphan_foreign_key
RAT0021091,CUST0031479,ITEM0045,LOC0008,ORD00040682,,2025-03-25,Nice ambience and good service.,missing_value
RAT0021117,CUST0005129,ITEM0037,LOC0020,ORD00041123,55,2025-03-25,,invalid_rating
RAT0021124,CUST0047021,ITEM0040,LOC0007,ORD00040370,4,2025-03-25,,orphan_foreign_key
RAT0021146,CUST0031161,ITEM0057,LOC0016,ORD00041567,,2025-03-25,Good value for money.,missing_value
RAT0021160,CUST0001781,ITEM0160,LOC0016,ORD00041365,5,2025-03-25,Perfect taste and quick service.,orphan_foreign_key
RAT0021164,CUST0009036,ITEM0148,LOC0004,ORD00041364,2,2025-03-25,,orphan_foreign_key
RAT0021165,CUST0017846,ITEM0112,LOC0021,ORD00041384,,2025-03-25,,missing_value
RAT0021183,CUST0017479,ITEM0016,LOC0017,ORD00041220,4,2025-03-25,,orphan_foreign_key
RAT0021191,CUST0047886,ITEM0001,LOC0015,ORD00041362,,2025-03-25,Best in town.,missing_value
RAT0021193,CUST0031299,ITEM0012,LOC0008,ORD00041563,,2025-03-25,,missing_value
RAT0021197,CUST0025032,ITEM0009,LOC0017,ORD00040542,,2025-03-25,Portion was too small.,missing_value
RAT0021210,CUST0020349,ITEM0048,LOC0023,ORD00041512,-1,2025-03-25,,invalid_rating
RAT0021233,CUST0035031,ITEM0109,LOC0001,ORD00040918,5,2025-03-25,Best in town.,orphan_foreign_key
RAT0021250,CUST0047784,ITEM0055,LOC0001,ORD00040207,4,2025-03-25,,orphan_foreign_key
RAT0021263,CUST0004790,,LOC0022,ORD00041461,,2025-03-25,,missing_value
RAT0021266,CUST0032702,,LOC0008,ORD00040198,,2025-03-25,,missing_value
RAT0021273,CUST0039707,ITEM0012,LOC0004,ORD00041608,5,2025-03-26,Highly recommended.,orphan_foreign_key
RAT0021276,CUST7394851,ITEM0055,LOC0002,ORD00041337,4,2025-03-26,,orphan_foreign_key
RAT0021291,CUST3260963,ITEM0057,LOC0023,ORD00041721,4,2025-03-26,,orphan_foreign_key
RAT0021362,CUST0019174,ITEM0042,LOC0023,ORD00041838,4,2025-03-26,,orphan_foreign_key
RAT0021367,CUST0004461,,LOC0025,ORD00041018,,2025-03-26,,missing_value
RAT0021370,CUST0019174,ITEM0159,LOC0023,ORD00041838,5,2025-03-26,,orphan_foreign_key
RAT0021376,CUST0011743,ITEM0147,LOC0023,ORD00041730,2,2025-03-26,,orphan_foreign_key
RAT0021379,CUST0007804,ITEM0042,LOC0004,ORD00041670,3,2025-03-26,,orphan_foreign_key
RAT0021380,CUST0004497,ITEM0066,LOC0020,ORD00041826,-1,2025-03-26,,invalid_rating
RAT0021386,CUST0032609,ITEM0147,LOC0014,ORD00041645,4,1970-01-01,,invalid_date
RAT0021402,CUST0043333,ITEM0059,LOC0017,ORD00040957,4,1900-01-01,,invalid_date
RAT0021441,CUST0040507,ITEM0020,LOC0014,ORD00040490,3,2025-03-26,,orphan_foreign_key
RAT0021459,CUST0039707,,LOC0004,ORD00041608,2,2025-03-26,Took too long to arrive.,orphan_foreign_key
RAT0021465,CUST0049047,ITEM0124,LOC0005,ORD00041937,3,,,invalid_date
