order_item_id,order_id,item_id,quantity,unit_price,unit_cost,discount_amount,line_total,quarantine_reason
OI000899717,ORD00165563,ITEM0151,2,65.00,45.19,39.00,91.00,orphan_foreign_key
OI000899718,ORD00165563,ITEM0157,1,800.00,322.21,240.00,560.00,orphan_foreign_key
OI000899806,ORD00165578,,1,670.00,333.71,201.00,469.00,missing_value
OI000899912,ORD00165595,ITEM0007,-2,1570.00,711.90,942.00,2198.00,negative_quantity
OI000899928,ORD00165597,ITEM0157,2,800.00,322.21,480.00,1120.00,orphan_foreign_key
OI000899992,ORD00165609,ITEM0056,2,1440.00,468.22,0.00,2880.00,orphan_foreign_key
OI000900037,ORD00165617,ITEM0007,2,1570.00,711.90,942.00,2198.00,orphan_foreign_key
OI000900043,ORD00165617,ITEM0147,4,480.00,154.20,576.00,1344.00,orphan_foreign_key
OI000900199,ORD00165646,ITEM0152,2,100.00,40.74,0.00,200.00,orphan_foreign_key
OI000900293,ORD00165664,ITEM0126,-2,160.00,72.53,0.00,320.00,negative_quantity
OI000900469,ORD00165699,ITEM0134,1,165.00,108.74,0.00,165.00,orphan_foreign_key
OI000900733,ORD00165744,ITEM0050,2,1910.00,776.26,0.00,3820.00,orphan_foreign_key
OI000900736,ORD00165744,ITEM0151,1,70.00,45.19,0.00,70.00,orphan_foreign_key
OI000900985,ORD00165791,ITEM0033,-3,940.00,306.02,0.00,2820.00,negative_quantity
OI000901089,ORD00165810,ITEM0050,-3,1770.00,776.26,0.00,5310.00,negative_quantity
OI000901210,ORD00165834,ITEM0013,2,400.00,179.48,0.00,800.00,orphan_foreign_key
OI000901211,ORD00165834,ITEM0019,1,360.00,154.84,0.00,360.00,orphan_foreign_key
OI000901213,ORD00165834,ITEM0089,2,2070.00,892.05,0.00,4140.00,orphan_foreign_key
OI000901214,ORD00165834,ITEM0134,3,165.00,108.74,0.00,495.00,orphan_foreign_key
OI000901366,ORD00165864,ITEM0090,1,1910.00,682.77,0.00,1910.00,orphan_foreign_key
OI000901437,ORD99997087,ITEM0124,3,190.00,131.48,0.00,570.00,orphan_foreign_key
OI000901482,ORD00165888,ITEM0081,2,1510.00,1047.44,0.00,3020.00,orphan_foreign_key
OI000901483,ORD00165888,ITEM0130,2,235.00,91.80,0.00,470.00,orphan_foreign_key
OI000901617,ORD00165910,,1,1500.00,513.48,0.00,1500.00,missing_value
OI000901832,ORD00165953,ITEM0014,1,490.00,180.01,0.00,490.00,orphan_foreign_key
OI000901912,ORD00165969,ITEM0034,1,1220.00,445.69,0.00,1220.00,orphan_foreign_key
OI000901913,ORD00165969,ITEM0057,1,690.00,468.22,0.00,690.00,orphan_foreign_key
OI000901960,ORD65985863,ITEM0151,1,65.00,45.19,0.00,65.00,orphan_foreign_key
OI000902158,ORD00166012,,1,680.00,470.19,0.00,680.00,missing_value
OI000902361,ORD00166046,ITEM0046,-1,2820.00,1115.76,0.00,2820.00,negative_quantity
OI000902451,ORD00166062,ITEM0045,2,1530.00,595.53,0.00,3060.00,orphan_foreign_key
OI000902452,ORD00166062,ITEM0048,3,1520.00,597.64,0.00,4560.00,orphan_foreign_key
OI000902453,ORD00166062,ITEM0081,1,1510.00,1047.44,0.00,1510.00,orphan_foreign_key
OI000902457,ORD00166062,ITEM0157,1,800.00,322.21,0.00,800.00,orphan_foreign_key
OI000902643,ORD37286675,ITEM0134,2,165.00,108.74,0.00,330.00,orphan_foreign_key
OI000902728,ORD63856904,ITEM0056,1,1440.00,468.22,0.00,1440.00,orphan_foreign_key
OI000902891,ORD00166145,,2,810.00,323.82,0.00,1620.00,missing_value
OI000903266,ORD00166211,ITEM0052,1,800.00,314.45,0.00,800.00,orphan_foreign_key
OI000903267,ORD00166211,ITEM0068,4,680.00,470.19,0.00,2720.00,orphan_foreign_key
OI000903273,ORD00166211,ITEM0159,1,460.00,192.62,0.00,460.00,orphan_foreign_key
OI000903359,ORD00166227,ITEM0075,1,630.00,269.61,0.00,630.00,orphan_foreign_key
OI000903360,ORD00166227,ITEM0113,1,510.00,198.15,0.00,510.00,orphan_foreign_key
OI000903361,ORD00166227,ITEM0129,4,600.00,188.49,0.00,2400.00,orphan_foreign_key
OI000903362,ORD00166227,ITEM0148,2,320.00,208.57,0.00,640.00,orphan_foreign_key
OI000903425,ORD50977398,ITEM0129,1,600.00,188.49,0.00,600.00,orphan_foreign_key
OI000903570,ORD00166265,ITEM0147,-1,480.00,154.20,0.00,480.00,negative_quantity
OI000903578,ORD00166267,ITEM0018,2,620.00,236.34,0.00,1240.00,orphan_foreign_key
OI000903580,ORD00166267,ITEM0087,1,3170.00,1492.61,0.00,3170.00,orphan_foreign_key
OI000903759,ORD00166297,ITEM9412,1,790.00,332.55,0.00,790.00,orphan_foreign_key
OI000903767,ORD00166299,ITEM0041,-1,1310.00,515.58,0.00,1310.00,negative_quantity
OI000903809,ORD00166308,,4,320.00,208.57,0.00,1280.00,missing_value
OI000903828,ORD00166312,ITEM7710,1,680.00,470.19,0.00,680.00,orphan_foreign_key
OI000904086,ORD00166356,ITEM0117,1,930.00,145.29,0.00,930.00,orphan_foreign_key
OI000904087,ORD00166356,ITEM0132,1,410.00,163.26,0.00,410.00,orphan_foreign_key
OI000904098,ORD00166358,ITEM0038,-3,1200.00,510.66,0.00,3600.00,negative_quantity
OI000904161,ORD00166368,ITEM0151,-2,70.00,45.19,0.00,140.00,negative_quantity
OI000904188,ORD00166375,ITEM0031,-2,1100.00,364.08,0.00,2200.00,negative_quantity
OI000904232,ORD00166382,,1,630.00,269.61,0.00,630.00,missing_value
OI000904433,ORD00166419,ITEM0113,1,510.00,198.15,0.00,510.00,orphan_foreign_key
OI000904603,ORD00166449,ITEM0048,2,1520.00,597.64,0.00,3040.00,orphan_foreign_key
OI000904604,ORD00166449,ITEM0065,1,1360.00,503.63,0.00,1360.00,orphan_foreign_key
OI000904658,ORD00166459,ITEM0081,1,1510.00,1047.44,0.00,1510.00,orphan_foreign_key
OI000904726,ORD00166471,ITEM0133,5,180.00,78.35,0.00,900.00,orphan_foreign_key
OI000904727,ORD00166471,ITEM0145,3,370.00,151.19,0.00,1110.00,orphan_foreign_key
OI000904728,ORD00166471,ITEM0148,1,350.00,208.57,0.00,350.00,orphan_foreign_key
OI000904855,ORD11478758,ITEM0091,3,1920.00,724.96,0.00,5760.00,orphan_foreign_key
OI000904858,ORD00166495,ITEM0061,2,980.00,363.74,0.00,1960.00,orphan_foreign_key
OI000904893,ORD00166501,ITEM0046,1,2820.00,1115.76,0.00,2820.00,orphan_foreign_key
OI000904899,ORD00166501,ITEM0147,2,480.00,154.20,0.00,960.00,orphan_foreign_key
OI000905045,ORD00166529,ITEM0045,-1,1530.00,595.53,0.00,1530.00,negative_quantity
OI000905225,ORD00166559,ITEM3251,1,690.00,468.22,0.00,690.00,orphan_foreign_key
OI000905271,ORD00166570,ITEM0048,2,1520.00,597.64,0.00,3040.00,orphan_foreign_key
OI000905305,ORD00166576,,1,420.00,149.00,0.00,420.00,missing_value
OI000905473,ORD00166609,ITEM0155,-3,220.00,95.85,0.00,660.00,negative_quantity
OI000905488,ORD00166612,ITEM0051,2,680.00,266.66,0.00,1360.00,orphan_foreign_key
OI000906034,ORD00166710,ITEM0151,2,70.00,45.19,0.00,140.00,orphan_foreign_key
OI000906064,ORD00166716,ITEM8243,1,310.00,140.73,0.00,310.00,orphan_foreign_key
OI000906138,ORD00166731,,3,2820.00,1115.76,0.00,8460.00,missing_value
OI000906238,ORD00166750,ITEM0055,2,750.00,235.61,0.00,1500.00,orphan_foreign_key
OI000906282,ORD00166757,,2,810.00,249.91,0.00,1620.00,missing_value
OI000906363,ORD00166770,ITEM0057,1,690.00,468.22,0.00,690.00,orphan_foreign_key
OI000906364,ORD00166770,ITEM0081,1,1510.00,1047.44,0.00,1510.00,orphan_foreign_key
OI000906504,ORD00166798,ITEM0048,-1,1520.00,597.64,0.00,1520.00,negative_quantity
OI000906514,ORD00166799,ITEM0047,1,1780.00,627.28,0.00,1780.00,orphan_foreign_key
OI000906516,ORD00166799,ITEM0135,2,105.00,69.46,0.00,210.00,orphan_foreign_key
OI000906756,ORD00166845,ITEM0151,-2,65.00,45.19,0.00,130.00,negative_quantity
OI000906760,ORD00166846,ITEM0398,2,320.00,124.33,0.00,640.00,orphan_foreign_key
OI000906856,ORD00166865,ITEM0048,1,1520.00,597.64,0.00,1520.00,orphan_foreign_key
OI000906858,ORD00166865,ITEM0148,1,320.00,208.57,0.00,320.00,orphan_foreign_key
OI000906868,ORD00166869,,2,680.00,292.31,0.00,1360.00,missing_value
OI000906992,ORD00166888,ITEM0151,4,65.00,45.19,0.00,260.00,orphan_foreign_key
OI000907006,ORD00166891,ITEM0082,3,2000.00,707.81,0.00,6000.00,orphan_foreign_key
OI000907008,ORD00166891,ITEM0151,3,65.00,45.19,0.00,195.00,orphan_foreign_key
OI000907009,ORD00166891,ITEM0159,4,460.00,192.62,0.00,1840.00,orphan_foreign_key
OI000907125,ORD00166912,ITEM0081,-1,1510.00,1047.44,0.00,1510.00,negative_quantity
OI000907128,ORD00166913,,1,600.00,188.49,0.00,600.00,missing_value
OI000907263,ORD00166941,ITEM0054,1,1330.00,424.10,0.00,1330.00,orphan_foreign_key
OI000907264,ORD00166941,ITEM0075,1,630.00,269.61,0.00,630.00,orphan_foreign_key
OI000907592,ORD00166997,ITEM0141,-1,510.00,166.18,0.00,510.00,negative_quantity
OI000907663,ORD00167010,ITEM0041,2,1310.00,515.58,0.00,2620.00,orphan_foreign_key
OI000907666,ORD00167010,ITEM0068,-3,680.00,470.19,0.00,2040.00,negative_quantity
OI000907689,ORD00167016,ITEM0044,1,1480.00,512.67,0.00,1480.00,orphan_foreign_key
OI000907690,ORD00167016,ITEM0055,1,750.00,235.61,0.00,750.00,orphan_foreign_key
OI000907751,ORD00167027,ITEM0012,-1,900.00,402.60,0.00,900.00,negative_quantity
OI000907835,ORD00167041,ITEM0132,3,410.00,163.26,0.00,1230.00,orphan_foreign_key
OI000907836,ORD00167041,ITEM0135,2,105.00,69.46,0.00,210.00,orphan_foreign_key
OI000908019,ORD00167075,,2,800.00,314.45,0.00,1600.00,missing_value
OI000908046,ORD00167081,,1,1330.00,424.10,0.00,1330.00,missing_value
OI000908233,ORD36028685,ITEM0005,1,420.00,149.00,0.00,420.00,orphan_foreign_key
OI000908357,ORD00167134,ITEM0035,3,1000.00,418.08,0.00,3000.00,orphan_foreign_key
OI000908359,ORD00167134,ITEM0045,1,1530.00,595.53,0.00,1530.00,orphan_foreign_key
OI000908386,ORD00167139,ITEM0068,1,680.00,470.19,0.00,680.00,orphan_foreign_key
OI000908542,ORD00167168,ITEM0068,1,680.00,470.19,0.00,680.00,orphan_foreign_key
OI000908543,ORD33066512,ITEM0091,1,1920.00,724.96,0.00,1920.00,orphan_foreign_key
OI000908681,ORD00167194,ITEM0066,1,950.00,343.77,0.00,950.00,orphan_foreign_key
OI000908729,ORD00167203,ITEM0020,1,810.00,323.82,0.00,810.00,orphan_foreign_key
OI000908732,ORD00167203,ITEM0127,1,500.00,76.86,0.00,500.00,orphan_foreign_key
OI000909113,ORD31313584,ITEM0121,1,370.00,125.92,0.00,370.00,orphan_foreign_key
OI000909319,ORD00167305,ITEM0091,2,1920.00,724.96,0.00,3840.00,orphan_foreign_key
OI000909320,ORD00167305,ITEM0102,1,1410.00,625.27,0.00,1410.00,orphan_foreign_key
OI000909620,ORD00167361,ITEM0602,2,1250.00,560.33,0.00,2500.00,orphan_foreign_key
OI000909710,ORD00167375,ITEM0126,-2,160.00,72.53,0.00,320.00,negative_quantity
OI000909787,ORD05192938,ITEM0112,1,310.00,140.73,0.00,310.00,orphan_foreign_key
OI000909819,ORD00167392,ITEM0048,1,1520.00,597.64,0.00,1520.00,orphan_foreign_key
OI000909847,ORD00167396,,1,1920.00,724.96,0.00,1920.00,missing_value
OI000910096,ORD00167440,ITEM0018,1,620.00,236.34,0.00,620.00,orphan_foreign_key
OI000910118,ORD00167443,ITEM0145,2,370.00,151.19,0.00,740.00,orphan_foreign_key
OI000910131,ORD00167446,,1,790.00,332.55,0.00,790.00,missing_value
OI000910241,ORD00167470,ITEM0082,1,2000.00,707.81,0.00,2000.00,orphan_foreign_key
OI000910243,ORD00167470,ITEM0103,4,3090.00,1298.00,0.00,12360.00,orphan_foreign_key
OI000910244,ORD00167470,ITEM0124,1,190.00,131.48,0.00,190.00,orphan_foreign_key
OI000910245,ORD00167470,ITEM0148,1,320.00,208.57,0.00,320.00,orphan_foreign_key
OI000910648,ORD00167543,ITEM0067,1,320.00,108.16,0.00,320.00,orphan_foreign_key
OI000910684,ORD00167550,ITEM0095,-1,1190.00,508.41,0.00,1190.00,negative_quantity
OI000910719,ORD00167557,ITEM0048,-1,1520.00,597.64,0.00,1520.00,negative_quantity
OI000910765,ORD00167566,ITEM6041,1,940.00,306.02,0.00,940.00,orphan_foreign_key
OI000910998,ORD00167610,ITEM0113,1,510.00,198.15,0.00,510.00,orphan_foreign_key
OI000911000,ORD00167611,ITEM0001,2,270.00,95.57,0.00,540.00,orphan_foreign_key
OI000911030,ORD00167615,ITEM0123,-2,310.00,138.90,0.00,620.00,negative_quantity
OI000911115,ORD00167633,ITEM0036,1,840.00,338.10,0.00,840.00,orphan_foreign_key
OI000911116,ORD00167633,ITEM0045,1,1530.00,595.53,0.00,1530.00,orphan_foreign_key
OI000911121,ORD00167633,ITEM0149,1,380.00,173.20,0.00,380.00,orphan_foreign_key
OI000911299,ORD00167670,ITEM0069,2,1180.00,407.68,0.00,2360.00,orphan_foreign_key
OI000911300,ORD00167670,ITEM0072,2,790.00,332.55,0.00,1580.00,orphan_foreign_key
OI000911315,ORD00167673,,6,370.00,126.03,0.00,2220.00,missing_value
OI000911321,ORD00167675,ITEM0103,1,3090.00,1298.00,0.00,3090.00,orphan_foreign_key
OI000911326,ORD00167676,ITEM0102,2,1410.00,625.27,0.00,2820.00,orphan_foreign_key
OI000911328,ORD00167676,ITEM0151,3,65.00,45.19,0.00,195.00,orphan_foreign_key
OI000911369,ORD00167685,ITEM0126,-1,160.00,72.53,0.00,160.00,negative_quantity
OI000911386,ORD00167688,ITEM0147,4,480.00,154.20,0.00,1920.00,orphan_foreign_key
OI000911449,ORD00167700,ITEM0075,1,630.00,269.61,0.00,630.00,orphan_foreign_key
OI000911510,ORD00167713,ITEM0075,1,630.00,269.61,0.00,630.00,orphan_foreign_key
OI000911514,ORD00167713,ITEM0147,2,480.00,154.20,0.00,960.00,orphan_foreign_key
OI000911629,ORD00167738,ITEM0002,1,215.00,75.87,0.00,215.00,orphan_foreign_key
OI000911649,ORD00167742,ITEM0034,-1,1220.00,445.69,0.00,1220.00,negative_quantity
OI000911760,ORD00167765,ITEM0061,2,980.00,363.74,0.00,1960.00,orphan_foreign_key
OI000911964,ORD00167800,ITEM0020,1,810.00,323.82,0.00,810.00,orphan_foreign_key
OI000911967,ORD00167800,ITEM0126,1,,72.53,0.00,160.00,invalid_price
OI000912124,ORD00167825,ITEM0041,1,1310.00,515.58,0.00,1310.00,orphan_foreign_key
OI000912125,ORD00167825,ITEM0081,1,1510.00,1047.44,0.00,1510.00,orphan_foreign_key
OI000912271,ORD00167849,ITEM0079,3,1100.00,454.64,0.00,3300.00,orphan_foreign_key
OI000912304,ORD00167855,ITEM0064,1,550.00,191.14,0.00,550.00,orphan_foreign_key
OI000912356,ORD00167865,ITEM0066,2,950.00,343.77,0.00,1900.00,orphan_foreign_key
OI000912427,ORD00167879,ITEM0048,1,1520.00,597.64,0.00,1520.00,orphan_foreign_key
OI000912430,ORD00167879,ITEM0117,1,930.00,145.29,0.00,930.00,orphan_foreign_key
OI000912554,ORD00167902,ITEM0003,2,380.00,142.17,0.00,760.00,orphan_foreign_key
OI000912555,ORD00167902,ITEM0031,1,1100.00,364.08,0.00,1100.00,orphan_foreign_key
OI000912581,ORD68095985,ITEM0023,1,470.00,200.14,0.00,470.00,orphan_foreign_key
OI000912643,ORD00167919,ITEM0061,1,980.00,363.74,0.00,980.00,orphan_foreign_key
OI000912644,ORD00167919,ITEM0072,2,790.00,332.55,0.00,1580.00,orphan_foreign_key
OI000912645,ORD00167919,ITEM0084,1,1240.00,425.59,0.00,1240.00,orphan_foreign_key
OI000912960,ORD00167986,ITEM0033,3,940.00,306.02,0.00,2820.00,orphan_foreign_key
OI000913116,ORD00168015,ITEM0031,1,1190.00,364.08,0.00,1190.00,orphan_foreign_key
OI000913132,ORD00168017,ITEM0138,-1,265.00,113.51,0.00,265.00,negative_quantity
OI000913206,ORD00168030,ITEM0050,3,1770.00,776.26,0.00,5310.00,orphan_foreign_key
OI000913209,ORD00168030,ITEM0151,2,65.00,45.19,0.00,130.00,orphan_foreign_key
OI000913285,ORD00168044,,1,690.00,468.22,0.00,690.00,missing_value
OI000913302,ORD00168047,ITEM0147,-2,480.00,154.20,0.00,960.00,negative_quantity
OI000913351,ORD79450186,ITEM0122,1,690.00,295.82,0.00,690.00,orphan_foreign_key
OI000913813,ORD00168139,ITEM7817,1,215.00,75.87,0.00,215.00,orphan_foreign_key
OI000914604,ORD00168279,,3,510.00,166.18,0.00,1530.00,missing_value
OI000914745,ORD68225513,ITEM0113,3,510.00,198.15,0.00,1530.00,orphan_foreign_key
OI000914911,ORD00168333,,1,1250.00,560.33,0.00,1250.00,missing_value
OI000914991,ORD55354986,ITEM0068,3,680.00,470.19,0.00,2040.00,orphan_foreign_key
OI000915157,ORD63552766,ITEM0148,1,320.00,208.57,0.00,320.00,orphan_foreign_key
OI000915178,ORD00168378,ITEM0124,2,190.00,131.48,0.00,380.00,orphan_foreign_key
OI000915464,ORD00168432,ITEM0045,1,1530.00,595.53,0.00,1530.00,orphan_foreign_key
OI000915541,ORD00168447,ITEM0037,1,2380.00,995.51,0.00,2380.00,orphan_foreign_key
OI000915572,ORD00168452,ITEM0078,1,1250.00,560.33,0.00,1250.00,orphan_foreign_key
OI000915575,ORD00168452,ITEM0134,1,165.00,108.74,0.00,165.00,orphan_foreign_key
OI000915811,ORD00168493,ITEM0071,-1,710.00,267.43,0.00,710.00,negative_quantity
OI000915862,ORD00168502,ITEM0012,1,900.00,402.60,0.00,900.00,orphan_foreign_key
OI000915984,ORD00168524,ITEM0026,2,570.00,245.78,0.00,1140.00,orphan_foreign_key
OI000915991,ORD00168526,ITEM0021,1,450.00,184.70,0.00,450.00,orphan_foreign_key
OI000915992,ORD00168526,ITEM0064,1,550.00,191.14,0.00,550.00,orphan_foreign_key
OI000916018,ORD00168531,,1,1530.00,595.53,0.00,1530.00,missing_value
OI000916048,ORD82388890,ITEM0068,1,680.00,470.19,0.00,680.00,orphan_foreign_key
OI000916095,ORD00168550,ITEM0112,2,310.00,140.73,0.00,620.00,orphan_foreign_key
OI000916097,ORD00168550,ITEM0129,3,600.00,188.49,0.00,1800.00,orphan_foreign_key
OI000916422,ORD00168609,ITEM0187,2,105.00,69.46,0.00,210.00,orphan_foreign_key
OI000916583,ORD00168639,,1,1910.00,682.77,0.00,1910.00,missing_value
OI000916628,ORD00168647,,1,730.00,317.89,0.00,730.00,missing_value
OI000916657,ORD00168652,ITEM0016,1,560.00,210.83,0.00,560.00,orphan_foreign_key
OI000916662,ORD00168652,ITEM0155,2,220.00,95.85,0.00,440.00,orphan_foreign_key
OI000916761,ORD00168673,ITEM9292,1,800.00,322.21,0.00,800.00,orphan_foreign_key
OI000916924,ORD00168705,ITEM0045,-1,1530.00,595.53,0.00,1530.00,negative_quantity
OI000917418,ORD00168795,ITEM0006,1,770.00,296.28,0.00,770.00,orphan_foreign_key
OI000917420,ORD00168795,ITEM0045,1,1530.00,595.53,0.00,1530.00,orphan_foreign_key
OI000917421,ORD00168795,ITEM0057,1,690.00,468.22,0.00,690.00,orphan_foreign_key
OI000917422,ORD32707860,ITEM0062,1,670.00,350.53,0.00,670.00,orphan_foreign_key
OI000917425,ORD00168795,ITEM0160,3,105.00,47.30,0.00,315.00,orphan_foreign_key
OI000917441,ORD00168798,ITEM0045,-2,1530.00,595.53,0.00,3060.00,negative_quantity
OI000917455,ORD00168802,ITEM0039,2,980.00,450.35,0.00,1960.00,orphan_foreign_key
OI000917456,ORD00168802,ITEM0040,1,750.00,267.75,0.00,750.00,orphan_foreign_key
OI000917461,ORD00168802,ITEM0155,2,220.00,95.85,0.00,440.00,orphan_foreign_key
OI000917573,ORD00168825,ITEM9672,4,480.00,154.20,0.00,1920.00,orphan_foreign_key
OI000917666,ORD00168840,ITEM0134,-1,165.00,108.74,0.00,165.00,negative_quantity
OI000917771,ORD00168859,ITEM0075,1,630.00,269.61,0.00,630.00,orphan_foreign_key
OI000917871,ORD00168877,ITEM0159,1,460.00,192.62,0.00,460.00,orphan_foreign_key
OI000917997,ORD00168900,ITEM0009,1,490.00,185.03,0.00,490.00,orphan_foreign_key
OI000918000,ORD00168900,ITEM0058,1,1250.00,392.19,0.00,1250.00,orphan_foreign_key
OI000918001,ORD00168900,ITEM0059,1,730.00,317.89,0.00,730.00,orphan_foreign_key
OI000918005,ORD00168900,ITEM0151,2,65.00,45.19,0.00,130.00,orphan_foreign_key
OI000918122,ORD78133635,ITEM0074,1,1230.00,548.77,369.00,861.00,orphan_foreign_key
OI000918172,ORD00168932,ITEM4087,2,1510.00,1047.44,0.00,3020.00,orphan_foreign_key
OI000918670,ORD00169021,ITEM0003,1,380.00,142.17,114.00,266.00,orphan_foreign_key
OI000918672,ORD00169021,ITEM0090,3,1910.00,682.77,1719.00,4011.00,orphan_foreign_key
OI000918675,ORD00169021,ITEM0147,2,480.00,154.20,288.00,672.00,orphan_foreign_key
OI000918781,ORD00169041,ITEM0061,1,1060.00,363.74,318.00,742.00,orphan_foreign_key
OI000918782,ORD00169041,ITEM0159,4,460.00,192.62,552.00,1288.00,orphan_foreign_key
OI000918921,ORD00169065,ITEM0147,1,480.00,154.20,144.00,336.00,orphan_foreign_key
OI000918926,ORD00169067,ITEM0047,1,1780.00,627.28,0.00,1780.00,orphan_foreign_key
OI000918928,ORD00169067,ITEM0055,1,750.00,235.61,0.00,750.00,orphan_foreign_key
OI000918929,ORD00169067,ITEM0124,1,190.00,131.48,0.00,190.00,orphan_foreign_key
OI000918930,ORD00169067,ITEM0133,3,180.00,78.35,0.00,540.00,orphan_foreign_key
OI000919070,ORD00169094,ITEM0058,2,1250.00,392.19,0.00,2500.00,orphan_foreign_key
OI000919071,ORD00169094,ITEM0109,1,1500.00,513.48,0.00,1500.00,orphan_foreign_key
OI000919073,ORD00169094,ITEM0135,1,105.00,69.46,0.00,105.00,orphan_foreign_key
OI000919370,ORD57664332,ITEM0124,1,190.00,131.48,57.00,133.00,orphan_foreign_key
OI000919408,ORD00169155,ITEM0555,1,260.00,91.26,0.00,260.00,orphan_foreign_key
OI000919468,ORD00169167,ITEM0041,2,1310.00,515.58,0.00,2620.00,orphan_foreign_key
OI000919472,ORD00169167,ITEM0121,1,400.00,125.92,0.00,400.00,orphan_foreign_key
OI000919474,ORD00169167,ITEM0134,1,165.00,108.74,0.00,165.00,orphan_foreign_key
OI000919485,ORD00169170,ITEM0050,-1,1770.00,776.26,531.00,1239.00,negative_quantity
OI000919524,ORD00169177,ITEM0002,1,215.00,75.87,0.00,215.00,orphan_foreign_key
OI000919535,ORD00169178,ITEM0144,-3,680.00,326.20,0.00,2040.00,negative_quantity
OI000919577,ORD00169185,ITEM0068,1,680.00,470.19,0.00,680.00,orphan_foreign_key
OI000919818,ORD00169229,ITEM0014,2,490.00,180.01,0.00,980.00,orphan_foreign_key
OI000919819,ORD00169229,ITEM0030,1,265.00,110.76,0.00,265.00,orphan_foreign_key
OI000919850,ORD00169234,ITEM0033,1,940.00,306.02,282.00,658.00,orphan_foreign_key
OI000919853,ORD00169234,ITEM0112,1,310.00,140.73,93.00,217.00,orphan_foreign_key
OI000919856,ORD00169234,ITEM0153,4,40.00,16.47,48.00,112.00,orphan_foreign_key
OI000919873,ORD00169237,,1,680.00,302.29,0.00,680.00,missing_value
OI000920026,ORD00169262,ITEM0058,1,1250.00,392.19,0.00,1250.00,orphan_foreign_key
OI000920158,ORD00169291,ITEM0045,-1,1530.00,595.53,0.00,1530.00,negative_quantity
OI000920268,ORD00169313,ITEM0037,1,2380.00,995.51,714.00,1666.00,orphan_foreign_key
OI000920271,ORD00169313,ITEM0113,1,510.00,198.15,153.00,357.00,orphan_foreign_key
OI000920283,ORD00169315,ITEM0123,-1,310.00,138.90,0.00,310.00,negative_quantity
OI000920414,ORD00169338,ITEM0033,1,940.00,306.02,0.00,940.00,orphan_foreign_key
OI000920580,ORD00169370,ITEM0029,1,1030.00,312.12,309.00,721.00,orphan_foreign_key
OI000920581,ORD00169370,ITEM0045,3,1530.00,595.53,1377.00,3213.00,orphan_foreign_key
OI000920584,ORD00169370,ITEM0124,1,190.00,131.48,57.00,133.00,orphan_foreign_key
OI000920585,ORD00169370,ITEM0125,3,320.00,124.33,288.00,672.00,orphan_foreign_key
OI000920676,ORD00169390,ITEM0009,2,490.00,185.03,0.00,980.00,orphan_foreign_key
OI000920684,ORD00169391,ITEM0134,3,165.00,108.74,0.00,495.00,orphan_foreign_key
OI000920851,ORD00169423,ITEM0045,1,1530.00,595.53,0.00,1530.00,orphan_foreign_key
OI000920853,ORD00169423,ITEM0082,1,2000.00,707.81,0.00,2000.00,orphan_foreign_key
OI000920854,ORD00169423,ITEM0090,1,1910.00,682.77,0.00,1910.00,orphan_foreign_key
OI000920857,ORD00169423,ITEM0132,2,410.00,163.26,0.00,820.00,orphan_foreign_key
OI000920915,ORD00169432,,1,165.00,108.74,0.00,165.00,missing_value
OI000920935,ORD00169435,ITEM0051,1,680.00,266.66,0.00,680.00,orphan_foreign_key
OI000920937,ORD00169435,ITEM0075,1,630.00,269.61,0.00,630.00,orphan_foreign_key
OI000921048,ORD00169457,ITEM0134,5,165.00,108.74,0.00,825.00,orphan_foreign_key
OI000921073,ORD00169463,ITEM0036,2,840.00,338.10,0.00,1680.00,orphan_foreign_key
OI000921074,ORD00169463,ITEM0050,1,1770.00,776.26,0.00,1770.00,orphan_foreign_key
OI000921245,ORD00169496,ITEM0124,2,190.00,131.48,0.00,380.00,orphan_foreign_key
OI000921246,ORD00169496,ITEM0126,2,160.00,72.53,0.00,320.00,orphan_foreign_key
OI000921247,ORD00169496,ITEM0129,1,600.00,188.49,0.00,600.00,orphan_foreign_key
OI000921248,ORD00169496,ITEM0133,3,180.00,78.35,0.00,540.00,orphan_foreign_key
OI000921249,ORD00169496,ITEM0151,4,65.00,45.19,0.00,260.00,orphan_foreign_key
OI000921262,ORD00169498,,2,750.00,235.61,0.00,1500.00,missing_value
OI000921319,ORD00169506,ITEM0048,1,1520.00,597.64,456.00,1064.00,orphan_foreign_key
OI000921320,ORD00169506,ITEM0054,1,1330.00,424.10,399.00,931.00,orphan_foreign_key
OI000921322,ORD00169506,ITEM0157,4,800.00,322.21,960.00,2240.00,orphan_foreign_key
OI000921386,ORD00169519,ITEM4721,1,165.00,108.74,0.00,165.00,orphan_foreign_key
OI000921486,ORD00169538,ITEM0134,-3,165.00,108.74,148.50,346.50,negative_quantity
OI000921500,ORD00169540,ITEM0082,2,2000.00,707.81,0.00,4000.00,orphan_foreign_key
OI000921592,ORD00169556,ITEM0050,1,1770.00,776.26,0.00,1770.00,orphan_foreign_key
OI000921596,ORD00169556,ITEM0135,1,105.00,69.46,0.00,105.00,orphan_foreign_key
OI000921749,ORD00169585,ITEM0020,-1,810.00,323.82,0.00,810.00,negative_quantity
OI000921836,ORD00169603,ITEM0126,3,160.00,72.53,144.00,336.00,orphan_foreign_key
OI000921873,ORD00169609,ITEM0054,2,1330.00,424.10,798.00,1862.00,orphan_foreign_key
OI000921921,ORD00169618,ITEM0101,2,1230.00,414.61,0.00,2460.00,orphan_foreign_key
