wastage_id,item_id,location_id,date,quantity_wasted,unit,cost_of_waste,reason,quarantine_reason
WST0025746,ITEM0099,LOC0020,2025-06-07,4.000,pcs,471.54,CustomerReturn,wastage_exceeds_prepared
WST0004701,ITEM0101,LOC0017,,1.000,pcs,383.91,Overproduction,invalid_date
WST0009339,ITEM0101,LOC6943,2025-02-27,1.000,pcs,414.61,Overproduction,invalid_restaurant_id
WST0059553,ITEM0102,LOC0002,2031-07-22,0.520,kg,928.97,Overproduction,invalid_date
WST0003809,ITEM0102,LOC0003,2025-01-24,3.090,kg,384.33,Overproduction,wastage_exceeds_prepared
WST0000902,ITEM0102,LOC0008,2025-01-06,8.250,kg,551.43,Overproduction,wastage_exceeds_prepared
WST0047852,ITEM0102,LOC0008,2025-10-17,1.870,kg,464.49,Spoilage,wastage_exceeds_prepared
WST0036879,ITEM0102,LOC0009,2025-08-13,1.520,kg,232.24,Overproduction,wastage_exceeds_prepared
WST0000261,ITEM0102,LOC0012,,0.370,kg,618.27,Spoilage,invalid_date
WST0002553,ITEM0102,LOC0012,,0.220,kg,367.62,Overproduction,invalid_date
WST0018462,ITEM0102,LOC0012,2031-07-22,0.150,kg,267.97,Overproduction,invalid_date
WST0055832,ITEM0102,LOC0013,2025-12-05,7.530,kg,911.11,Overproduction,wastage_exceeds_prepared
WST0000781,ITEM0102,LOC0017,2025-01-05,5.280,kg,451.17,Overproduction,wastage_exceeds_prepared
WST0009978,ITEM0102,LOC0022,2025-03-03,1.410,kg,217.23,PrepError,wastage_exceeds_prepared
WST0031260,ITEM0102,LOC0023,2025-07-11,1.390,kg,375.16,PrepError,wastage_exceeds_prepared
WST0056718,ITEM0102,LOC0023,2025-12-10,3.770,kg,1054.03,Spoilage,wastage_exceeds_prepared
WST0011662,ITEM0102,LOC0024,2025-03-13,1.230,kg,66.84,Overproduction,wastage_exceeds_prepared
WST0048432,ITEM0102,LOC0025,2025-10-20,1.620,kg,250.11,Overproduction,wastage_exceeds_prepared
WST0051357,ITEM0102,LOC0039,2025-11-08,0.250,kg,446.62,Expired,invalid_restaurant_id
WST0040168,ITEM0102,LOC2669,2025-08-31,0.150,kg,267.97,Overproduction,invalid_restaurant_id
WST0050066,ITEM0102,LOC5116,2025-10-31,0.100,kg,178.65,Overproduction,invalid_restaurant_id
WST0043007,ITEM0103,LOC6277,2025-09-17,0.020,kg,74.17,Overproduction,invalid_restaurant_id
WST0045638,ITEM0104,LOC0017,2025-10-03,1.120,kg,13.62,Expired,wastage_exceeds_prepared
WST0031693,ITEM0105,LOC9346,2025-07-14,0.010,kg,24.04,Expired,invalid_restaurant_id
WST0029086,ITEM0107,LOC0014,2025-06-28,1.160,kg,13.25,Overproduction,wastage_exceeds_prepared
WST0040519,ITEM0107,LOC9842,2025-09-02,0.050,kg,67.60,Overproduction,invalid_restaurant_id
WST0023704,ITEM0109,LOC0018,2025-05-26,1.910,kg,161.38,Expired,wastage_exceeds_prepared
WST0003090,ITEM0109,LOC0019,2025-01-19,1.320,kg,112.22,PrepError,wastage_exceeds_prepared
WST0016331,ITEM0110,LOC0012,2025-04-11,1.090,kg,15.96,Overproduction,wastage_exceeds_prepared
WST0035085,ITEM0111,LOC0017,2025-08-03,5.000,pcs,91.26,Overproduction,wastage_exceeds_prepared
WST0035136,ITEM0112,LOC0188,2025-08-03,1.000,pcs,140.73,PrepError,invalid_restaurant_id
WST0008463,ITEM0113,LOC0016,2025-02-22,16.000,pcs,193.08,Overproduction,wastage_exceeds_prepared
WST0044988,ITEM0113,LOC0020,2025-09-29,5.000,pcs,198.15,Expired,wastage_exceeds_prepared
WST0042646,ITEM0114,LOC3762,2025-09-15,1.000,pcs,86.95,Overproduction,invalid_restaurant_id
WST0010070,ITEM0115,LOC0011,1970-01-01,1.000,pcs,186.26,Spoilage,invalid_date
WST0020465,ITEM0115,LOC0025,2025-05-06,6.000,pcs,186.26,Expired,wastage_exceeds_prepared
WST0043124,ITEM0116,LOC0013,2027-11-05,1.000,pcs,142.86,PrepError,invalid_date
WST0041168,ITEM0116,LOC9370,2025-09-06,1.000,pcs,142.86,Spoilage,invalid_restaurant_id
WST0046474,ITEM0118,LOC0019,1900-01-01,1.000,pcs,333.71,PrepError,invalid_date
WST0048798,ITEM0118,LOC4802,2025-10-23,1.000,pcs,333.71,Overproduction,invalid_restaurant_id
WST0053263,ITEM0124,LOC0004,,0.110,liters,57.85,PrepError,invalid_date
WST0053317,ITEM0124,LOC0012,2025-11-20,1.710,liters,57.85,Overproduction,wastage_exceeds_prepared
WST0014351,ITEM0124,LOC0025,2025-03-29,1.860,liters,78.89,Expired,wastage_exceeds_prepared
WST0017147,ITEM0126,LOC0012,2025-04-16,1.270,liters,11.07,Overproduction,wastage_exceeds_prepared
WST0047372,ITEM0126,LOC0014,2025-10-14,1.440,liters,5.80,Overproduction,wastage_exceeds_prepared
WST0030603,ITEM0127,LOC0002,2025-07-08,1.070,liters,3.07,Expired,wastage_exceeds_prepared
WST0035652,ITEM0128,LOC7118,2025-08-06,0.010,liters,2.82,CustomerReturn,invalid_restaurant_id
WST0017982,ITEM0128,LOC9149,2025-04-21,0.020,liters,5.63,Overproduction,invalid_restaurant_id
WST0005049,ITEM0129,LOC0022,,0.070,liters,48.96,Spoilage,invalid_date
WST0002306,ITEM0132,LOC0002,,0.090,liters,54.98,Spoilage,invalid_date
WST0054983,ITEM0132,LOC0011,2099-12-31,0.160,liters,104.49,Spoilage,invalid_date
WST0009457,ITEM0133,LOC0020,2025-02-28,1.930,liters,20.50,Overproduction,wastage_exceeds_prepared
WST0006539,ITEM0134,LOC2366,2025-02-10,0.060,liters,18.10,Overproduction,invalid_restaurant_id
WST0056346,ITEM0135,LOC0019,2025-12-08,4.190,liters,11.91,Overproduction,wastage_exceeds_prepared
WST0002193,ITEM0138,LOC0009,2025-01-14,3.640,liters,97.18,Overproduction,wastage_exceeds_prepared
WST0014241,ITEM0141,LOC0010,2025-03-29,1.390,liters,37.98,CustomerReturn,wastage_exceeds_prepared
WST0052232,ITEM0141,LOC0018,2025-11-13,3.990,liters,33.24,CustomerReturn,wastage_exceeds_prepared
WST0056999,ITEM0143,LOC0016,2027-11-05,0.050,liters,26.80,Expired,invalid_date
WST0025556,ITEM0145,LOC0017,2027-11-05,0.030,liters,12.37,Overproduction,invalid_date
WST0018226,ITEM0146,LOC0001,2025-04-23,1.460,liters,34.45,CustomerReturn,wastage_exceeds_prepared
WST0002042,ITEM0146,LOC0010,,0.030,liters,16.15,Expired,invalid_date
WST0037111,ITEM0146,LOC0013,2025-08-14,1.210,liters,11.48,Expired,wastage_exceeds_prepared
WST0013798,ITEM0146,LOC0018,2025-03-26,1.230,liters,17.22,PrepError,wastage_exceeds_prepared
WST0042729,ITEM0146,LOC9898,2025-09-16,0.060,liters,35.54,Overproduction,invalid_restaurant_id
WST0044062,ITEM0148,LOC0008,2025-09-24,71.000,pcs,834.28,Overproduction,wastage_exceeds_prepared
WST0043314,ITEM0148,LOC0022,2025-09-19,36.000,pcs,208.57,Overproduction,wastage_exceeds_prepared
WST0022564,ITEM0148,LOC0023,2025-05-19,23.000,pcs,417.14,Overproduction,wastage_exceeds_prepared
WST0008848,ITEM0148,LOC6409,2025-02-25,3.000,pcs,601.02,Overproduction,invalid_restaurant_id
WST0000693,ITEM0150,LOC0004,2099-12-31,1.000,pcs,45.55,Overproduction,invalid_date
WST0017810,ITEM0150,LOC0012,2025-04-20,5.000,pcs,48.98,PrepError,wastage_exceeds_prepared
WST0051858,ITEM0150,LOC5096,2025-11-11,1.000,pcs,50.35,Overproduction,invalid_restaurant_id
WST0044482,ITEM0150,LOC5241,2025-09-26,1.000,pcs,50.35,PrepError,invalid_restaurant_id
WST0042915,ITEM0151,LOC0006,2025-09-17,5.000,pcs,45.19,Overproduction,wastage_exceeds_prepared
WST0047527,ITEM0152,LOC0009,2099-12-31,2.000,pcs,81.48,PrepError,invalid_date
WST0007116,ITEM0152,LOC0021,2025-02-13,14.000,pcs,36.25,PrepError,wastage_exceeds_prepared
WST0050325,ITEM0155,LOC0022,2025-11-01,20.000,pcs,95.85,Expired,wastage_exceeds_prepared
WST0006105,ITEM0156,LOC0018,2025-02-07,11.000,pcs,43.10,Overproduction,wastage_exceeds_prepared
WST0011624,ITEM0159,LOC0019,2025-03-13,5.000,pcs,181.98,CustomerReturn,wastage_exceeds_prepared
WST0027737,ITEM0159,LOC1261,2025-06-20,1.000,pcs,192.62,Overproduction,invalid_restaurant_id
WST0038483,ITEM0159,LOC2603,2025-08-21,1.000,pcs,192.62,Spoilage,invalid_restaurant_id
WST0008565,ITEM0159,LOC9405,2025-02-23,1.000,pcs,181.98,Overproduction,invalid_restaurant_id
WST0037054,ITEM0160,LOC0005,2025-08-14,12.000,pcs,46.24,Spoilage,wastage_exceeds_prepared
WST0012848,ITEM0160,LOC0025,2025-03-20,4.000,pcs,46.24,PrepError,wastage_exceeds_prepared
WST0032732,,LOC0001,2025-07-21,0.040,liters,12.54,Overproduction,missing_value
WST0001232,,LOC0002,2025-01-08,0.670,kg,641.37,Spoilage,missing_value
WST0027259,,LOC0002,2025-06-17,0.030,liters,14.36,PrepError,missing_value
WST0009180,,LOC0003,2025-02-27,0.100,liters,49.53,Expired,missing_value
WST0020993,,LOC0004,2025-05-10,1.270,kg,1455.19,Overproduction,missing_value
WST0006168,,LOC0005,2025-02-08,0.020,kg,22.92,Overproduction,missing_value
WST0041830,,LOC0005,2025-09-10,0.700,kg,836.70,Spoilage,missing_value
WST0005406,,LOC0006,2025-02-03,0.040,kg,37.46,Spoilage,missing_value
WST0006488,,LOC0006,2025-02-10,1.000,pcs,200.14,Expired,missing_value
WST0018264,,LOC0006,2025-04-23,1.000,pcs,402.60,Overproduction,missing_value
WST0035721,,LOC0006,2025-08-07,0.010,kg,4.56,Expired,missing_value
WST0004810,,LOC0007,2025-01-30,1.000,pcs,499.44,Expired,missing_value
WST0015490,,LOC0007,2025-04-06,0.010,kg,9.99,Overproduction,missing_value
WST0018710,,LOC0007,2025-04-26,0.070,liters,55.15,Overproduction,missing_value
WST0028587,,LOC0007,2025-06-25,0.490,kg,583.62,Overproduction,missing_value
WST0032460,,LOC0007,2025-07-19,1.000,pcs,536.56,Overproduction,missing_value
WST0027446,,LOC0008,2025-06-18,1.000,pcs,200.14,Overproduction,missing_value
WST0025673,,LOC0009,2025-06-07,0.140,kg,250.11,Overproduction,missing_value
WST0034841,,LOC0009,2025-08-02,0.140,kg,250.11,Overproduction,missing_value
WST0056615,,LOC0009,2025-12-10,1.000,pcs,465.66,Overproduction,missing_value
WST0057426,,LOC0010,2025-12-15,1.000,pcs,269.61,Overproduction,missing_value
WST0004833,,LOC0011,2025-01-30,1.000,pcs,166.20,CustomerReturn,missing_value
WST0030817,,LOC0011,2025-07-09,1.000,pcs,702.28,Spoilage,missing_value
WST0041385,,LOC0011,2025-09-07,0.310,kg,362.87,Overproduction,missing_value
WST0054972,,LOC0011,2025-11-30,0.010,liters,6.15,Expired,missing_value
WST0054977,,LOC0011,2025-11-30,0.210,kg,178.12,PrepError,missing_value
WST0016326,,LOC0012,2025-04-11,1.000,pcs,110.76,CustomerReturn,missing_value
WST0021208,,LOC0012,2025-05-11,1.000,pcs,200.14,Overproduction,missing_value
WST0046586,,LOC0012,2025-10-09,0.390,kg,466.16,Overproduction,missing_value
WST0047194,,LOC0012,2025-10-13,0.060,liters,36.94,PrepError,missing_value
WST0000756,,LOC0014,2025-01-05,2.960,kg,3215.27,Expired,missing_value
WST0055675,,LOC0015,2025-12-04,0.140,liters,72.26,Overproduction,missing_value
WST0023528,,LOC0017,2025-05-25,0.070,liters,29.64,Overproduction,missing_value
WST0041735,,LOC0017,2025-09-09,0.050,kg,31.44,Spoilage,missing_value
WST0058596,,LOC0017,2025-12-22,1.000,pcs,192.62,Overproduction,missing_value
WST0035434,,LOC0018,2025-08-05,0.920,kg,919.45,Spoilage,missing_value
WST0039185,,LOC0018,2025-08-25,5.000,pcs,1000.70,Overproduction,missing_value
WST0041915,,LOC0018,2025-09-10,1.000,pcs,294.74,Overproduction,missing_value
WST0059154,,LOC0018,2025-12-25,0.070,kg,18.93,Expired,missing_value
WST0006937,,LOC0019,2025-02-12,0.320,liters,165.42,PrepError,missing_value
WST0021091,,LOC0019,2025-05-10,0.040,kg,129.63,Overproduction,missing_value
WST0026722,,LOC0019,2025-06-13,0.030,liters,18.46,Overproduction,missing_value
WST0028027,,LOC0019,2025-06-21,0.030,kg,249.00,Expired,missing_value
WST0051888,,LOC0019,2025-11-11,1.000,pcs,160.88,Overproduction,missing_value
WST0060253,,LOC0020,2025-12-31,0.500,kg,510.03,Spoilage,missing_value
WST0016883,,LOC0021,2025-04-14,1.000,pcs,169.51,CustomerReturn,missing_value
WST0058295,,LOC0022,2025-12-20,0.830,kg,846.66,Overproduction,missing_value
WST0032880,,LOC0023,2025-07-21,0.140,liters,49.51,Expired,missing_value
WST0058829,,LOC0024,2025-12-23,1.000,pcs,50.35,Overproduction,missing_value
WST0048116,,LOC0025,2025-10-18,1.210,kg,1446.29,Overproduction,missing_value
WST0013394,ITEM0001,LOC0013,2025-03-24,5.000,pcs,93.07,PrepError,wastage_exceeds_prepared
WST0010378,ITEM0003,LOC0009,2025-03-06,4.000,pcs,139.35,Spoilage,wastage_exceeds_prepared
WST0037770,ITEM0003,LOC0010,,2.000,pcs,278.70,Expired,invalid_date
WST0000212,ITEM0003,LOC5916,2025-01-02,2.000,pcs,267.48,Overproduction,invalid_restaurant_id
WST0031314,ITEM0004,LOC0007,2025-07-12,21.000,pcs,214.30,Overproduction,wastage_exceeds_prepared
WST0047247,ITEM0005,LOC0022,2025-10-13,3.000,pcs,149.00,Overproduction,wastage_exceeds_prepared
WST0056391,ITEM0005,LOC0025,2025-12-08,3.000,pcs,149.00,Overproduction,wastage_exceeds_prepared
WST0017128,ITEM0005,LOC4950,2025-04-16,1.000,pcs,149.00,Overproduction,invalid_restaurant_id
WST0005726,ITEM0007,LOC0007,2025-02-05,4.000,pcs,711.90,Overproduction,wastage_exceeds_prepared
WST0044670,ITEM0007,LOC0020,2027-11-05,1.000,pcs,711.90,Overproduction,invalid_date
WST0049001,ITEM0007,LOC6313,2025-10-24,1.000,pcs,711.90,PrepError,invalid_restaurant_id
WST0035138,ITEM0008,LOC0001,,1.000,pcs,157.77,Spoilage,invalid_date
WST0054072,ITEM0009,LOC0005,2025-11-25,3.000,pcs,185.03,Spoilage,wastage_exceeds_prepared
WST0051552,ITEM0011,LOC7442,2025-11-09,1.000,pcs,340.59,Overproduction,invalid_restaurant_id
WST0013886,ITEM0012,LOC0007,2025-03-27,6.000,pcs,402.60,PrepError,wastage_exceeds_prepared
WST0016797,ITEM0014,LOC0010,2025-04-14,1.170,liters,12.00,CustomerReturn,wastage_exceeds_prepared
WST0049435,ITEM0019,LOC0014,,0.020,liters,10.32,Expired,invalid_date
WST0014423,ITEM0020,LOC0012,2025-03-30,1.270,liters,75.56,Spoilage,wastage_exceeds_prepared
WST0055517,ITEM0020,LOC9730,2025-12-03,0.230,liters,248.26,CustomerReturn,invalid_restaurant_id
WST0046654,ITEM0021,LOC0021,,0.030,liters,18.47,Overproduction,invalid_date
WST0032899,ITEM0023,LOC0002,2031-07-22,1.000,pcs,200.14,Overproduction,invalid_date
WST0014991,ITEM0023,LOC0003,2025-04-03,5.000,pcs,200.14,Overproduction,wastage_exceeds_prepared
WST0027918,ITEM0023,LOC0003,2025-06-21,8.000,pcs,200.14,Overproduction,wastage_exceeds_prepared
WST0055610,ITEM0023,LOC0005,2025-12-04,3.000,pcs,200.14,Expired,wastage_exceeds_prepared
WST0036863,ITEM0023,LOC0008,2099-12-31,3.000,pcs,600.42,Spoilage,invalid_date
WST0010728,ITEM0023,LOC0009,2025-03-08,8.000,pcs,200.14,Overproduction,wastage_exceeds_prepared
WST0035393,ITEM0023,LOC0012,2025-08-05,5.000,pcs,400.28,Spoilage,wastage_exceeds_prepared
WST0002870,ITEM0023,LOC0013,,1.000,pcs,186.99,Overproduction,invalid_date
WST0035216,ITEM0023,LOC0013,,2.000,pcs,400.28,Overproduction,invalid_date
WST0010760,ITEM0023,LOC0015,2025-03-08,4.000,pcs,200.14,Spoilage,wastage_exceeds_prepared
WST0027644,ITEM0023,LOC0015,2025-06-19,5.000,pcs,200.14,Overproduction,wastage_exceeds_prepared
WST0046902,ITEM0023,LOC0015,2025-10-11,8.000,pcs,200.14,Overproduction,wastage_exceeds_prepared
WST0009285,ITEM0023,LOC0018,2025-02-27,15.000,pcs,400.28,Expired,wastage_exceeds_prepared
WST0031705,ITEM0023,LOC0020,2025-07-14,5.000,pcs,200.14,CustomerReturn,wastage_exceeds_prepared
WST0050951,ITEM0023,LOC0020,2025-11-05,7.000,pcs,400.28,Expired,wastage_exceeds_prepared
WST0022222,ITEM0023,LOC0021,2025-05-17,4.000,pcs,200.14,Overproduction,wastage_exceeds_prepared
WST0046815,ITEM0023,LOC0022,,1.000,pcs,200.14,Overproduction,invalid_date
WST0000818,ITEM0023,LOC0023,2025-01-05,21.000,pcs,560.97,Spoilage,wastage_exceeds_prepared
WST0044350,ITEM0023,LOC0024,2025-09-25,3.000,pcs,200.14,PrepError,wastage_exceeds_prepared
WST0060283,ITEM0023,LOC0025,1970-01-01,1.000,pcs,200.14,Spoilage,invalid_date
WST0027889,ITEM0023,LOC0025,2027-11-05,1.000,pcs,200.14,Expired,invalid_date
WST0011315,ITEM0023,LOC9865,2025-03-12,1.000,pcs,200.14,Spoilage,invalid_restaurant_id
WST0008683,ITEM0024,LOC0004,2027-11-05,1.000,pcs,275.47,Spoilage,invalid_date
WST0016871,ITEM0024,LOC0020,2027-11-05,1.000,pcs,275.47,Overproduction,invalid_date
WST0040825,ITEM0024,LOC0023,2025-09-03,4.000,pcs,285.28,PrepError,wastage_exceeds_prepared
WST0034329,ITEM0026,LOC0013,,1.000,pcs,239.70,Expired,invalid_date
WST0053322,ITEM0027,LOC0013,2025-11-20,8.000,pcs,144.90,Overproduction,wastage_exceeds_prepared
WST0030412,ITEM0028,LOC0023,,1.000,pcs,160.88,Spoilage,invalid_date
WST0037865,ITEM0029,LOC0021,,1.000,pcs,312.12,Overproduction,invalid_date
WST0020576,ITEM0031,LOC7235,2025-05-07,1.000,pcs,364.08,Spoilage,invalid_restaurant_id
WST0051688,ITEM0032,LOC0012,2025-11-10,2.340,kg,23.77,Expired,wastage_exceeds_prepared
WST0018812,ITEM0032,LOC0022,1900-01-01,0.080,kg,95.06,Overproduction,invalid_date
WST0035140,ITEM0032,LOC2175,2025-08-04,0.090,kg,106.94,Overproduction,invalid_restaurant_id
WST0017740,ITEM0033,LOC0001,2025-04-20,2.140,kg,189.89,Spoilage,wastage_exceeds_prepared
WST0033597,ITEM0033,LOC0004,2025-07-26,1.400,kg,189.89,PrepError,wastage_exceeds_prepared
WST0008118,ITEM0033,LOC0009,2025-02-20,2.110,kg,181.88,Spoilage,wastage_exceeds_prepared
WST0004035,ITEM0033,LOC0014,2025-01-25,4.180,kg,469.06,Overproduction,wastage_exceeds_prepared
WST0010098,ITEM0033,LOC0016,,0.190,kg,181.88,Overproduction,invalid_date
WST0038417,ITEM0033,LOC0017,2025-08-21,15.080,kg,939.44,Overproduction,wastage_exceeds_prepared
WST0025237,ITEM0033,LOC0021,2025-06-04,1.520,kg,109.93,Expired,wastage_exceeds_prepared
WST0006776,ITEM0033,LOC0022,2025-02-11,4.700,kg,536.07,PrepError,wastage_exceeds_prepared
WST0009469,ITEM0033,LOC0023,2025-02-28,4.260,kg,296.75,Spoilage,wastage_exceeds_prepared
WST0005692,ITEM0033,LOC0024,2025-02-04,2.100,kg,86.15,Expired,wastage_exceeds_prepared
WST0046824,ITEM0033,LOC0024,2025-10-10,1.870,kg,173.41,PrepError,wastage_exceeds_prepared
WST0023872,ITEM0033,LOC0948,2025-05-27,0.490,kg,489.71,Overproduction,invalid_restaurant_id
WST0052798,ITEM0033,LOC5420,2025-11-17,0.440,kg,448.83,Overproduction,invalid_restaurant_id
WST0024792,ITEM0033,LOC8295,2025-06-02,0.690,kg,689.59,Spoilage,invalid_restaurant_id
WST0013117,ITEM0033,LOC9882,2025-03-22,0.290,kg,289.83,Overproduction,invalid_restaurant_id
WST0001505,ITEM0034,LOC0021,2025-01-09,1.950,kg,14.08,CustomerReturn,wastage_exceeds_prepared
WST0001415,ITEM0035,LOC5230,2025-01-09,0.070,kg,89.06,Overproduction,invalid_restaurant_id
WST0055519,ITEM0035,LOC6827,2025-12-03,0.050,kg,69.68,Overproduction,invalid_restaurant_id
WST0051281,ITEM0036,LOC0021,2025-11-07,2.640,kg,11.27,Overproduction,wastage_exceeds_prepared
WST0046694,ITEM0037,LOC0003,2025-10-10,1.310,kg,99.55,Overproduction,wastage_exceeds_prepared
WST0041921,ITEM0037,LOC6291,2025-09-10,0.060,kg,199.10,CustomerReturn,invalid_restaurant_id
WST0014076,ITEM0038,LOC0010,2025-03-28,1.250,kg,149.12,Spoilage,wastage_exceeds_prepared
WST0018424,ITEM0040,LOC0007,2025-04-24,1.360,kg,60.42,Overproduction,wastage_exceeds_prepared
WST0027548,ITEM0041,LOC5103,2025-06-18,0.140,kg,231.44,PrepError,invalid_restaurant_id
WST0034828,ITEM0042,LOC0008,,0.030,kg,249.00,Overproduction,invalid_date
WST0009940,ITEM0042,LOC0018,1900-01-01,0.060,kg,476.82,Overproduction,invalid_date
WST0026572,ITEM0042,LOC0309,2025-06-12,0.080,kg,664.01,Expired,invalid_restaurant_id
WST0048923,ITEM0042,LOC2378,2025-10-24,0.020,kg,173.13,CustomerReturn,invalid_restaurant_id
WST0009075,ITEM0043,LOC0014,2025-02-26,1.180,kg,320.08,Expired,wastage_exceeds_prepared
WST0046028,ITEM0045,LOC0002,2025-10-06,7.900,kg,1048.13,Spoilage,wastage_exceeds_prepared
WST0012692,ITEM0045,LOC0003,2099-12-31,2.500,kg,2977.65,Overproduction,invalid_date
WST0054768,ITEM0045,LOC0004,2025-11-29,11.140,kg,857.56,Overproduction,wastage_exceeds_prepared
WST0013890,ITEM0045,LOC0007,2025-03-27,6.580,kg,1500.74,Overproduction,wastage_exceeds_prepared
WST0010213,ITEM0045,LOC0009,2025-03-05,12.680,kg,1226.79,Overproduction,wastage_exceeds_prepared
WST0035188,ITEM0045,LOC0009,2025-08-04,8.810,kg,3251.59,PrepError,wastage_exceeds_prepared
WST0025170,ITEM0045,LOC0011,2025-06-04,2.870,kg,404.96,Overproduction,wastage_exceeds_prepared
WST0056139,ITEM0045,LOC0012,2025-12-07,4.590,kg,1119.60,Spoilage,wastage_exceeds_prepared
WST0020075,ITEM0045,LOC0015,2025-05-04,4.870,kg,440.69,Overproduction,wastage_exceeds_prepared
WST0055678,ITEM0045,LOC0015,2025-12-04,4.640,kg,1262.52,Overproduction,wastage_exceeds_prepared
WST0006405,ITEM0045,LOC0017,2025-02-09,5.050,kg,333.50,Expired,wastage_exceeds_prepared
WST0019822,ITEM0045,LOC0024,2025-05-02,3.360,kg,726.55,PrepError,wastage_exceeds_prepared
WST0025057,ITEM0045,LOC0330,2025-06-03,0.790,kg,940.94,Expired,invalid_restaurant_id
WST0021204,ITEM0045,LOC2560,2025-05-11,0.190,kg,226.30,Expired,invalid_restaurant_id
WST0017852,ITEM0045,LOC3552,2025-04-20,0.280,kg,333.50,Expired,invalid_restaurant_id
WST0041717,ITEM0045,LOC6887,2025-09-09,0.360,kg,428.78,Spoilage,invalid_restaurant_id
WST0042321,ITEM0045,LOC7342,2025-09-13,0.380,kg,452.60,PrepError,invalid_restaurant_id
WST0022258,ITEM0046,LOC0002,,0.500,kg,1088.75,Spoilage,invalid_date
WST0046349,ITEM0046,LOC0002,,0.350,kg,781.03,Expired,invalid_date
WST0041529,ITEM0046,LOC0011,2025-09-08,1.900,kg,357.04,Overproduction,wastage_exceeds_prepared
WST0054125,ITEM0046,LOC0014,2031-07-22,0.320,kg,714.09,Spoilage,invalid_date
WST0044291,ITEM0046,LOC0015,2031-07-22,0.470,kg,1048.81,Spoilage,invalid_date
WST0011258,ITEM0046,LOC0016,2025-03-11,7.200,kg,1219.40,Overproduction,wastage_exceeds_prepared
WST0054844,ITEM0046,LOC0016,2025-11-29,14.910,kg,1986.05,PrepError,wastage_exceeds_prepared
WST0015411,ITEM0046,LOC0017,,0.480,kg,1045.20,Overproduction,invalid_date
WST0021925,ITEM0046,LOC0020,,0.560,kg,1219.40,Overproduction,invalid_date
WST0037658,ITEM0046,LOC0020,2025-08-17,19.310,kg,8013.20,Overproduction,wastage_exceeds_prepared
WST0022900,ITEM0046,LOC0021,2025-05-21,1.810,kg,871.00,Expired,wastage_exceeds_prepared
WST0050481,ITEM0046,LOC0023,2025-11-02,3.030,kg,1673.64,Spoilage,wastage_exceeds_prepared
WST0018038,ITEM0046,LOC0024,2025-04-21,7.310,kg,958.10,Expired,wastage_exceeds_prepared
WST0038507,ITEM0046,LOC2308,2025-08-22,0.860,kg,1872.65,Overproduction,invalid_restaurant_id
WST0022607,ITEM0046,LOC3301,2025-05-20,0.340,kg,740.35,Spoilage,invalid_restaurant_id
WST0013792,ITEM0046,LOC7256,2025-03-26,0.760,kg,1654.90,Overproduction,invalid_restaurant_id
WST0007455,ITEM0046,LOC8145,2025-02-16,0.360,kg,783.90,Expired,invalid_restaurant_id
WST0018861,ITEM0046,LOC8520,2025-04-27,0.250,kg,544.38,Spoilage,invalid_restaurant_id
WST0047197,ITEM0047,LOC0012,2031-07-22,0.070,kg,87.82,PrepError,invalid_date
WST0016585,ITEM0048,LOC0003,1970-01-01,0.960,kg,1099.99,Overproduction,invalid_date
WST0039454,ITEM0048,LOC0003,2025-08-27,17.910,kg,1764.56,Overproduction,wastage_exceeds_prepared
WST0048947,ITEM0048,LOC0006,,0.510,kg,609.59,Overproduction,invalid_date
WST0004642,ITEM0048,LOC0009,2025-01-29,3.370,kg,401.91,Overproduction,wastage_exceeds_prepared
WST0026664,ITEM0048,LOC0009,2025-06-13,11.550,kg,1776.02,Overproduction,wastage_exceeds_prepared
WST0007826,ITEM0048,LOC0012,,0.330,kg,378.12,CustomerReturn,invalid_date
WST0011561,ITEM0048,LOC0012,2025-03-13,6.040,kg,618.74,Overproduction,wastage_exceeds_prepared
WST0038385,ITEM0048,LOC0012,2025-08-21,4.560,kg,1111.45,Overproduction,wastage_exceeds_prepared
WST0030525,ITEM0048,LOC0014,2025-07-07,2.840,kg,836.45,PrepError,wastage_exceeds_prepared
WST0012600,ITEM0048,LOC0015,2025-03-19,7.130,kg,538.54,Overproduction,wastage_exceeds_prepared
WST0002246,ITEM0048,LOC0019,2025-01-14,7.740,kg,553.98,Spoilage,wastage_exceeds_prepared
WST0023732,ITEM0048,LOC0022,1900-01-01,0.490,kg,561.45,Spoilage,invalid_date
WST0023742,ITEM0048,LOC0367,2025-05-26,0.520,kg,595.83,Spoilage,invalid_restaurant_id
WST0027535,ITEM0048,LOC7772,2025-06-18,0.920,kg,1054.15,CustomerReturn,invalid_restaurant_id
WST0050492,ITEM0048,LOC7930,2025-11-02,0.240,kg,286.87,Expired,invalid_restaurant_id
WST0002424,ITEM0048,LOC8513,2025-01-15,0.920,kg,999.34,Overproduction,invalid_restaurant_id
WST0036945,ITEM0049,LOC0017,1900-01-01,0.600,kg,1328.51,Overproduction,invalid_date
WST0047861,ITEM0051,LOC7469,2025-10-17,0.030,kg,16.00,Spoilage,invalid_restaurant_id
WST0046714,ITEM0053,LOC4870,2025-10-10,0.100,kg,121.15,Overproduction,invalid_restaurant_id
WST0037566,ITEM0054,LOC8636,2025-08-17,0.320,kg,261.97,Expired,invalid_restaurant_id
WST0024052,ITEM0055,LOC0017,2025-05-28,1.720,kg,141.21,Spoilage,wastage_exceeds_prepared
