wastage_id,item_id,location_id,date,quantity_wasted,unit,cost_of_waste,reason
WST0009513,ITEM0052,LOC0004,2025-03-01,0.080,kg,50.31,Expired
WST0021182,ITEM0052,LOC0008,2025-05-11,0.040,kg,25.16,Expired
WST0017126,ITEM0052,LOC0009,2025-04-16,0.070,kg,44.02,Overproduction
WST0038556,ITEM0052,LOC0009,2025-08-22,0.050,kg,31.44,Overproduction
WST0053938,ITEM0052,LOC0009,2025-11-24,0.090,kg,56.60,Expired
WST0000935,ITEM0052,LOC0012,2025-01-06,0.130,kg,77.60,CustomerReturn
WST0025176,ITEM0052,LOC0012,2025-06-04,0.080,kg,50.31,Overproduction
WST0016858,ITEM0052,LOC0017,2025-04-14,0.070,kg,44.02,Spoilage
WST0022881,ITEM0052,LOC0017,2025-05-21,0.010,kg,6.29,Expired
WST0039179,ITEM0052,LOC0017,2025-08-25,0.230,kg,144.65,Expired
WST0055854,ITEM0052,LOC0017,2025-12-05,0.050,kg,31.44,Overproduction
WST0039914,ITEM0052,LOC0018,2025-08-29,0.160,kg,100.62,Expired
WST0011814,ITEM0052,LOC0021,2025-03-14,0.050,kg,31.44,Expired
WST0040290,ITEM0052,LOC0021,2025-08-31,0.070,kg,44.02,Expired
WST0060263,ITEM0052,LOC0021,2025-12-31,0.060,kg,37.73,Overproduction
WST0026903,ITEM0052,LOC0023,2025-06-14,0.060,kg,37.73,Overproduction
WST0026261,ITEM0052,LOC0025,2025-06-10,0.050,kg,31.44,PrepError
WST0040832,ITEM0052,LOC0025,2025-09-03,0.050,kg,31.44,Expired
WST0027072,ITEM0053,LOC0001,2025-06-16,0.020,kg,23.15,Overproduction
WST0010337,ITEM0053,LOC0002,2025-03-06,0.030,kg,34.73,Overproduction
WST0041643,ITEM0053,LOC0003,2025-09-09,0.070,kg,84.81,Expired
WST0049238,ITEM0053,LOC0006,2025-10-26,0.020,kg,24.23,Overproduction
WST0003500,ITEM0053,LOC0009,2025-01-22,0.060,kg,66.16,Spoilage
WST0055808,ITEM0053,LOC0009,2025-12-05,0.110,kg,133.27,Overproduction
WST0059283,ITEM0053,LOC0010,2025-12-26,0.020,kg,24.23,Overproduction
WST0053953,ITEM0053,LOC0011,2025-11-24,0.030,kg,36.35,Spoilage
WST0022475,ITEM0053,LOC0012,2025-05-19,0.010,kg,11.58,Spoilage
WST0015869,ITEM0053,LOC0016,2025-04-08,0.050,kg,57.88,Expired
WST0038423,ITEM0053,LOC0017,2025-08-21,0.140,kg,162.06,Overproduction
WST0051105,ITEM0053,LOC0017,2025-11-06,0.060,kg,72.69,PrepError
WST0034383,ITEM0053,LOC0020,2025-07-30,0.050,kg,57.88,Overproduction
WST0033204,ITEM0053,LOC0021,2025-07-23,0.050,kg,57.88,PrepError
WST0044176,ITEM0053,LOC0023,2025-09-24,0.070,kg,84.81,Overproduction
WST0018662,ITEM0053,LOC0024,2025-04-25,0.030,kg,34.73,Expired
WST0010685,ITEM0054,LOC0002,2025-03-08,0.190,kg,155.55,Overproduction
WST0020003,ITEM0054,LOC0002,2025-05-04,0.030,kg,24.56,CustomerReturn
WST0034611,ITEM0054,LOC0002,2025-08-01,0.120,kg,98.24,Expired
WST0051157,ITEM0054,LOC0002,2025-11-07,0.190,kg,161.16,Spoilage
WST0024586,ITEM0054,LOC0003,2025-06-01,0.390,kg,319.28,Expired
WST0037040,ITEM0054,LOC0004,2025-08-14,0.780,kg,638.55,Expired
WST0042740,ITEM0054,LOC0004,2025-09-16,0.450,kg,381.69,Spoilage
WST0009199,ITEM0054,LOC0005,2025-02-27,0.260,kg,212.85,Spoilage
WST0053780,ITEM0054,LOC0008,2025-11-23,0.050,kg,42.41,Overproduction
WST0037979,ITEM0054,LOC0009,2025-08-19,0.130,kg,106.43,Expired
WST0018311,ITEM0054,LOC0011,2025-04-23,0.350,kg,286.53,Overproduction
WST0021205,ITEM0054,LOC0011,2025-05-11,0.230,kg,188.29,Expired
WST0059119,ITEM0054,LOC0013,2025-12-25,0.140,kg,118.75,Spoilage
WST0035238,ITEM0054,LOC0016,2025-08-04,0.070,kg,57.31,CustomerReturn
WST0016860,ITEM0054,LOC0018,2025-04-14,0.040,kg,32.75,Overproduction
WST0051729,ITEM0054,LOC0018,2025-11-10,0.210,kg,178.12,Overproduction
WST0028672,ITEM0054,LOC0019,2025-06-25,0.280,kg,229.22,PrepError
WST0044329,ITEM0054,LOC0021,2025-09-25,0.240,kg,203.57,Overproduction
WST0053040,ITEM0054,LOC0021,2025-11-18,0.090,kg,76.34,Overproduction
WST0013277,ITEM0054,LOC0022,2025-03-23,0.140,kg,114.61,Overproduction
WST0027228,ITEM0054,LOC0022,2025-06-16,0.170,kg,139.17,PrepError
WST0009348,ITEM0055,LOC0001,2025-02-28,0.350,kg,159.43,Overproduction
WST0054218,ITEM0055,LOC0001,2025-11-26,1.030,kg,485.36,Spoilage
WST0015772,ITEM0055,LOC0002,2025-04-08,0.020,kg,9.11,CustomerReturn
WST0003656,ITEM0055,LOC0005,2025-01-23,0.520,kg,226.62,Overproduction
WST0004300,ITEM0055,LOC0006,2025-01-27,0.140,kg,61.01,PrepError
WST0011523,ITEM0055,LOC0006,2025-03-13,0.020,kg,9.11,PrepError
WST0022436,ITEM0055,LOC0007,2025-05-19,0.250,kg,113.88,Overproduction
WST0058062,ITEM0055,LOC0012,2025-12-19,0.380,kg,179.06,Overproduction
WST0016036,ITEM0055,LOC0015,2025-04-09,0.200,kg,91.10,Overproduction
WST0016837,ITEM0055,LOC0015,2025-04-14,0.300,kg,136.66,Overproduction
WST0000603,ITEM0055,LOC0016,2025-01-04,0.040,kg,17.43,Overproduction
WST0003237,ITEM0055,LOC0016,2025-01-20,0.360,kg,156.89,Spoilage
WST0052222,ITEM0055,LOC0016,2025-11-13,0.090,kg,42.41,Expired
WST0059831,ITEM0055,LOC0016,2025-12-29,0.420,kg,197.91,Expired
WST0008620,ITEM0055,LOC0018,2025-02-23,0.330,kg,150.32,Overproduction
WST0046477,ITEM0055,LOC0020,2025-10-08,0.100,kg,47.12,CustomerReturn
WST0034924,ITEM0055,LOC0021,2025-08-02,0.090,kg,41.00,Overproduction
WST0035006,ITEM0056,LOC0007,2025-08-03,0.420,kg,393.30,Spoilage
WST0060169,ITEM0056,LOC0011,2025-12-31,0.020,kg,18.73,CustomerReturn
WST0007994,ITEM0056,LOC0013,2025-02-19,0.110,kg,103.01,Expired
WST0047570,ITEM0056,LOC0016,2025-10-15,0.230,kg,215.38,Overproduction
WST0048363,ITEM0056,LOC0017,2025-10-20,0.070,kg,65.55,Overproduction
WST0054867,ITEM0056,LOC0019,2025-11-29,0.030,kg,28.09,Overproduction
WST0016409,ITEM0056,LOC0024,2025-04-11,0.050,kg,46.82,PrepError
WST0049341,ITEM0056,LOC0024,2025-10-26,0.010,kg,9.36,Overproduction
WST0015476,ITEM0057,LOC0003,2025-04-06,0.150,kg,167.62,PrepError
WST0019213,ITEM0057,LOC0004,2025-04-29,0.080,kg,89.40,PrepError
WST0041166,ITEM0057,LOC0005,2025-09-06,0.040,kg,46.82,Overproduction
WST0008416,ITEM0057,LOC0008,2025-02-22,0.040,kg,42.56,Expired
WST0038159,ITEM0057,LOC0008,2025-08-20,0.280,kg,312.89,Overproduction
WST0049915,ITEM0057,LOC0010,2025-10-30,0.180,kg,210.70,Spoilage
WST0032003,ITEM0057,LOC0014,2025-07-16,0.090,kg,100.57,Expired
WST0055584,ITEM0058,LOC0001,2025-12-04,0.030,kg,29.41,Overproduction
WST0039282,ITEM0058,LOC0005,2025-08-26,0.150,kg,141.97,Expired
WST0001293,ITEM0058,LOC0010,2025-01-08,0.060,kg,53.36,PrepError
WST0021365,ITEM0058,LOC0010,2025-05-12,0.100,kg,94.64,Expired
WST0042804,ITEM0058,LOC0013,2025-09-16,0.100,kg,98.05,Overproduction
WST0054517,ITEM0058,LOC0017,2025-11-27,0.050,kg,49.02,Overproduction
WST0025234,ITEM0058,LOC0020,2025-06-04,0.010,kg,9.46,PrepError
WST0039028,ITEM0058,LOC0024,2025-08-24,0.130,kg,123.04,CustomerReturn
WST0028271,ITEM0059,LOC0007,2025-06-23,0.010,kg,7.95,Expired
WST0056640,ITEM0059,LOC0013,2025-12-10,0.080,kg,63.58,Expired
WST0058965,ITEM0059,LOC0017,2025-12-24,0.050,kg,39.74,Expired
WST0048403,ITEM0059,LOC0022,2025-10-20,0.010,kg,7.95,Spoilage
WST0009332,ITEM0059,LOC0023,2025-02-27,0.090,kg,66.25,Overproduction
WST0056214,ITEM0059,LOC0025,2025-12-07,0.010,kg,7.95,Spoilage
WST0003462,ITEM0060,LOC0003,2025-01-22,0.110,kg,84.00,Overproduction
WST0041030,ITEM0060,LOC0007,2025-09-05,0.060,kg,49.98,Spoilage
WST0022637,ITEM0060,LOC0009,2025-05-20,0.130,kg,105.10,Overproduction
WST0001891,ITEM0060,LOC0010,2025-01-12,0.040,kg,30.54,Overproduction
WST0002694,ITEM0060,LOC0010,2025-01-17,0.020,kg,15.27,Spoilage
WST0031802,ITEM0060,LOC0010,2025-07-15,0.050,kg,40.42,Overproduction
WST0032140,ITEM0060,LOC0010,2025-07-17,0.040,kg,32.34,PrepError
WST0020566,ITEM0060,LOC0013,2025-05-07,0.010,kg,8.08,Overproduction
WST0043757,ITEM0060,LOC0013,2025-09-22,0.140,kg,116.61,Overproduction
WST0057158,ITEM0060,LOC0017,2025-12-13,0.020,kg,16.66,CustomerReturn
WST0001351,ITEM0060,LOC0020,2025-01-08,0.080,kg,61.09,Overproduction
WST0019645,ITEM0060,LOC0020,2025-05-01,0.260,kg,210.20,Expired
WST0014005,ITEM0060,LOC0024,2025-03-27,0.010,kg,8.08,Overproduction
WST0025286,ITEM0061,LOC0001,2025-06-05,0.060,kg,54.56,Overproduction
WST0037349,ITEM0061,LOC0001,2025-08-16,0.280,kg,254.62,Overproduction
WST0039801,ITEM0061,LOC0002,2025-08-29,0.250,kg,227.34,Overproduction
WST0024119,ITEM0061,LOC0003,2025-05-29,0.210,kg,190.96,Expired
WST0014548,ITEM0061,LOC0006,2025-03-31,0.220,kg,200.06,Overproduction
WST0027943,ITEM0061,LOC0006,2025-06-21,0.090,kg,81.84,CustomerReturn
WST0000897,ITEM0061,LOC0007,2025-01-06,0.090,kg,77.67,PrepError
WST0048814,ITEM0061,LOC0009,2025-10-23,0.090,kg,81.84,Expired
WST0022841,ITEM0061,LOC0012,2025-05-21,0.150,kg,136.40,Overproduction
WST0037419,ITEM0061,LOC0012,2025-08-16,0.100,kg,90.94,CustomerReturn
WST0046592,ITEM0061,LOC0013,2025-10-09,0.290,kg,263.71,PrepError
WST0035791,ITEM0061,LOC0015,2025-08-07,0.100,kg,90.94,Expired
WST0041720,ITEM0061,LOC0015,2025-09-09,0.170,kg,154.59,CustomerReturn
WST0054508,ITEM0061,LOC0016,2025-11-27,0.190,kg,172.78,Overproduction
WST0006920,ITEM0061,LOC0017,2025-02-12,0.050,kg,43.15,CustomerReturn
WST0028029,ITEM0061,LOC0019,2025-06-21,0.080,kg,72.75,Expired
WST0035656,ITEM0061,LOC0021,2025-08-06,0.140,kg,127.31,Spoilage
WST0047760,ITEM0061,LOC0021,2025-10-16,0.040,kg,36.37,CustomerReturn
WST0056536,ITEM0061,LOC0023,2025-12-09,0.270,kg,245.52,CustomerReturn
WST0057190,ITEM0061,LOC0023,2025-12-13,0.130,kg,118.22,Overproduction
WST0033797,ITEM0062,LOC0009,2025-07-27,0.010,kg,8.76,Overproduction
WST0008296,ITEM0062,LOC0012,2025-02-21,0.030,kg,24.57,Overproduction
WST0032809,ITEM0062,LOC0013,2025-07-21,0.020,kg,17.53,Overproduction
WST0008747,ITEM0062,LOC0014,2025-02-24,0.090,kg,73.71,CustomerReturn
WST0030548,ITEM0062,LOC0017,2025-07-07,0.050,kg,43.82,Overproduction
WST0037146,ITEM0062,LOC0020,2025-08-14,0.010,kg,8.76,CustomerReturn
WST0001514,ITEM0062,LOC0022,2025-01-09,0.010,kg,8.19,Spoilage
WST0025075,ITEM0062,LOC0023,2025-06-03,0.220,kg,192.79,Expired
WST0012158,ITEM0063,LOC0002,2025-03-17,0.060,kg,37.24,Expired
WST0023287,ITEM0063,LOC0005,2025-05-24,0.030,kg,18.62,PrepError
WST0002841,ITEM0063,LOC0009,2025-01-18,0.100,kg,57.63,PrepError
WST0011809,ITEM0063,LOC0020,2025-03-14,0.060,kg,34.58,Spoilage
WST0024860,ITEM0063,LOC0020,2025-06-02,0.060,kg,37.24,Overproduction
WST0021963,ITEM0064,LOC0002,2025-05-16,0.080,kg,37.34,CustomerReturn
WST0035163,ITEM0064,LOC0004,2025-08-04,0.050,kg,23.34,Spoilage
WST0011165,ITEM0064,LOC0005,2025-03-11,0.170,kg,75.47,Expired
WST0037988,ITEM0064,LOC0010,2025-08-19,0.040,kg,18.67,PrepError
WST0048821,ITEM0064,LOC0010,2025-10-23,0.030,kg,14.34,PrepError
WST0050893,ITEM0064,LOC0011,2025-11-05,0.050,kg,23.89,Spoilage
WST0002866,ITEM0064,LOC0012,2025-01-18,0.080,kg,35.52,Expired
WST0041394,ITEM0064,LOC0013,2025-09-07,0.030,kg,14.34,Overproduction
WST0045293,ITEM0064,LOC0013,2025-10-01,0.030,kg,14.34,Overproduction
WST0018486,ITEM0064,LOC0016,2025-04-24,0.050,kg,23.34,Overproduction
WST0005670,ITEM0064,LOC0020,2025-02-04,0.100,kg,44.40,Overproduction
WST0029299,ITEM0064,LOC0020,2025-06-29,0.040,kg,18.67,Overproduction
WST0007576,ITEM0064,LOC0022,2025-02-16,0.120,kg,53.27,Spoilage
WST0024548,ITEM0064,LOC0022,2025-05-31,0.130,kg,60.67,Spoilage
WST0014332,ITEM0064,LOC0023,2025-03-29,0.150,kg,70.00,PrepError
WST0024418,ITEM0065,LOC0001,2025-05-31,0.020,kg,24.46,CustomerReturn
WST0000675,ITEM0065,LOC0002,2025-01-05,0.160,kg,183.67,Overproduction
WST0026120,ITEM0065,LOC0004,2025-06-10,0.020,kg,24.46,CustomerReturn
WST0052610,ITEM0065,LOC0004,2025-11-16,0.120,kg,151.09,CustomerReturn
WST0021831,ITEM0065,LOC0005,2025-05-15,0.020,kg,24.46,Spoilage
WST0003204,ITEM0065,LOC0011,2025-01-20,0.010,kg,11.48,CustomerReturn
WST0004492,ITEM0065,LOC0011,2025-01-28,0.120,kg,137.75,Spoilage
WST0034317,ITEM0065,LOC0011,2025-07-30,0.010,kg,12.23,Expired
WST0011066,ITEM0065,LOC0014,2025-03-10,0.050,kg,57.40,Overproduction
WST0011408,ITEM0065,LOC0015,2025-03-12,0.080,kg,91.84,Overproduction
WST0015070,ITEM0065,LOC0015,2025-04-03,0.070,kg,85.60,Spoilage
WST0041893,ITEM0065,LOC0015,2025-09-10,0.010,kg,12.59,Overproduction
WST0004047,ITEM0065,LOC0016,2025-01-25,0.020,kg,22.96,Overproduction
WST0015242,ITEM0065,LOC0016,2025-04-04,0.200,kg,244.58,PrepError
WST0044803,ITEM0065,LOC0016,2025-09-28,0.080,kg,100.73,Overproduction
WST0049804,ITEM0065,LOC0017,2025-10-29,0.200,kg,251.82,Spoilage
WST0009447,ITEM0065,LOC0018,2025-02-28,0.050,kg,57.40,Overproduction
WST0024861,ITEM0065,LOC0020,2025-06-02,0.060,kg,73.37,Spoilage
WST0045504,ITEM0065,LOC0020,2025-10-02,0.110,kg,138.50,Overproduction
WST0002108,ITEM0065,LOC0021,2025-01-13,0.050,kg,57.40,Overproduction
WST0000348,ITEM0065,LOC0024,2025-01-02,0.050,kg,57.40,PrepError
WST0022912,ITEM0065,LOC0024,2025-05-21,0.060,kg,73.37,Expired
WST0001217,ITEM0065,LOC0025,2025-01-07,0.040,kg,45.92,Expired
WST0037950,ITEM0066,LOC0006,2025-08-19,0.330,kg,283.61,Overproduction
WST0040027,ITEM0066,LOC0007,2025-08-30,0.180,kg,154.70,Overproduction
WST0044419,ITEM0066,LOC0008,2025-09-26,0.270,kg,232.04,Overproduction
WST0004546,ITEM0066,LOC0018,2025-01-28,0.170,kg,138.04,Overproduction
WST0027666,ITEM0066,LOC0018,2025-06-19,0.110,kg,94.54,Overproduction
WST0006292,ITEM0066,LOC0024,2025-02-08,0.080,kg,64.96,Spoilage
WST0023404,ITEM0066,LOC0024,2025-05-24,0.140,kg,120.32,Overproduction
WST0059758,ITEM0067,LOC0005,2025-12-29,0.310,kg,83.82,Spoilage
WST0025142,ITEM0067,LOC0007,2025-06-04,0.070,kg,18.93,Expired
WST0056780,ITEM0067,LOC0009,2025-12-11,0.080,kg,21.63,Spoilage
WST0037787,ITEM0067,LOC0011,2025-08-18,0.070,kg,18.93,Spoilage
WST0033326,ITEM0067,LOC0014,2025-07-24,0.080,kg,21.63,PrepError
WST0016038,ITEM0067,LOC0015,2025-04-09,0.050,kg,13.52,Overproduction
WST0019669,ITEM0067,LOC0023,2025-05-01,0.140,kg,37.86,Spoilage
WST0024887,ITEM0067,LOC0024,2025-06-02,0.050,kg,13.52,Expired
WST0040143,ITEM0068,LOC0001,2025-08-31,1.000,pcs,470.19,CustomerReturn
WST0002970,ITEM0068,LOC0002,2025-01-19,1.000,pcs,449.04,PrepError
WST0031285,ITEM0068,LOC0002,2025-07-12,1.000,pcs,470.19,Expired
WST0046975,ITEM0068,LOC0004,2025-10-12,1.000,pcs,470.19,Overproduction
WST0046982,ITEM0068,LOC0005,2025-10-12,3.000,pcs,1410.57,Overproduction
WST0006189,ITEM0068,LOC0009,2025-02-08,2.000,pcs,940.38,Overproduction
WST0031628,ITEM0068,LOC0009,2025-07-14,2.000,pcs,940.38,Expired
WST0025172,ITEM0068,LOC0011,2025-06-04,1.000,pcs,470.19,Spoilage
WST0056646,ITEM0068,LOC0014,2025-12-10,1.000,pcs,470.19,Spoilage
WST0027835,ITEM0068,LOC0016,2025-06-20,1.000,pcs,470.19,Overproduction
WST0049299,ITEM0068,LOC0017,2025-10-26,1.000,pcs,470.19,Spoilage
WST0004058,ITEM0068,LOC0018,2025-01-25,1.000,pcs,449.04,Overproduction
WST0018171,ITEM0068,LOC0018,2025-04-22,1.000,pcs,470.19,Overproduction
WST0017848,ITEM0068,LOC0019,2025-04-20,1.000,pcs,470.19,Overproduction
WST0012487,ITEM0068,LOC0024,2025-03-18,1.000,pcs,470.19,Expired
WST0048606,ITEM0069,LOC0003,2025-10-22,1.000,pcs,407.68,Overproduction
WST0006672,ITEM0069,LOC0006,2025-02-11,1.000,pcs,391.06,Overproduction
WST0046065,ITEM0069,LOC0008,2025-10-06,1.000,pcs,407.68,Spoilage
WST0004644,ITEM0069,LOC0009,2025-01-29,1.000,pcs,375.44,Overproduction
WST0041690,ITEM0069,LOC0010,2025-09-09,1.000,pcs,407.68,Overproduction
WST0058744,ITEM0069,LOC0012,2025-12-23,1.000,pcs,407.68,Expired
WST0046897,ITEM0069,LOC0014,2025-10-11,1.000,pcs,407.68,Overproduction
WST0006903,ITEM0069,LOC0015,2025-02-12,1.000,pcs,391.06,Overproduction
WST0015544,ITEM0069,LOC0015,2025-04-06,1.000,pcs,391.06,Overproduction
WST0047047,ITEM0069,LOC0015,2025-10-12,1.000,pcs,407.68,Expired
WST0055344,ITEM0069,LOC0017,2025-12-02,1.000,pcs,407.68,PrepError
WST0034010,ITEM0069,LOC0018,2025-07-28,1.000,pcs,391.06,PrepError
WST0023932,ITEM0070,LOC0001,2025-05-28,1.000,pcs,627.42,Expired
WST0000515,ITEM0070,LOC0002,2025-01-04,1.000,pcs,591.21,PrepError
WST0031286,ITEM0070,LOC0002,2025-07-12,1.000,pcs,627.42,Spoilage
WST0048607,ITEM0070,LOC0003,2025-10-22,1.000,pcs,627.42,Overproduction
WST0018554,ITEM0070,LOC0004,2025-04-25,1.000,pcs,627.42,Expired
WST0030957,ITEM0070,LOC0004,2025-07-10,1.000,pcs,627.42,Spoilage
WST0042424,ITEM0070,LOC0004,2025-09-14,1.000,pcs,627.42,Overproduction
WST0042582,ITEM0070,LOC0004,2025-09-15,1.000,pcs,627.42,Overproduction
WST0019032,ITEM0070,LOC0005,2025-04-28,1.000,pcs,627.42,Overproduction
WST0041340,ITEM0070,LOC0005,2025-09-07,1.000,pcs,627.42,Overproduction
WST0050849,ITEM0070,LOC0005,2025-11-05,1.000,pcs,627.42,Spoilage
WST0006338,ITEM0070,LOC0006,2025-02-09,1.000,pcs,627.42,PrepError
WST0046989,ITEM0070,LOC0006,2025-10-12,1.000,pcs,627.42,CustomerReturn
WST0049883,ITEM0070,LOC0006,2025-10-30,1.000,pcs,627.42,CustomerReturn
WST0021527,ITEM0070,LOC0007,2025-05-13,1.000,pcs,627.42,PrepError
WST0032302,ITEM0070,LOC0007,2025-07-18,1.000,pcs,627.42,Overproduction
WST0019420,ITEM0070,LOC0008,2025-04-30,1.000,pcs,627.42,Overproduction
WST0030992,ITEM0070,LOC0008,2025-07-10,1.000,pcs,627.42,Spoilage
WST0036665,ITEM0070,LOC0009,2025-08-12,1.000,pcs,627.42,Overproduction
WST0047862,ITEM0070,LOC0009,2025-10-17,1.000,pcs,627.42,Expired
WST0035203,ITEM0070,LOC0011,2025-08-04,1.000,pcs,627.42,Overproduction
WST0040899,ITEM0070,LOC0011,2025-09-04,1.000,pcs,627.42,Overproduction
WST0026512,ITEM0070,LOC0012,2025-06-12,1.000,pcs,627.42,PrepError
WST0042331,ITEM0070,LOC0013,2025-09-13,1.000,pcs,627.42,Overproduction
WST0047555,ITEM0070,LOC0014,2025-10-15,1.000,pcs,627.42,Overproduction
WST0000764,ITEM0070,LOC0015,2025-01-05,1.000,pcs,591.21,Spoilage
WST0010763,ITEM0070,LOC0015,2025-03-08,1.000,pcs,627.42,Expired
WST0025545,ITEM0070,LOC0015,2025-06-06,1.000,pcs,627.42,Overproduction
WST0038033,ITEM0070,LOC0016,2025-08-19,1.000,pcs,627.42,Overproduction
WST0047387,ITEM0070,LOC0016,2025-10-14,1.000,pcs,627.42,PrepError
WST0018931,ITEM0070,LOC0017,2025-04-27,1.000,pcs,627.42,Overproduction
WST0021752,ITEM0070,LOC0017,2025-05-14,1.000,pcs,627.42,Spoilage
WST0049156,ITEM0070,LOC0017,2025-10-25,1.000,pcs,627.42,PrepError
WST0023206,ITEM0070,LOC0018,2025-05-23,1.000,pcs,627.42,CustomerReturn
WST0060238,ITEM0070,LOC0018,2025-12-31,1.000,pcs,627.42,Spoilage
WST0013810,ITEM0070,LOC0020,2025-03-26,1.000,pcs,627.42,Overproduction
WST0038645,ITEM0070,LOC0020,2025-08-22,1.000,pcs,627.42,CustomerReturn
WST0007113,ITEM0070,LOC0021,2025-02-13,1.000,pcs,627.42,Spoilage
WST0010790,ITEM0070,LOC0021,2025-03-08,1.000,pcs,627.42,Overproduction
WST0045667,ITEM0070,LOC0021,2025-10-03,1.000,pcs,627.42,Expired
WST0039599,ITEM0070,LOC0022,2025-08-27,1.000,pcs,627.42,Expired
WST0048404,ITEM0070,LOC0022,2025-10-20,1.000,pcs,627.42,Spoilage
WST0015122,ITEM0070,LOC0023,2025-04-03,2.000,pcs,1254.84,PrepError
WST0049058,ITEM0070,LOC0025,2025-10-24,1.000,pcs,627.42,Overproduction
WST0057346,ITEM0070,LOC0025,2025-12-14,1.000,pcs,627.42,Expired
WST0053594,ITEM0071,LOC0004,2025-11-22,1.000,pcs,267.43,Expired
WST0058334,ITEM0071,LOC0004,2025-12-21,1.000,pcs,267.43,Overproduction
WST0059922,ITEM0071,LOC0004,2025-12-30,1.000,pcs,267.43,Spoilage
WST0030976,ITEM0071,LOC0006,2025-07-10,1.000,pcs,259.12,PrepError
WST0049577,ITEM0071,LOC0009,2025-10-28,1.000,pcs,267.43,Overproduction
WST0053793,ITEM0071,LOC0009,2025-11-23,1.000,pcs,267.43,Overproduction
WST0012213,ITEM0071,LOC0010,2025-03-17,1.000,pcs,259.12,Expired
WST0013730,ITEM0071,LOC0010,2025-03-26,1.000,pcs,259.12,Expired
WST0030812,ITEM0071,LOC0010,2025-07-09,1.000,pcs,259.12,Spoilage
WST0044925,ITEM0071,LOC0011,2025-09-29,1.000,pcs,267.43,Overproduction
WST0009904,ITEM0071,LOC0013,2025-03-03,1.000,pcs,259.12,Expired
WST0028811,ITEM0071,LOC0016,2025-06-26,1.000,pcs,259.12,Overproduction
WST0057773,ITEM0071,LOC0016,2025-12-17,1.000,pcs,267.43,CustomerReturn
WST0050449,ITEM0071,LOC0018,2025-11-02,1.000,pcs,267.43,Overproduction
WST0003581,ITEM0071,LOC0019,2025-01-22,1.000,pcs,240.39,Expired
WST0018354,ITEM0071,LOC0019,2025-04-23,1.000,pcs,259.12,Overproduction
WST0032198,ITEM0071,LOC0019,2025-07-17,1.000,pcs,259.12,Spoilage
WST0018958,ITEM0071,LOC0020,2025-04-27,1.000,pcs,259.12,Overproduction
WST0008634,ITEM0071,LOC0021,2025-02-23,1.000,pcs,259.12,CustomerReturn
WST0028044,ITEM0071,LOC0021,2025-06-21,1.000,pcs,259.12,Expired
WST0011467,ITEM0071,LOC0024,2025-03-12,1.000,pcs,259.12,Spoilage
WST0028995,ITEM0071,LOC0025,2025-06-27,1.000,pcs,259.12,Expired
WST0045384,ITEM0072,LOC0002,2025-10-02,1.000,pcs,332.55,Overproduction
WST0025634,ITEM0072,LOC0003,2025-06-07,1.000,pcs,332.55,Overproduction
WST0034289,ITEM0072,LOC0007,2025-07-30,1.000,pcs,332.55,Overproduction
WST0046573,ITEM0072,LOC0010,2025-10-09,1.000,pcs,332.55,Spoilage
WST0044121,ITEM0072,LOC0015,2025-09-24,1.000,pcs,332.55,Spoilage
WST0018350,ITEM0072,LOC0018,2025-04-23,1.000,pcs,332.55,Overproduction
WST0012809,ITEM0072,LOC0019,2025-03-20,1.000,pcs,332.55,Overproduction
WST0024378,ITEM0072,LOC0019,2025-05-30,1.000,pcs,332.55,Overproduction
WST0050631,ITEM0072,LOC0020,2025-11-03,1.000,pcs,332.55,Overproduction
WST0013271,ITEM0072,LOC0021,2025-03-23,1.000,pcs,332.55,Expired
WST0016889,ITEM0072,LOC0022,2025-04-14,1.000,pcs,332.55,Overproduction
WST0003778,ITEM0072,LOC0023,2025-01-23,1.000,pcs,311.14,Overproduction
WST0057505,ITEM0072,LOC0024,2025-12-15,1.000,pcs,332.55,Overproduction
WST0057985,ITEM0072,LOC0025,2025-12-18,1.000,pcs,332.55,Expired
WST0059720,ITEM0072,LOC0025,2025-12-28,1.000,pcs,332.55,Overproduction
WST0013162,ITEM0073,LOC0002,2025-03-23,1.000,pcs,331.31,CustomerReturn
WST0051473,ITEM0073,LOC0003,2025-11-09,1.000,pcs,331.31,Overproduction
WST0000380,ITEM0073,LOC0004,2025-01-03,1.000,pcs,313.51,CustomerReturn
WST0022431,ITEM0073,LOC0006,2025-05-19,1.000,pcs,331.31,CustomerReturn
WST0055106,ITEM0073,LOC0006,2025-12-01,1.000,pcs,331.31,Expired
WST0056934,ITEM0073,LOC0006,2025-12-12,1.000,pcs,331.31,CustomerReturn
WST0021013,ITEM0073,LOC0007,2025-05-10,1.000,pcs,331.31,CustomerReturn
WST0002542,ITEM0073,LOC0011,2025-01-16,1.000,pcs,313.51,CustomerReturn
WST0018750,ITEM0073,LOC0012,2025-04-26,1.000,pcs,331.31,CustomerReturn
WST0003895,ITEM0073,LOC0016,2025-01-24,1.000,pcs,313.51,CustomerReturn
WST0041092,ITEM0073,LOC0017,2025-09-05,1.000,pcs,331.31,PrepError
WST0001808,ITEM0073,LOC0018,2025-01-11,1.000,pcs,313.51,Overproduction
WST0004879,ITEM0073,LOC0019,2025-01-30,1.000,pcs,313.51,Expired
WST0009300,ITEM0073,LOC0019,2025-02-27,1.000,pcs,331.31,Overproduction
