price_id,item_id,location_id,price,cost,effective_start_date,effective_end_date,change_reason
PRC00349,ITEM0055,,680.00,227.76,2025-03-01,2025-08-31,seasonal
PRC00350,ITEM0055,,710.00,235.61,2025-09-01,2025-10-31,inflation
PRC00351,ITEM0055,,750.00,235.61,2025-11-01,,seasonal
PRC00352,ITEM0056,,1350.00,447.39,2024-07-01,2025-01-31,menu revision
PRC00353,ITEM0056,,1440.00,468.22,2025-02-01,,inflation
PRC00354,ITEM0057,,650.00,425.65,2024-07-01,2025-03-14,menu revision
PRC00355,ITEM0057,,670.00,446.99,2025-03-15,2025-08-31,inflation
PRC00356,ITEM0057,,690.00,468.22,2025-09-01,,inflation
PRC00357,ITEM0058,,950.00,355.70,2024-07-01,2025-03-14,menu revision
PRC00358,ITEM0058,,990.00,378.58,2025-03-15,2025-05-31,inflation
PRC00359,ITEM0058,,1210.00,378.58,2025-06-01,2025-08-31,menu repricing
PRC00360,ITEM0058,,1250.00,392.19,2025-09-01,,inflation
PRC00361,ITEM0059,,700.00,294.46,2024-07-01,2025-03-14,menu revision
PRC00362,ITEM0059,,730.00,317.89,2025-03-15,,inflation
PRC00363,ITEM0059,LOC0003,760.00,294.46,2025-03-01,2025-03-14,location premium
PRC00364,ITEM0059,LOC0003,790.00,317.89,2025-03-15,,location premium
PRC00365,ITEM0059,LOC0006,760.00,294.46,2025-03-01,2025-03-14,location premium
PRC00366,ITEM0059,LOC0006,790.00,317.89,2025-03-15,,location premium
PRC00367,ITEM0059,LOC0009,760.00,294.46,2025-03-01,2025-03-14,location premium
PRC00368,ITEM0059,LOC0009,790.00,317.89,2025-03-15,,location premium
PRC00369,ITEM0059,LOC0014,760.00,294.46,2025-03-01,2025-03-14,location premium
PRC00370,ITEM0059,LOC0014,790.00,317.89,2025-03-15,,location premium
PRC00371,ITEM0059,LOC0018,760.00,294.46,2025-03-01,2025-03-14,location premium
PRC00372,ITEM0059,LOC0018,790.00,317.89,2025-03-15,,location premium
PRC00373,ITEM0059,LOC0024,760.00,294.46,2025-03-01,2025-03-14,location premium
PRC00374,ITEM0059,LOC0024,790.00,317.89,2025-03-15,,location premium
PRC00375,ITEM0059,LOC0025,760.00,294.46,2025-03-01,2025-03-14,location premium
PRC00376,ITEM0059,LOC0025,790.00,317.89,2025-03-15,,location premium
PRC00377,ITEM0060,,750.00,305.45,2024-07-01,2025-03-14,menu revision
PRC00378,ITEM0060,,790.00,323.39,2025-03-15,2025-08-31,inflation
PRC00379,ITEM0060,,830.00,333.17,2025-09-01,,inflation
PRC00380,ITEM0060,LOC0003,810.00,305.45,2025-03-01,2025-03-14,location premium
PRC00381,ITEM0060,LOC0003,850.00,323.39,2025-03-15,2025-08-31,location premium
PRC00382,ITEM0060,LOC0003,900.00,333.17,2025-09-01,,location premium
PRC00383,ITEM0060,LOC0006,810.00,305.45,2025-03-01,2025-03-14,location premium
PRC00384,ITEM0060,LOC0006,850.00,323.39,2025-03-15,2025-08-31,location premium
PRC00385,ITEM0060,LOC0006,900.00,333.17,2025-09-01,,location premium
PRC00386,ITEM0060,LOC0009,810.00,305.45,2025-03-01,2025-03-14,location premium
PRC00387,ITEM0060,LOC0009,850.00,323.39,2025-03-15,2025-08-31,location premium
PRC00388,ITEM0060,LOC0009,900.00,333.17,2025-09-01,,location premium
PRC00389,ITEM0060,LOC0014,810.00,305.45,2025-03-01,2025-03-14,location premium
PRC00390,ITEM0060,LOC0014,850.00,323.39,2025-03-15,2025-08-31,location premium
PRC00391,ITEM0060,LOC0014,900.00,333.17,2025-09-01,,location premium
PRC00392,ITEM0060,LOC0018,810.00,305.45,2025-03-01,2025-03-14,location premium
PRC00393,ITEM0060,LOC0018,850.00,323.39,2025-03-15,2025-08-31,location premium
PRC00394,ITEM0060,LOC0018,900.00,333.17,2025-09-01,,location premium
PRC00395,ITEM0060,LOC0024,810.00,305.45,2025-03-01,2025-03-14,location premium
PRC00396,ITEM0060,LOC0024,850.00,323.39,2025-03-15,2025-08-31,location premium
PRC00397,ITEM0060,LOC0024,900.00,333.17,2025-09-01,,location premium
PRC00398,ITEM0060,LOC0025,810.00,305.45,2025-03-01,2025-03-14,location premium
PRC00399,ITEM0060,LOC0025,850.00,323.39,2025-03-15,2025-08-31,location premium
PRC00400,ITEM0060,LOC0025,900.00,333.17,2025-09-01,,location premium
PRC00401,ITEM0061,,950.00,345.20,2024-07-01,2025-03-14,menu revision
PRC00402,ITEM0061,,980.00,363.74,2025-03-15,,inflation
PRC00403,ITEM0061,LOC0003,1030.00,345.20,2025-03-01,2025-03-14,location premium
PRC00404,ITEM0061,LOC0003,1060.00,363.74,2025-03-15,,location premium
PRC00405,ITEM0061,LOC0006,1030.00,345.20,2025-03-01,2025-03-14,location premium
PRC00406,ITEM0061,LOC0006,1060.00,363.74,2025-03-15,,location premium
PRC00407,ITEM0061,LOC0009,1030.00,345.20,2025-03-01,2025-03-14,location premium
PRC00408,ITEM0061,LOC0009,1060.00,363.74,2025-03-15,,location premium
PRC00409,ITEM0061,LOC0014,1030.00,345.20,2025-03-01,2025-03-14,location premium
PRC00411,ITEM0061,LOC0018,1030.00,345.20,2025-03-01,2025-03-14,location premium
PRC00412,ITEM0061,LOC0018,1060.00,363.74,2025-03-15,,location premium
PRC00413,ITEM0061,LOC0024,1030.00,345.20,2025-03-01,2025-03-14,location premium
PRC00414,ITEM0061,LOC0024,1060.00,363.74,2025-03-15,,location premium
PRC00415,ITEM0061,LOC0025,1030.00,345.20,2025-03-01,2025-03-14,location premium
PRC00416,ITEM0061,LOC0025,1060.00,363.74,2025-03-15,,location premium
PRC00417,ITEM0062,,750.00,327.59,2024-07-01,2025-03-14,menu revision
PRC00418,ITEM0062,,790.00,350.53,2025-03-15,2025-06-30,inflation
PRC00419,ITEM0062,,670.00,350.53,2025-07-01,,competitive pricing
PRC00420,ITEM0063,,550.00,230.52,2024-07-01,2025-03-14,menu revision
PRC00421,ITEM0063,,570.00,248.26,2025-03-15,2025-06-30,inflation
PRC00422,ITEM0064,,500.00,177.58,2024-07-01,2025-03-14,menu revision
PRC00423,ITEM0064,,530.00,186.68,2025-03-15,2025-08-31,inflation
PRC00424,ITEM0064,,550.00,191.14,2025-09-01,,inflation
PRC00425,ITEM0065,,1250.00,459.18,2024-07-01,2025-03-14,menu revision
PRC00426,ITEM0065,,1300.00,489.16,2025-03-15,2025-08-31,inflation
PRC00427,ITEM0065,,1360.00,503.63,2025-09-01,,inflation
PRC00428,ITEM0066,,900.00,324.79,2024-07-01,2025-03-14,menu revision
PRC00429,ITEM0066,,950.00,343.77,2025-03-15,,inflation
PRC00430,ITEM0067,,300.00,102.15,2024-07-01,2025-03-14,menu revision
PRC00431,ITEM0067,,320.00,108.16,2025-03-15,,inflation
PRC00432,ITEM0068,,650.00,449.04,2024-07-01,2025-01-31,menu revision
PRC00433,ITEM0068,,680.00,470.19,2025-02-01,,inflation
PRC00434,ITEM0069,,850.00,375.44,2024-07-01,2025-01-31,menu revision
PRC00435,ITEM0069,,900.00,391.06,2025-02-01,2025-05-31,inflation
PRC00436,ITEM0069,,1130.00,391.06,2025-06-01,2025-08-31,menu repricing
PRC00437,ITEM0069,,1180.00,407.68,2025-09-01,,inflation
PRC00438,ITEM0070,,1350.00,591.21,2024-07-01,2025-01-31,menu revision
PRC00439,ITEM0070,,1440.00,627.42,2025-02-01,2025-04-30,inflation
PRC00441,ITEM0071,,650.00,240.39,2024-07-01,2025-01-31,menu revision
PRC00442,ITEM0071,,680.00,259.12,2025-02-01,2025-08-31,inflation
PRC00443,ITEM0071,,710.00,267.43,2025-09-01,,inflation
PRC00444,ITEM0071,LOC0003,730.00,259.12,2025-03-01,2025-08-31,location premium
PRC00445,ITEM0071,LOC0003,770.00,267.43,2025-09-01,,location premium
PRC00446,ITEM0071,LOC0006,730.00,259.12,2025-03-01,2025-08-31,location premium
PRC00447,ITEM0071,LOC0006,770.00,267.43,2025-09-01,,location premium
PRC00448,ITEM0071,LOC0009,730.00,259.12,2025-03-01,2025-08-31,location premium
PRC00449,ITEM0071,LOC0009,770.00,267.43,2025-09-01,,location premium
PRC00450,ITEM0071,LOC0014,730.00,259.12,2025-03-01,2025-08-31,location premium
PRC00451,ITEM0071,LOC0014,770.00,267.43,2025-09-01,,location premium
PRC00452,ITEM0071,LOC0018,730.00,259.12,2025-03-01,2025-08-31,location premium
PRC00453,ITEM0071,LOC0018,770.00,267.43,2025-09-01,,location premium
PRC00454,ITEM0071,LOC0024,730.00,259.12,2025-03-01,2025-08-31,location premium
PRC00455,ITEM0071,LOC0024,770.00,267.43,2025-09-01,,location premium
PRC00456,ITEM0071,LOC0025,730.00,259.12,2025-03-01,2025-08-31,location premium
PRC00457,ITEM0071,LOC0025,770.00,267.43,2025-09-01,,location premium
PRC00458,ITEM0072,,750.00,311.14,2024-07-01,2025-01-31,menu revision
PRC00459,ITEM0072,,790.00,332.55,2025-02-01,,inflation
PRC00460,ITEM0073,,800.00,313.51,2024-07-01,2025-01-31,menu revision
PRC00461,ITEM0073,,850.00,331.31,2025-02-01,,inflation
PRC00462,ITEM0074,,1150.00,507.95,2024-07-01,2025-01-31,menu revision
PRC00463,ITEM0074,,1200.00,536.56,2025-02-01,2025-08-31,inflation
PRC00464,ITEM0074,,1230.00,548.77,2025-09-01,,inflation
PRC00465,ITEM0075,,600.00,252.86,2024-07-01,2025-01-31,menu revision
PRC00466,ITEM0075,,630.00,269.61,2025-02-01,,inflation
PRC00467,ITEM0076,,700.00,267.62,2024-07-01,2025-01-31,menu revision
PRC00468,ITEM0076,,720.00,281.82,2025-02-01,2025-08-31,inflation
PRC00469,ITEM0076,,750.00,294.74,2025-09-01,,inflation
PRC00470,ITEM0076,LOC0003,780.00,281.82,2025-03-01,2025-08-31,location premium
PRC00471,ITEM0076,LOC0003,810.00,294.74,2025-09-01,,location premium
PRC00472,ITEM0076,LOC0006,780.00,281.82,2025-03-01,2025-08-31,location premium
PRC00473,ITEM0076,LOC0006,810.00,294.74,2025-09-01,,location premium
PRC00474,ITEM0076,LOC0009,780.00,281.82,2025-03-01,2025-08-31,location premium
PRC00475,ITEM0076,LOC0009,810.00,294.74,2025-09-01,,location premium
PRC00476,ITEM0076,LOC0014,780.00,281.82,2025-03-01,2025-08-31,location premium
PRC00477,ITEM0076,LOC0014,810.00,294.74,2025-09-01,,location premium
PRC00478,ITEM0076,LOC0018,780.00,281.82,2025-03-01,2025-08-31,location premium
PRC00479,ITEM0076,LOC0018,810.00,294.74,2025-09-01,,location premium
PRC00480,ITEM0076,LOC0024,780.00,281.82,2025-03-01,2025-08-31,location premium
PRC00481,ITEM0076,LOC0024,810.00,294.74,2025-09-01,,location premium
PRC00482,ITEM0076,LOC0025,780.00,281.82,2025-03-01,2025-08-31,location premium
PRC00483,ITEM0076,LOC0025,810.00,294.74,2025-09-01,,location premium
PRC00484,ITEM0077,,750.00,276.70,2024-07-18,2025-01-31,menu revision
PRC00485,ITEM0077,,780.00,295.15,2025-02-01,2025-05-31,inflation
PRC00486,ITEM0077,,660.00,295.15,2025-06-01,2025-08-31,competitive pricing
PRC00487,ITEM0077,,680.00,302.29,2025-09-01,,inflation
PRC00488,ITEM0077,LOC0003,840.00,295.15,2025-03-01,2025-05-31,location premium
PRC00489,ITEM0077,LOC0003,710.00,295.15,2025-06-01,2025-08-31,location premium
PRC00490,ITEM0077,LOC0003,730.00,302.29,2025-09-01,,location premium
PRC00491,ITEM0077,LOC0006,840.00,295.15,2025-03-01,2025-05-31,location premium
PRC00492,ITEM0077,LOC0006,710.00,295.15,2025-06-01,2025-08-31,location premium
PRC00493,ITEM0077,LOC0006,730.00,302.29,2025-09-01,,location premium
PRC00494,ITEM0077,LOC0009,840.00,295.15,2025-03-01,2025-05-31,location premium
PRC00495,ITEM0077,LOC0009,710.00,295.15,2025-06-01,2025-08-31,location premium
PRC00496,ITEM0077,LOC0009,730.00,302.29,2025-09-01,,location premium
PRC00497,ITEM0077,LOC0014,840.00,295.15,2025-03-01,2025-05-31,location premium
PRC00498,ITEM0077,LOC0014,710.00,295.15,2025-06-01,2025-08-31,location premium
PRC00499,ITEM0077,LOC0014,730.00,302.29,2025-09-01,,location premium
PRC00500,ITEM0077,LOC0018,840.00,295.15,2025-03-01,2025-05-31,location premium
PRC00501,ITEM0077,LOC0018,710.00,295.15,2025-06-01,2025-08-31,location premium
PRC00502,ITEM0077,LOC0018,730.00,302.29,2025-09-01,,location premium
PRC00503,ITEM0077,LOC0024,840.00,295.15,2025-03-01,2025-05-31,location premium
PRC00504,ITEM0077,LOC0024,710.00,295.15,2025-06-01,2025-08-31,location premium
PRC00505,ITEM0077,LOC0024,730.00,302.29,2025-09-01,,location premium
PRC00506,ITEM0077,LOC0025,840.00,295.15,2025-03-01,2025-05-31,location premium
PRC00507,ITEM0077,LOC0025,710.00,295.15,2025-06-01,2025-08-31,location premium
PRC00508,ITEM0077,LOC0025,730.00,302.29,2025-09-01,,location premium
PRC00509,ITEM0078,,1120.00,560.33,2025-10-06,2025-10-26,introductory price
PRC00510,ITEM0078,,1250.00,560.33,2025-10-27,,introductory offer ended
PRC00511,ITEM0079,,990.00,454.64,2025-11-03,2025-11-23,introductory price
PRC00512,ITEM0079,,1100.00,454.64,2025-11-24,,introductory offer ended
PRC00513,ITEM0080,,860.00,421.47,2025-11-24,2025-12-14,introductory price
PRC00514,ITEM0080,,950.00,421.47,2025-12-15,,introductory offer ended
PRC00515,ITEM0081,,1450.00,986.58,2024-07-01,2025-03-14,menu revision
PRC00516,ITEM0081,,1510.00,1047.44,2025-03-15,,inflation
PRC00517,ITEM0082,,1500.00,645.85,2024-07-01,2025-03-14,menu revision
PRC00518,ITEM0082,,1600.00,687.45,2025-03-15,2025-06-30,inflation
PRC00519,ITEM0082,,1920.00,687.45,2025-07-01,2025-08-31,menu repricing
PRC00520,ITEM0082,,2000.00,707.81,2025-09-01,,inflation
PRC00521,ITEM0083,,1650.00,664.65,2024-07-01,2025-03-14,menu revision
PRC00522,ITEM0083,,1760.00,701.86,2025-03-15,,inflation
PRC00523,ITEM0084,,1200.00,403.02,2024-07-01,2025-03-14,menu revision
PRC00524,ITEM0084,,1240.00,425.59,2025-03-15,,inflation
PRC00525,ITEM0085,,1550.00,614.53,2024-07-01,2025-03-14,menu revision
PRC00526,ITEM0085,,1630.00,650.03,2025-03-15,,inflation
PRC00527,ITEM0086,,1300.00,531.95,2024-07-01,2025-03-14,menu revision
PRC00528,ITEM0086,,1380.00,560.08,2025-03-15,,inflation
PRC00529,ITEM0087,,3200.00,1337.75,2024-07-01,2025-03-14,menu revision
PRC00530,ITEM0087,,3360.00,1425.09,2025-03-15,2025-04-30,inflation
PRC00531,ITEM0087,,3090.00,1425.09,2025-05-01,2025-08-31,promotion-adjustment
PRC00532,ITEM0087,,3170.00,1492.61,2025-09-01,,inflation
PRC00533,ITEM0087,LOC0003,3460.00,1337.75,2025-03-01,2025-03-14,location premium
PRC00534,ITEM0087,LOC0003,3630.00,1425.09,2025-03-15,2025-04-30,location premium
PRC00535,ITEM0087,LOC0003,3340.00,1425.09,2025-05-01,2025-08-31,location premium
PRC00536,ITEM0087,LOC0003,3420.00,1492.61,2025-09-01,,location premium
PRC00537,ITEM0087,LOC0006,3460.00,1337.75,2025-03-01,2025-03-14,location premium
PRC00538,ITEM0087,LOC0006,3630.00,1425.09,2025-03-15,2025-04-30,location premium
PRC00539,ITEM0087,LOC0006,3340.00,1425.09,2025-05-01,2025-08-31,location premium
PRC00540,ITEM0087,LOC0006,3420.00,1492.61,2025-09-01,,location premium
PRC00541,ITEM0087,LOC0009,3460.00,1337.75,2025-03-01,2025-03-14,location premium
PRC00542,ITEM0087,LOC0009,3630.00,1425.09,2025-03-15,2025-04-30,location premium
PRC00543,ITEM0087,LOC0009,3340.00,1425.09,2025-05-01,2025-08-31,location premium
PRC00544,ITEM0087,LOC0009,3420.00,1492.61,2025-09-01,,location premium
PRC00545,ITEM0087,LOC0014,3460.00,1337.75,2025-03-01,2025-03-14,location premium
PRC00546,ITEM0087,LOC0014,3630.00,1425.09,2025-03-15,2025-04-30,location premium
PRC00547,ITEM0087,LOC0014,3340.00,1425.09,2025-05-01,2025-08-31,location premium
PRC00548,ITEM0087,LOC0014,3420.00,1492.61,2025-09-01,,location premium
PRC00549,ITEM0087,LOC0018,3460.00,1337.75,2025-03-01,2025-03-14,location premium
PRC00550,ITEM0087,LOC0018,3630.00,1425.09,2025-03-15,2025-04-30,location premium
PRC00551,ITEM0087,LOC0018,3340.00,1425.09,2025-05-01,2025-08-31,location premium
PRC00552,ITEM0087,LOC0018,3420.00,1492.61,2025-09-01,,location premium
PRC00553,ITEM0087,LOC0024,3460.00,1337.75,2025-03-01,2025-03-14,location premium
PRC00554,ITEM0087,LOC0024,3630.00,1425.09,2025-03-15,2025-04-30,location premium
PRC00555,ITEM0087,LOC0024,3340.00,1425.09,2025-05-01,2025-08-31,location premium
PRC00556,ITEM0087,LOC0024,3420.00,1492.61,2025-09-01,,location premium
PRC00557,ITEM0087,LOC0025,3460.00,1337.75,2025-03-01,2025-03-14,location premium
PRC00558,ITEM0087,LOC0025,3630.00,1425.09,2025-03-15,2025-04-30,location premium
PRC00559,ITEM0087,LOC0025,3340.00,1425.09,2025-05-01,2025-08-31,location premium
PRC00560,ITEM0087,LOC0025,3420.00,1492.61,2025-09-01,,location premium
PRC00561,ITEM0088,,1600.00,606.50,2024-07-01,2025-03-14,menu revision
PRC00562,ITEM0088,,1710.00,651.22,2025-03-15,,inflation
PRC00563,ITEM0089,,1950.00,833.24,2024-07-01,2025-03-14,menu revision
PRC00564,ITEM0089,,2070.00,892.05,2025-03-15,,inflation
PRC00565,ITEM0089,LOC0003,2110.00,833.24,2025-03-01,2025-03-14,location premium
PRC00566,ITEM0089,LOC0003,2240.00,892.05,2025-03-15,,location premium
PRC00567,ITEM0089,LOC0006,2110.00,833.24,2025-03-01,2025-03-14,location premium
PRC00568,ITEM0089,LOC0006,2240.00,892.05,2025-03-15,,location premium
PRC00569,ITEM0089,LOC0009,2110.00,833.24,2025-03-01,2025-03-14,location premium
PRC00570,ITEM0089,LOC0009,2240.00,892.05,2025-03-15,,location premium
PRC00571,ITEM0089,LOC0014,2110.00,833.24,2025-03-01,2025-03-14,location premium
PRC00572,ITEM0089,LOC0014,2240.00,892.05,2025-03-15,,location premium
PRC00573,ITEM0089,LOC0018,2110.00,833.24,2025-03-01,2025-03-14,location premium
PRC00574,ITEM0089,LOC0018,2240.00,892.05,2025-03-15,,location premium
PRC00575,ITEM0089,LOC0024,2110.00,833.24,2025-03-01,2025-03-14,location premium
PRC00576,ITEM0089,LOC0024,2240.00,892.05,2025-03-15,,location premium
PRC00577,ITEM0089,LOC0025,2110.00,833.24,2025-03-01,2025-03-14,location premium
PRC00578,ITEM0089,LOC0025,2240.00,892.05,2025-03-15,,location premium
PRC00579,ITEM0090,,1750.00,627.19,2024-07-01,2025-03-14,menu revision
PRC00580,ITEM0090,,1840.00,663.73,2025-03-15,2025-08-31,inflation
PRC00581,ITEM0090,,1910.00,682.77,2025-09-01,,inflation
PRC00582,ITEM0091,,1660.00,702.28,2025-05-20,2025-06-09,introductory price
PRC00583,ITEM0091,,1850.00,702.28,2025-06-10,2025-08-31,introductory offer ended
PRC00584,ITEM0091,,1920.00,724.96,2025-09-01,,inflation
PRC00585,ITEM0092,,1150.00,434.13,2024-07-01,2025-01-31,menu revision
PRC00586,ITEM0092,,1190.00,465.66,2025-02-01,2025-06-30,inflation
PRC00587,ITEM0092,,1410.00,465.66,2025-07-01,,menu repricing
PRC00588,ITEM0093,,1050.00,377.21,2024-07-01,2025-01-31,menu revision
PRC00589,ITEM0093,,1090.00,392.41,2025-02-01,2025-08-31,inflation
PRC00590,ITEM0093,,1140.00,410.14,2025-09-01,,inflation
PRC00591,ITEM0094,,1450.00,637.13,2024-07-01,2025-01-31,menu revision
PRC00592,ITEM0094,,1500.00,682.35,2025-02-01,2025-08-31,inflation
PRC00593,ITEM0094,,1550.00,716.43,2025-09-01,,inflation
PRC00594,ITEM0095,,1100.00,463.73,2024-07-01,2025-01-31,menu revision
PRC00595,ITEM0095,,1140.00,485.13,2025-02-01,2025-08-31,inflation
PRC00596,ITEM0095,,1190.00,508.41,2025-09-01,,inflation
PRC00597,ITEM0096,,1650.00,278.65,2024-07-01,2025-01-31,menu revision
PRC00598,ITEM0096,,1760.00,290.57,2025-02-01,2025-08-31,inflation
PRC00599,ITEM0096,,1840.00,298.74,2025-09-01,,inflation
PRC00600,ITEM0097,,1080.00,539.54,2025-10-20,2025-11-09,introductory price
PRC00601,ITEM0097,,1200.00,539.54,2025-11-10,,introductory offer ended
PRC00602,ITEM0098,,1150.00,499.44,2024-07-01,2025-01-31,menu revision
PRC00603,ITEM0098,,1220.00,521.65,2025-02-01,,inflation
PRC00604,ITEM0099,,1250.00,446.14,2024-07-01,2025-01-31,menu revision
PRC00605,ITEM0099,,1300.00,471.54,2025-02-01,,inflation
PRC00606,ITEM0100,,1200.00,514.56,2024-07-01,2025-01-31,menu revision
PRC00608,ITEM0101,,1150.00,383.91,2024-07-01,2025-01-31,menu revision
PRC00609,ITEM0101,,1230.00,414.61,2025-02-01,,inflation
PRC00610,ITEM0102,,1360.00,584.85,2024-11-01,2025-02-28,seasonal
PRC00611,ITEM0102,,1300.00,584.85,2025-03-01,2025-03-14,seasonal
PRC00612,ITEM0102,,1340.00,625.27,2025-03-15,2025-10-31,inflation
PRC00613,ITEM0102,,1410.00,625.27,2025-11-01,,seasonal
PRC00614,ITEM0102,LOC0003,1400.00,584.85,2025-03-01,2025-03-14,location premium
PRC00615,ITEM0102,LOC0003,1450.00,625.27,2025-03-15,2025-10-31,location premium
PRC00616,ITEM0102,LOC0003,1520.00,625.27,2025-11-01,,location premium
PRC00617,ITEM0102,LOC0006,1400.00,584.85,2025-03-01,2025-03-14,location premium
PRC00618,ITEM0102,LOC0006,1450.00,625.27,2025-03-15,2025-10-31,location premium
PRC00619,ITEM0102,LOC0006,1520.00,625.27,2025-11-01,,location premium
PRC00620,ITEM0102,LOC0009,1400.00,584.85,2025-03-01,2025-03-14,location premium
PRC00621,ITEM0102,LOC0009,1450.00,625.27,2025-03-15,2025-10-31,location premium
PRC00623,ITEM0102,LOC0014,1400.00,584.85,2025-03-01,2025-03-14,location premium
PRC00624,ITEM0102,LOC0014,1450.00,625.27,2025-03-15,2025-10-31,location premium
PRC00625,ITEM0102,LOC0014,1520.00,625.27,2025-11-01,,location premium
PRC00626,ITEM0102,LOC0018,1400.00,584.85,2025-03-01,2025-03-14,location premium
PRC00627,ITEM0102,LOC0018,1450.00,625.27,2025-03-15,2025-10-31,location premium
PRC00628,ITEM0102,LOC0018,1520.00,625.27,2025-11-01,,location premium
PRC00629,ITEM0102,LOC0024,1400.00,584.85,2025-03-01,2025-03-14,location premium
PRC00630,ITEM0102,LOC0024,1450.00,625.27,2025-03-15,2025-10-31,location premium
PRC00631,ITEM0102,LOC0024,1520.00,625.27,2025-11-01,,location premium
PRC00632,ITEM0102,LOC0025,1400.00,584.85,2025-03-01,2025-03-14,location premium
PRC00633,ITEM0102,LOC0025,1450.00,625.27,2025-03-15,2025-10-31,location premium
PRC00634,ITEM0102,LOC0025,1520.00,625.27,2025-11-01,,location premium
PRC00635,ITEM0103,,2900.00,1178.96,2024-07-01,2025-03-14,menu revision
PRC00636,ITEM0103,,3020.00,1247.87,2025-03-15,2025-08-31,inflation
PRC00637,ITEM0103,,3090.00,1298.00,2025-09-01,,inflation
PRC00638,ITEM0104,,1100.00,444.97,2024-07-01,2025-03-14,menu revision
PRC00639,ITEM0104,,1150.00,476.78,2025-03-15,2025-06-14,inflation
PRC00640,ITEM0104,,1420.00,476.78,2025-06-15,,menu repricing
PRC00641,ITEM0105,,2400.00,796.22,2024-10-26,2025-03-14,menu revision
PRC00642,ITEM0105,,2550.00,841.34,2025-03-15,2025-08-31,inflation
PRC00643,ITEM0105,,2660.00,878.39,2025-09-01,,inflation
PRC00644,ITEM0105,LOC0003,2590.00,796.22,2025-03-01,2025-03-14,location premium
PRC00645,ITEM0105,LOC0003,2750.00,841.34,2025-03-15,2025-08-31,location premium
PRC00646,ITEM0105,LOC0003,2870.00,878.39,2025-09-01,,location premium
PRC00647,ITEM0105,LOC0006,2590.00,796.22,2025-03-01,2025-03-14,location premium
PRC00648,ITEM0105,LOC0006,2750.00,841.34,2025-03-15,2025-08-31,location premium
PRC00649,ITEM0105,LOC0006,2870.00,878.39,2025-09-01,,location premium
PRC00650,ITEM0105,LOC0009,2590.00,796.22,2025-03-01,2025-03-14,location premium
PRC00651,ITEM0105,LOC0009,2750.00,841.34,2025-03-15,2025-08-31,location premium
PRC00652,ITEM0105,LOC0009,2870.00,878.39,2025-09-01,,location premium
PRC00653,ITEM0105,LOC0014,2590.00,796.22,2025-03-01,2025-03-14,location premium
PRC00654,ITEM0105,LOC0014,2750.00,841.34,2025-03-15,2025-08-31,location premium
PRC00655,ITEM0105,LOC0014,2870.00,878.39,2025-09-01,,location premium
PRC00656,ITEM0105,LOC0018,2590.00,796.22,2025-03-01,2025-03-14,location premium
PRC00657,ITEM0105,LOC0018,2750.00,841.34,2025-03-15,2025-08-31,location premium
PRC00658,ITEM0105,LOC0018,2870.00,878.39,2025-09-01,,location premium
PRC00659,ITEM0105,LOC0024,2590.00,796.22,2025-03-01,2025-03-14,location premium
PRC00660,ITEM0105,LOC0024,2750.00,841.34,2025-03-15,2025-08-31,location premium
PRC00661,ITEM0105,LOC0024,2870.00,878.39,2025-09-01,,location premium
PRC00662,ITEM0105,LOC0025,2590.00,796.22,2025-03-01,2025-03-14,location premium
PRC00663,ITEM0105,LOC0025,2750.00,841.34,2025-03-15,2025-08-31,location premium
PRC00664,ITEM0105,LOC0025,2870.00,878.39,2025-09-01,,location premium
PRC00665,ITEM0106,,3800.00,1659.13,2024-07-17,2025-03-14,menu revision
PRC00666,ITEM0106,,3990.00,1784.77,2025-03-15,2025-08-31,inflation
PRC00668,ITEM0107,,1350.00,437.09,2024-07-01,2025-03-14,menu revision
PRC00669,ITEM0107,,1400.00,463.91,2025-03-15,2025-08-31,inflation
PRC00670,ITEM0107,,1430.00,473.19,2025-09-01,,inflation
PRC00671,ITEM0108,,1650.00,579.66,2024-07-01,2025-03-14,menu revision
PRC00672,ITEM0108,,1730.00,620.80,2025-03-15,2025-08-31,inflation
PRC00673,ITEM0108,,1800.00,648.55,2025-09-01,,inflation
PRC00674,ITEM0109,,1450.00,490.96,2024-07-01,2025-03-14,menu revision
PRC00675,ITEM0109,,1500.00,513.48,2025-03-15,,inflation
PRC00676,ITEM0110,,1250.00,526.22,2024-07-01,2025-03-14,menu revision
PRC00677,ITEM0110,,1330.00,558.62,2025-03-15,,inflation
PRC00678,ITEM0111,,250.00,86.44,2024-10-30,2025-01-31,menu revision
PRC00679,ITEM0111,,260.00,91.26,2025-02-01,,inflation
PRC00680,ITEM0111,LOC0003,280.00,91.26,2025-03-01,,location premium
PRC00681,ITEM0111,LOC0006,280.00,91.26,2025-03-01,,location premium
PRC00682,ITEM0111,LOC0009,280.00,91.26,2025-03-01,,location premium
PRC00683,ITEM0111,LOC0014,280.00,91.26,2025-03-01,,location premium
PRC00684,ITEM0111,LOC0018,280.00,91.26,2025-03-01,,location premium
PRC00685,ITEM0111,LOC0024,280.00,91.26,2025-03-01,,location premium
PRC00686,ITEM0111,LOC0025,280.00,91.26,2025-03-01,,location premium
PRC00687,ITEM0112,,300.00,131.51,2024-07-01,2025-01-31,menu revision
PRC00688,ITEM0112,,310.00,140.73,2025-02-01,,inflation
PRC00689,ITEM0113,,470.00,182.39,2024-11-01,2025-01-31,seasonal
