promotion_id,item_id
PROMO018,ITEM0090
PROMO018,ITEM0091
PROMO018,ITEM0092
PROMO018,ITEM0093
PROMO018,ITEM0094
PROMO018,ITEM0095
PROMO018,ITEM0096
PROMO018,ITEM0097
PROMO018,ITEM0098
PROMO018,ITEM0099
PROMO018,ITEM0100
PROMO018,ITEM0101
PROMO018,ITEM0102
PROMO018,ITEM0103
PROMO018,ITEM0104
PROMO018,ITEM0105
PROMO018,ITEM0106
PROMO018,ITEM0107
PROMO018,ITEM0108
PROMO018,ITEM0109
PROMO018,ITEM0110
PROMO018,ITEM0111
PROMO018,ITEM0112
PROMO018,ITEM0113
PROMO018,ITEM0114
PROMO018,ITEM0115
PROMO018,ITEM0116
PROMO018,ITEM0117
PROMO018,ITEM0118
PROMO018,ITEM0119
PROMO018,ITEM0121
PROMO018,ITEM0122
PROMO018,ITEM0123
PROMO018,ITEM0124
PROMO018,ITEM0125
PROMO018,ITEM0126
PROMO018,ITEM0127
PROMO018,ITEM0128
PROMO018,ITEM0129
PROMO018,ITEM0130
PROMO018,ITEM0132
PROMO018,ITEM0133
PROMO018,ITEM0134
PROMO018,ITEM0135
PROMO018,ITEM0136
PROMO018,ITEM0137
PROMO018,ITEM0138
PROMO018,ITEM0139
PROMO018,ITEM0140
PROMO018,ITEM0141
PROMO018,ITEM0142
PROMO018,ITEM0143
PROMO018,ITEM0144
PROMO018,ITEM0145
PROMO018,ITEM0146
PROMO018,ITEM0147
PROMO018,ITEM0148
PROMO018,ITEM0149
PROMO018,ITEM0150
PROMO018,ITEM0151
PROMO018,ITEM0152
PROMO018,ITEM0153
PROMO018,ITEM0154
PROMO018,ITEM0155
PROMO018,ITEM0156
PROMO018,ITEM0157
PROMO018,ITEM0159
PROMO018,ITEM0160
PROMO019,ITEM0014
PROMO019,ITEM0015
PROMO019,ITEM0016
PROMO019,ITEM0017
PROMO019,ITEM0018
PROMO019,ITEM0019
PROMO019,ITEM0020
PROMO019,ITEM0021
PROMO019,ITEM0124
PROMO019,ITEM0125
PROMO019,ITEM0126
PROMO019,ITEM0127
PROMO019,ITEM0128
PROMO019,ITEM0129
PROMO019,ITEM0130
PROMO019,ITEM0132
PROMO019,ITEM0133
PROMO020,ITEM0001
PROMO020,ITEM0002
PROMO020,ITEM0003
PROMO020,ITEM0004
PROMO020,ITEM0005
PROMO020,ITEM0006
PROMO020,ITEM0007
PROMO020,ITEM0008
PROMO020,ITEM0009
PROMO020,ITEM0010
PROMO020,ITEM0011
PROMO020,ITEM0012
PROMO020,ITEM0013
PROMO020,ITEM0014
PROMO020,ITEM0015
PROMO020,ITEM0016
PROMO020,ITEM0017
PROMO020,ITEM0018
PROMO020,ITEM0019
PROMO020,ITEM0020
PROMO020,ITEM0021
PROMO020,ITEM0023
PROMO020,ITEM0024
PROMO020,ITEM0025
PROMO020,ITEM0026
PROMO020,ITEM0027
PROMO020,ITEM0028
PROMO020,ITEM0029
PROMO020,ITEM0030
PROMO020,ITEM0031
PROMO020,ITEM0032
PROMO020,ITEM0033
PROMO020,ITEM0034
PROMO020,ITEM0035
PROMO020,ITEM0036
PROMO020,ITEM0037
PROMO020,ITEM0038
PROMO020,ITEM0039
PROMO020,ITEM0040
PROMO020,ITEM0041
PROMO020,ITEM0042
PROMO020,ITEM0043
PROMO020,ITEM0044
PROMO020,ITEM0045
PROMO020,ITEM0046
PROMO020,ITEM0047
PROMO020,ITEM0048
PROMO020,ITEM0049
PROMO020,ITEM0050
PROMO020,ITEM0051
PROMO020,ITEM0052
PROMO020,ITEM0053
PROMO020,ITEM0054
PROMO020,ITEM0055
PROMO020,ITEM0056
PROMO020,ITEM0057
PROMO020,ITEM0058
PROMO020,ITEM0059
PROMO020,ITEM0060
PROMO020,ITEM0061
PROMO020,ITEM0062
PROMO020,ITEM0064
PROMO020,ITEM0065
PROMO020,ITEM0066
PROMO020,ITEM0067
PROMO020,ITEM0068
PROMO020,ITEM0069
PROMO020,ITEM0070
PROMO020,ITEM0071
PROMO020,ITEM0072
PROMO020,ITEM0073
PROMO020,ITEM0074
PROMO020,ITEM0075
PROMO020,ITEM0076
PROMO020,ITEM0077
PROMO020,ITEM0078
PROMO020,ITEM0079
PROMO020,ITEM0080
PROMO020,ITEM0081
PROMO020,ITEM0082
PROMO020,ITEM0083
PROMO020,ITEM0084
PROMO020,ITEM0085
PROMO020,ITEM0086
PROMO020,ITEM0087
PROMO020,ITEM0088
PROMO020,ITEM0089
PROMO020,ITEM0090
PROMO020,ITEM0091
PROMO020,ITEM0092
PROMO020,ITEM0093
PROMO020,ITEM0094
PROMO020,ITEM0095
PROMO020,ITEM0096
PROMO020,ITEM0097
PROMO020,ITEM0098
PROMO020,ITEM0099
PROMO020,ITEM0100
PROMO020,ITEM0101
PROMO020,ITEM0102
PROMO020,ITEM0103
PROMO020,ITEM0104
PROMO020,ITEM0105
PROMO020,ITEM0106
PROMO020,ITEM0107
PROMO020,ITEM0108
PROMO020,ITEM0109
PROMO020,ITEM0110
PROMO020,ITEM0111
PROMO020,ITEM0112
PROMO020,ITEM0113
PROMO020,ITEM0114
PROMO020,ITEM0115
PROMO020,ITEM0116
PROMO020,ITEM0117
PROMO020,ITEM0118
PROMO020,ITEM0119
PROMO020,ITEM0120
PROMO020,ITEM0121
PROMO020,ITEM0122
PROMO020,ITEM0123
PROMO020,ITEM0124
PROMO020,ITEM0125
PROMO020,ITEM0126
PROMO020,ITEM0127
PROMO020,ITEM0128
PROMO020,ITEM0129
PROMO020,ITEM0130
PROMO020,ITEM0132
PROMO020,ITEM0133
PROMO020,ITEM0134
PROMO020,ITEM0135
PROMO020,ITEM0136
PROMO020,ITEM0137
PROMO020,ITEM0138
PROMO020,ITEM0139
PROMO020,ITEM0140
PROMO020,ITEM0141
PROMO020,ITEM0142
PROMO020,ITEM0143
PROMO020,ITEM0144
PROMO020,ITEM0145
PROMO020,ITEM0146
PROMO020,ITEM0147
PROMO020,ITEM0148
PROMO020,ITEM0149
PROMO020,ITEM0150
PROMO020,ITEM0151
PROMO020,ITEM0152
PROMO020,ITEM0153
PROMO020,ITEM0154
PROMO020,ITEM0155
PROMO020,ITEM0156
PROMO020,ITEM0157
PROMO020,ITEM0159
PROMO020,ITEM0160
