rating_id,customer_id,item_id,location_id,order_id,rating_value,rating_date,review_text
RAT0015651,CUST0053295,ITEM0022,LOC0005,ORD00030262,5,2025-03-02,Highly recommended.
RAT0015652,CUST0004703,ITEM0055,LOC0002,ORD00030834,5,2025-03-02,Best in town.
RAT0015653,CUST0054282,ITEM0150,LOC0022,ORD00030216,3,2025-03-02,
RAT0015654,CUST0052244,ITEM0068,LOC0016,ORD00031038,4,2025-03-02,Good value for money.
RAT0015655,CUST0038047,ITEM0101,LOC0025,ORD00031084,3,2025-03-02,Good taste but late delivery.
RAT0015656,CUST0013301,ITEM0061,LOC0004,ORD00030364,3,2025-03-02,Good taste but late delivery.
RAT0015657,CUST0025147,ITEM0047,LOC0017,ORD00030669,3,2025-03-02,"Average, nothing special."
RAT0015658,CUST0022826,ITEM0013,LOC0022,ORD00031149,4,2025-03-02,
RAT0015659,CUST0041747,ITEM0054,LOC0004,ORD00030888,3,2025-03-02,
RAT0015660,CUST0036735,ITEM0133,LOC0019,ORD00030537,4,2025-03-02,
RAT0015662,CUST0011677,,LOC0018,ORD00030900,3,2025-03-02,
RAT0015663,CUST0038616,ITEM0141,LOC0014,ORD00030441,2,2025-03-02,
RAT0015664,CUST0050184,ITEM0045,LOC0004,ORD00028934,5,2025-03-02,
RAT0015665,CUST0004461,ITEM0057,LOC0009,ORD00030659,4,2025-03-02,
RAT0015666,CUST0026645,ITEM0033,LOC0022,ORD00030943,3,2025-03-02,
RAT0015667,CUST0031593,ITEM0049,LOC0015,ORD00030992,4,2025-03-02,
RAT0015668,CUST0023930,ITEM0149,LOC0009,ORD00029818,3,2025-03-02,
RAT0015669,CUST0001314,ITEM0130,LOC0017,ORD00030672,4,2025-03-02,
RAT0015670,CUST0011514,ITEM0053,LOC0001,ORD00031017,3,2025-03-02,Good taste but late delivery.
RAT0015671,CUST0043849,ITEM0036,LOC0010,ORD00031072,4,2025-03-02,Good value for money.
RAT0015673,CUST0044172,ITEM0085,LOC0003,ORD00031163,4,2025-03-02,
RAT0015674,CUST0041747,,LOC0004,ORD00030888,4,2025-03-02,
RAT0015675,CUST0015759,ITEM0050,LOC0010,ORD00030946,4,2025-03-02,
RAT0015676,CUST0053105,ITEM0124,LOC0011,ORD00030963,4,2025-03-02,
RAT0015677,CUST0013980,ITEM0109,LOC0002,ORD00030857,4,2025-03-02,Enjoyed the meal.
RAT0015678,CUST0039543,ITEM0048,LOC0004,ORD00029851,4,2025-03-02,Tasty and fresh.
RAT0015679,CUST0011156,ITEM0125,LOC0018,ORD00031125,4,2025-03-02,
RAT0015680,CUST0018243,ITEM0025,LOC0005,ORD00030578,4,2025-03-02,
RAT0015681,CUST0050769,ITEM0112,LOC0003,ORD00029565,4,2025-03-02,
RAT0015682,CUST0054808,ITEM0086,LOC0025,ORD00030925,4,2025-03-02,Enjoyed the meal.
RAT0015683,CUST0028799,,LOC0005,ORD00030974,2,2025-03-02,
RAT0015684,CUST0045601,ITEM0081,LOC0007,ORD00030689,3,2025-03-02,
RAT0015686,CUST0043745,ITEM0084,LOC0019,ORD00030770,5,2025-03-02,Best in town.
RAT0015687,CUST0015025,ITEM0076,LOC0007,ORD00031009,3,2025-03-02,
RAT0015688,CUST0036837,ITEM0057,LOC0018,ORD00030110,3,2025-03-02,"Taste was fine, packaging poor."
RAT0015690,CUST0001916,,LOC0023,ORD00029738,4,2025-03-02,Nice ambience and good service.
RAT0015691,CUST0025885,ITEM0135,LOC0012,ORD00030188,3,2025-03-02,
RAT0015692,CUST0054706,ITEM0057,LOC0023,ORD00030767,2,2025-03-02,Not fresh.
RAT0015693,CUST0022826,ITEM0152,LOC0022,ORD00031149,4,2025-03-02,
RAT0015694,CUST0015564,,LOC0023,ORD00031194,4,2025-03-02,
RAT0015695,CUST0009469,ITEM0049,LOC0023,ORD00030854,3,2025-03-02,
RAT0015696,CUST0035001,ITEM0127,LOC0003,ORD00031008,4,2025-03-02,
RAT0015697,CUST0025988,,LOC0002,ORD00029925,4,2025-03-02,
RAT0015700,CUST0049405,ITEM0011,LOC0011,ORD00030691,2,2025-03-02,
RAT0015701,CUST0028386,ITEM0113,LOC0018,ORD00030773,3,2025-03-02,
RAT0015702,CUST0044365,ITEM0147,LOC0018,ORD00030393,3,2025-03-02,
RAT0015703,CUST0003679,ITEM0041,LOC0006,ORD00031130,5,2025-03-02,
RAT0015704,CUST0020582,ITEM0040,LOC0023,ORD00029669,3,2025-03-02,
RAT0015705,CUST0031767,ITEM0057,LOC0018,ORD00030251,4,2025-03-02,
RAT0015706,CUST0048615,ITEM0136,LOC0007,ORD00030587,3,2025-03-02,
RAT0015707,CUST0046294,ITEM0154,LOC0004,ORD00030816,3,2025-03-02,
RAT0015708,CUST0018370,ITEM0135,LOC0023,ORD00030489,3,2025-03-02,
RAT0015709,CUST0051201,ITEM0098,LOC0018,ORD00030756,3,2025-03-02,"Average, nothing special."
RAT0015710,CUST0048111,ITEM0046,LOC0023,ORD00030371,3,2025-03-02,
RAT0015711,CUST0035441,ITEM0156,LOC0003,ORD00029587,4,2025-03-02,
RAT0015712,CUST0000585,ITEM0075,LOC0007,ORD00030143,4,2025-03-02,
RAT0015713,CUST0005155,ITEM0101,LOC0001,ORD00030139,5,2025-03-02,Highly recommended.
RAT0015714,CUST0052809,ITEM0041,LOC0006,ORD00031061,4,2025-03-02,
RAT0015715,CUST0014422,,LOC0014,ORD00031105,4,2025-03-02,
RAT0015716,CUST0021940,,LOC0011,ORD00030987,4,2025-03-02,
RAT0015718,CUST0010895,ITEM0135,LOC0007,ORD00031057,5,2025-03-02,Best in town.
RAT0015720,CUST0013708,ITEM0133,LOC0011,ORD00029831,4,2025-03-02,
RAT0015721,CUST0004804,ITEM0057,LOC0025,ORD00031175,4,2025-03-02,
RAT0015722,CUST0002119,ITEM0157,LOC0019,ORD00030726,3,2025-03-02,Good taste but late delivery.
RAT0015723,CUST0025393,,LOC0007,ORD00028035,3,2025-03-02,"Average, nothing special."
RAT0015724,CUST0033803,,LOC0002,ORD00029603,4,2025-03-02,
RAT0015725,CUST0007800,ITEM0040,LOC0001,ORD00030965,4,2025-03-02,
RAT0015726,CUST0014918,ITEM0048,LOC0011,ORD00030895,3,2025-03-02,
RAT0015728,CUST0029002,ITEM0117,LOC0001,ORD00030411,5,2025-03-02,Best in town.
RAT0015729,CUST0050302,ITEM0090,LOC0009,ORD00030887,4,2025-03-02,Enjoyed the meal.
RAT0015731,CUST0011123,ITEM0020,LOC0009,ORD00029865,5,2025-03-02,"Excellent, loved it!"
RAT0015732,CUST0052655,,LOC0003,ORD00030956,3,2025-03-02,"Taste was fine, packaging poor."
RAT0015733,CUST0040679,ITEM0134,LOC0016,ORD00030836,3,2025-03-02,"Taste was fine, packaging poor."
RAT0015734,CUST0017457,ITEM0081,LOC0011,ORD00029110,3,2025-03-02,
RAT0015735,CUST0022997,ITEM0053,LOC0016,ORD00030927,5,2025-03-02,
RAT0015736,CUST0045628,,LOC0018,ORD00031188,4,2025-03-02,Nice ambience and good service.
RAT0015737,CUST0024719,ITEM0124,LOC0005,ORD00030639,3,2025-03-02,"Taste was fine, packaging poor."
RAT0015738,CUST0008192,ITEM0148,LOC0006,ORD00030257,5,2025-03-02,
RAT0015739,CUST0030021,ITEM0068,LOC0002,ORD00027977,3,2025-03-02,
RAT0015740,CUST0017889,ITEM0096,LOC0022,ORD00030724,4,2025-03-02,"Good food, will order again."
RAT0015741,CUST0037725,,LOC0018,ORD00029993,4,2025-03-02,
RAT0015742,CUST0015989,ITEM0058,LOC0022,ORD00031203,4,2025-03-02,
RAT0015743,CUST0002469,ITEM0156,LOC0018,ORD00031144,4,2025-03-02,
RAT0015744,CUST0013301,ITEM0124,LOC0004,ORD00030364,4,2025-03-02,Enjoyed the meal.
RAT0015746,CUST0005626,ITEM0064,LOC0005,ORD00030845,3,2025-03-02,
RAT0015747,CUST0008403,ITEM0148,LOC0023,ORD00030651,3,2025-03-02,
RAT0015748,CUST0030299,,LOC0023,ORD00030867,3,2025-03-02,
RAT0015749,CUST0031573,ITEM0048,LOC0010,ORD00031032,4,2025-03-02,"Good food, will order again."
RAT0015750,CUST0046506,ITEM0068,LOC0024,ORD00030153,3,2025-03-02,
RAT0015751,CUST0033629,ITEM0143,LOC0021,ORD00030856,4,2025-03-02,Nice ambience and good service.
RAT0015752,CUST0027551,ITEM0132,LOC0021,ORD00030272,4,2025-03-02,"Good food, will order again."
RAT0015753,CUST0048077,ITEM0081,LOC0005,ORD00031108,4,2025-03-02,Good value for money.
RAT0015754,CUST0040623,ITEM0014,LOC0014,ORD00030820,5,2025-03-02,Perfect taste and quick service.
RAT0015755,CUST0009872,ITEM0074,LOC0020,ORD00030636,4,2025-03-02,
RAT0015757,CUST0006261,ITEM0125,LOC0020,ORD00029463,5,2025-03-02,
RAT0015758,CUST0047135,ITEM0122,LOC0015,ORD00029826,3,2025-03-02,
RAT0015759,CUST0028901,ITEM0020,LOC0019,ORD00030862,4,2025-03-02,Good value for money.
RAT0015760,CUST0016958,,LOC0005,ORD00030177,2,2025-03-02,
RAT0015761,CUST0036523,ITEM0045,LOC0002,ORD00030500,3,2025-03-02,
RAT0015762,CUST0015895,ITEM0002,LOC0017,ORD00030135,3,2025-03-02,Good taste but late delivery.
RAT0015763,CUST0046081,ITEM0009,LOC0009,ORD00030813,2,2025-03-02,
RAT0015764,CUST0031767,ITEM0063,LOC0018,ORD00030251,3,2025-03-02,Good taste but late delivery.
RAT0015765,CUST0024945,ITEM0027,LOC0007,ORD00030833,4,2025-03-02,
RAT0015766,CUST0032162,ITEM0124,LOC0010,ORD00030683,4,2025-03-02,
RAT0015767,CUST0044663,ITEM0123,LOC0019,ORD00030664,2,2025-03-02,Below average taste.
RAT0015768,CUST0054659,ITEM0068,LOC0020,ORD00030260,4,2025-03-02,
RAT0015769,CUST0015271,ITEM0048,LOC0025,ORD00029766,4,2025-03-02,
RAT0015770,CUST0019826,ITEM0061,LOC0020,ORD00030341,1,2025-03-02,Poor quality for the price.
RAT0015771,CUST0015620,ITEM0111,LOC0004,ORD00031490,3,2025-03-03,
RAT0015772,CUST0036145,ITEM0061,LOC0016,ORD00031519,2,2025-03-03,Portion was too small.
RAT0015773,CUST0054747,ITEM0152,LOC0015,ORD00030906,3,2025-03-03,
RAT0015774,CUST0031976,ITEM0059,LOC0023,ORD00029039,4,2025-03-03,
RAT0015775,CUST0041281,ITEM0154,LOC0007,ORD00030641,4,2025-03-03,
RAT0015776,CUST0001613,ITEM0016,LOC0002,ORD00030661,3,2025-03-03,
RAT0015778,CUST0026749,,LOC0018,ORD00031351,3,2025-03-03,
RAT0015779,CUST0001088,ITEM0069,LOC0007,ORD00031303,4,2025-03-03,
RAT0015780,CUST0041708,ITEM0131,LOC0008,ORD00031206,5,2025-03-03,"Excellent, loved it!"
RAT0015781,CUST0036308,ITEM0155,LOC0020,ORD00030614,5,2025-03-03,
RAT0015783,CUST0013887,,LOC0013,ORD00031418,4,2025-03-03,
RAT0015784,CUST0000824,,LOC0001,ORD00029377,4,2025-03-03,
RAT0015785,CUST0031270,ITEM0024,LOC0009,ORD00030298,3,2025-03-03,
RAT0015786,CUST0036274,ITEM0009,LOC0003,ORD00031489,1,2025-03-03,
RAT0015787,CUST0015504,ITEM0112,LOC0018,ORD00030763,4,2025-03-03,
RAT0015788,CUST0037962,ITEM0156,LOC0019,ORD00031220,3,2025-03-03,
RAT0015789,CUST0008331,ITEM0119,LOC0001,ORD00031136,3,2025-03-03,"Average, nothing special."
RAT0015790,CUST0017822,ITEM0046,LOC0018,ORD00030387,4,2025-03-03,
RAT0015791,CUST0000650,,LOC0018,ORD00031282,3,2025-03-03,
RAT0015792,CUST0044815,ITEM0156,LOC0009,ORD00031050,4,2025-03-03,Nice ambience and good service.
RAT0015793,CUST0000909,,LOC0012,ORD00031376,5,2025-03-03,
RAT0015794,CUST0048116,,LOC0003,ORD00030843,2,2025-03-03,
RAT0015795,CUST0015228,ITEM0102,LOC0016,ORD00031487,3,2025-03-03,
RAT0015796,CUST0050537,ITEM0134,LOC0023,ORD00031241,3,2025-03-03,"Taste was fine, packaging poor."
RAT0015797,CUST0050179,ITEM0074,LOC0013,ORD00029722,3,2025-03-03,
RAT0015798,CUST0047207,ITEM0135,LOC0005,ORD00030719,4,2025-03-03,
RAT0015799,CUST0048500,ITEM0156,LOC0008,ORD00030088,4,2025-03-03,Good value for money.
RAT0015800,CUST0028446,ITEM0062,LOC0020,ORD00031115,4,2025-03-03,
RAT0015801,CUST0025360,ITEM0151,LOC0008,ORD00031161,3,2025-03-03,Good taste but late delivery.
RAT0015802,CUST0040249,ITEM0143,LOC0022,ORD00030426,3,2025-03-03,
RAT0015803,CUST0032795,,LOC0001,ORD00031004,3,2025-03-03,
RAT0015804,CUST0008780,,LOC0009,ORD00031338,4,2025-03-03,
RAT0015805,CUST0036373,ITEM0001,LOC0003,ORD00030155,4,2025-03-03,
RAT0015806,CUST0019974,ITEM0041,LOC0004,ORD00029709,4,2025-03-03,
RAT0015807,CUST0043112,ITEM0111,LOC0018,ORD00029934,4,2025-03-03,
RAT0015808,CUST0046023,,LOC0004,ORD00030864,4,2025-03-03,Nice ambience and good service.
RAT0015809,CUST0005419,,LOC0008,ORD00028789,3,2025-03-03,Good taste but late delivery.
RAT0015810,CUST0025885,,LOC0012,ORD00030188,4,2025-03-03,"Good food, will order again."
RAT0015811,CUST0007671,ITEM0051,LOC0007,ORD00031010,4,2025-03-03,Tasty and fresh.
RAT0015812,CUST0022364,ITEM0012,LOC0003,ORD00029124,4,2025-03-03,
RAT0015813,CUST0031329,ITEM0015,LOC0010,ORD00028653,4,2025-03-03,
RAT0015814,CUST0014164,ITEM0157,LOC0010,ORD00031077,4,2025-03-03,
RAT0015815,CUST0013746,,LOC0004,ORD00030083,4,2025-03-03,Enjoyed the meal.
RAT0015816,CUST0047099,ITEM0023,LOC0023,ORD00030934,3,2025-03-03,
RAT0015817,CUST0000405,ITEM0041,LOC0020,ORD00031119,4,2025-03-03,
RAT0015818,CUST0000871,,LOC0014,ORD00031437,5,2025-03-03,
RAT0015819,CUST0018360,ITEM0141,LOC0018,ORD00031433,2,2025-03-03,
RAT0015820,CUST0008975,ITEM0081,LOC0025,ORD00031225,3,2025-03-03,
RAT0015821,CUST0022098,,LOC0005,ORD00030321,2,2025-03-03,Not fresh.
RAT0015823,CUST0008403,ITEM0016,LOC0023,ORD00030651,3,2025-03-03,Good taste but late delivery.
RAT0015824,CUST0022377,ITEM0057,LOC0024,ORD00031336,3,2025-03-03,
RAT0015825,CUST0010379,ITEM0148,LOC0019,ORD00031209,4,2025-03-03,
RAT0015826,CUST0018220,ITEM0134,LOC0019,ORD00030829,5,2025-03-03,
RAT0015828,CUST0015504,ITEM0023,LOC0018,ORD00030763,4,2025-03-03,
RAT0015829,CUST0040001,ITEM0073,LOC0002,ORD00031342,1,2025-03-03,Order was wrong and tasted stale.
RAT0015830,CUST0002977,ITEM0045,LOC0003,ORD00031512,4,2025-03-03,Tasty and fresh.
RAT0015831,CUST0019025,,LOC0003,ORD00030923,2,2025-03-03,
RAT0015832,CUST0042980,ITEM0147,LOC0017,ORD00031067,5,2025-03-03,
RAT0015833,CUST0052809,ITEM0153,LOC0006,ORD00031061,3,2025-03-03,
RAT0015834,CUST0008929,ITEM0025,LOC0005,ORD00030123,3,2025-03-03,
RAT0015835,CUST0038524,ITEM0113,LOC0005,ORD00030921,3,2025-03-03,
RAT0015836,CUST0047285,ITEM0046,LOC0012,ORD00031330,3,2025-03-03,It was okay.
RAT0015837,CUST0007228,ITEM0033,LOC0021,ORD00030286,4,2025-03-03,Good value for money.
RAT0015838,CUST0044024,ITEM0122,LOC0012,ORD00030032,3,2025-03-03,It was okay.
RAT0015839,CUST0043064,ITEM0077,LOC0012,ORD00031226,4,2025-03-03,
RAT0015840,CUST0038339,ITEM0148,LOC0006,ORD00031154,3,2025-03-03,
RAT0015841,CUST0047016,ITEM0151,LOC0016,ORD00030523,2,2025-03-03,Service was slow.
RAT0015842,CUST0027654,ITEM0134,LOC0014,ORD00029397,4,2025-03-03,
RAT0015843,CUST0017349,ITEM0105,LOC0008,ORD00031235,5,2025-03-03,
RAT0015845,CUST0015602,,LOC0003,ORD00031069,2,2025-03-03,Took too long to arrive.
RAT0015846,CUST0030280,,LOC0013,ORD00031147,5,2025-03-03,
RAT0015847,CUST0050971,ITEM0092,LOC0004,ORD00031535,4,2025-03-03,Tasty and fresh.
RAT0015848,CUST0007428,ITEM0123,LOC0023,ORD00029888,3,2025-03-03,
RAT0015849,CUST0008403,ITEM0045,LOC0023,ORD00030651,4,2025-03-03,
RAT0015850,CUST0030502,,LOC0009,ORD00031412,3,2025-03-03,
RAT0015851,CUST0012892,ITEM0041,LOC0011,ORD00031026,3,2025-03-03,
RAT0015852,CUST0017384,ITEM0124,LOC0025,ORD00031491,3,2025-03-03,
RAT0015853,CUST0043876,ITEM0151,LOC0001,ORD00030981,4,2025-03-03,Enjoyed the meal.
RAT0015854,CUST0053367,ITEM0136,LOC0013,ORD00030978,4,2025-03-03,Enjoyed the meal.
RAT0015855,CUST0005829,ITEM0042,LOC0019,ORD00030896,4,2025-03-03,Nice ambience and good service.
RAT0015856,CUST0001613,ITEM0140,LOC0002,ORD00030661,4,2025-03-03,
RAT0015857,CUST0006462,ITEM0009,LOC0004,ORD00030967,1,2025-03-03,
RAT0015858,CUST0020592,ITEM0048,LOC0010,ORD00031440,4,2025-03-03,Good value for money.
RAT0015859,CUST0027251,ITEM0074,LOC0013,ORD00030847,4,2025-03-03,
RAT0015860,CUST0029420,ITEM0126,LOC0019,ORD00030484,3,2025-03-03,
RAT0015861,CUST0016728,ITEM0035,LOC0010,ORD00031392,5,2025-03-03,
RAT0015862,CUST0035447,ITEM0057,LOC0017,ORD00031297,4,2025-03-03,
RAT0015863,CUST0033200,ITEM0151,LOC0015,ORD00030755,3,2025-03-03,It was okay.
RAT0015864,CUST0016993,ITEM0139,LOC0022,ORD00031262,3,2025-03-03,
RAT0015865,CUST0024344,ITEM0045,LOC0005,ORD00031363,5,2025-03-03,"Excellent, loved it!"
RAT0015866,CUST0006462,,LOC0004,ORD00030967,4,2025-03-03,Nice ambience and good service.
RAT0015867,CUST0006891,ITEM0136,LOC0014,ORD00030830,5,2025-03-03,
RAT0015868,CUST0050670,,LOC0004,ORD00031551,3,2025-03-03,
RAT0015869,CUST0052046,,LOC0018,ORD00028779,3,2025-03-03,
RAT0015870,CUST0032298,ITEM0005,LOC0018,ORD00031422,4,2025-03-03,
RAT0015871,CUST0026626,ITEM0134,LOC0016,ORD00031036,5,2025-03-03,"Excellent, loved it!"
RAT0015872,CUST0022274,ITEM0034,LOC0015,ORD00029489,3,2025-03-03,It was okay.
RAT0015873,CUST0016423,ITEM0119,LOC0007,ORD00029920,4,2025-03-03,"Good food, will order again."
RAT0015874,CUST0015835,ITEM0043,LOC0007,ORD00030359,4,2025-03-03,
RAT0015875,CUST0012204,,LOC0011,ORD00031550,3,2025-03-03,
RAT0015876,CUST0020534,ITEM0054,LOC0020,ORD00031181,4,2025-03-03,
RAT0015877,CUST0037617,ITEM0151,LOC0025,ORD00031387,4,2025-03-03,
RAT0015878,CUST0046297,ITEM0074,LOC0010,ORD00030294,4,2025-03-03,
RAT0015879,CUST0008394,,LOC0003,ORD00031448,2,2025-03-03,
RAT0015880,CUST0046384,ITEM0032,LOC0019,ORD00030876,4,2025-03-03,
RAT0015881,CUST0045977,ITEM0002,LOC0006,ORD00030392,4,2025-03-03,
RAT0015882,CUST0008590,ITEM0064,LOC0015,ORD00031170,4,2025-03-03,
RAT0015883,CUST0043491,ITEM0134,LOC0019,ORD00030288,3,2025-03-03,Good taste but late delivery.
RAT0015884,CUST0015601,ITEM0135,LOC0003,ORD00031442,3,2025-03-03,
RAT0015885,CUST0048658,ITEM0148,LOC0022,ORD00030483,3,2025-03-03,"Taste was fine, packaging poor."
RAT0015886,CUST0021745,ITEM0041,LOC0023,ORD00031044,3,2025-03-03,
RAT0015887,CUST0030299,ITEM0112,LOC0023,ORD00030867,2,2025-03-03,
RAT0015888,CUST0004924,ITEM0015,LOC0012,ORD00031530,3,2025-03-03,
RAT0015889,CUST0012940,ITEM0151,LOC0010,ORD00029137,3,2025-03-03,
RAT0015890,CUST0048584,ITEM0068,LOC0008,ORD00031397,5,2025-03-03,"Excellent, loved it!"
RAT0015892,CUST0040601,ITEM0099,LOC0005,ORD00031089,4,2025-03-03,Tasty and fresh.
RAT0015893,CUST0035862,ITEM0143,LOC0003,ORD00030115,4,2025-03-03,
RAT0015894,CUST0050357,ITEM0067,LOC0005,ORD00030670,3,2025-03-03,
RAT0015895,CUST0040622,ITEM0068,LOC0025,ORD00031494,4,2025-03-03,
RAT0015896,CUST0013533,ITEM0046,LOC0019,ORD00031559,4,2025-03-03,
RAT0015897,CUST0048077,ITEM0033,LOC0005,ORD00031108,3,2025-03-03,
RAT0015898,CUST0033200,ITEM0135,LOC0015,ORD00030755,4,2025-03-03,"Good food, will order again."
RAT0015899,CUST0004540,,LOC0014,ORD00030237,4,2025-03-03,
RAT0015900,CUST0047988,ITEM0048,LOC0007,ORD00031317,3,2025-03-03,Good taste but late delivery.
RAT0015901,CUST0043637,ITEM0081,LOC0016,ORD00031013,4,2025-03-03,"Good food, will order again."
RAT0015902,CUST0033461,ITEM0051,LOC0013,ORD00030935,5,2025-03-03,Amazing food and friendly staff.
RAT0015903,CUST0050208,ITEM0033,LOC0003,ORD00030406,2,2025-03-03,Below average taste.
RAT0015904,CUST0027058,ITEM0157,LOC0020,ORD00030082,3,2025-03-03,
RAT0015905,CUST0003372,ITEM0134,LOC0005,ORD00031242,4,2025-03-03,
RAT0015906,CUST0005626,ITEM0065,LOC0005,ORD00030845,3,2025-03-03,
RAT0015907,CUST0036580,ITEM0096,LOC0007,ORD00030161,4,2025-03-03,Good value for money.
RAT0015908,CUST0025812,ITEM0090,LOC0008,ORD00029695,3,2025-03-03,
RAT0015909,CUST0005603,ITEM0139,LOC0004,ORD00030933,5,2025-03-03,Highly recommended.
RAT0015910,CUST0022712,ITEM0075,LOC0020,ORD00031545,2,2025-03-03,Service was slow.
RAT0015911,CUST0046814,ITEM0045,LOC0020,ORD00031219,4,2025-03-03,
RAT0015912,CUST0005123,ITEM0004,LOC0003,ORD00031271,2,2025-03-03,Service was slow.
RAT0015913,CUST0004268,,LOC0004,ORD00031419,3,2025-03-03,It was okay.
RAT0015914,CUST0027251,,LOC0013,ORD00030847,5,2025-03-03,
RAT0015915,CUST0051226,ITEM0034,LOC0012,ORD00030270,4,2025-03-03,Good value for money.
RAT0015916,CUST0022267,,LOC0025,ORD00030769,4,2025-03-03,
RAT0015917,CUST0040211,ITEM0082,LOC0001,ORD00029040,4,2025-03-03,
RAT0015918,CUST0011677,ITEM0154,LOC0018,ORD00030900,4,2025-03-03,"Good food, will order again."
RAT0015921,CUST0048584,ITEM0077,LOC0008,ORD00031397,4,2025-03-03,Tasty and fresh.
RAT0015922,CUST0029789,ITEM0055,LOC0023,ORD00031391,4,2025-03-03,Nice ambience and good service.
RAT0015924,CUST0040749,,LOC0008,ORD00030835,4,2025-03-03,
RAT0015925,CUST0050971,ITEM0065,LOC0004,ORD00031535,3,2025-03-03,
RAT0015926,CUST0046379,ITEM0151,LOC0017,ORD00031454,3,2025-03-03,
RAT0015927,CUST0038047,ITEM0063,LOC0025,ORD00031084,3,2025-03-03,"Average, nothing special."
RAT0015928,CUST0044259,,LOC0002,ORD00030408,5,2025-03-03,
RAT0015929,CUST0023492,ITEM0056,LOC0001,ORD00031540,5,2025-03-03,
RAT0015930,CUST0006656,ITEM0068,LOC0004,ORD00031373,4,2025-03-03,Good value for money.
RAT0015931,CUST0032047,,LOC0013,ORD00031360,3,2025-03-03,
RAT0015932,CUST0006875,ITEM0157,LOC0015,ORD00030535,5,2025-03-03,
RAT0015933,CUST0013908,ITEM0049,LOC0002,ORD00030700,3,2025-03-03,
RAT0015934,CUST0052634,ITEM0148,LOC0016,ORD00031566,4,2025-03-03,"Good food, will order again."
RAT0015935,CUST0035798,ITEM0035,LOC0020,ORD00031127,3,2025-03-03,
RAT0015936,CUST0001476,ITEM0027,LOC0025,ORD00029989,3,2025-03-03,
RAT0015937,CUST0045679,ITEM0076,LOC0020,ORD00031293,4,2025-03-03,
RAT0015939,CUST0032110,ITEM0055,LOC0001,ORD00031142,3,2025-03-03,It was okay.
RAT0015940,CUST0039551,ITEM0061,LOC0008,ORD00031497,3,2025-03-03,
RAT0015941,CUST0038347,ITEM0123,LOC0024,ORD00029672,4,2025-03-03,
RAT0015942,CUST0040008,,LOC0020,ORD00031196,4,2025-03-03,
RAT0015943,CUST0032563,ITEM0148,LOC0002,ORD00031276,5,2025-03-03,Best in town.
RAT0015944,CUST0031578,ITEM0068,LOC0003,ORD00031135,5,2025-03-03,Amazing food and friendly staff.
RAT0015945,CUST0039959,,LOC0004,ORD00031314,4,2025-03-03,
RAT0015946,CUST0007678,ITEM0027,LOC0016,ORD00030180,5,2025-03-03,
RAT0015947,CUST0034214,ITEM0064,LOC0017,ORD00031546,3,2025-03-03,"Average, nothing special."
RAT0015948,CUST0022816,ITEM0044,LOC0003,ORD00029749,3,2025-03-03,
RAT0015949,CUST0022085,ITEM0148,LOC0015,ORD00031257,4,2025-03-03,
RAT0015951,CUST0038339,,LOC0006,ORD00031154,4,2025-03-03,
RAT0015952,CUST0016728,ITEM0013,LOC0010,ORD00031392,3,2025-03-03,Decent but overpriced.
RAT0015953,CUST0051201,,LOC0018,ORD00030756,4,2025-03-03,
RAT0015954,CUST0039696,ITEM0112,LOC0014,ORD00030593,5,2025-03-03,Perfect taste and quick service.
RAT0015955,CUST0048175,ITEM0134,LOC0011,ORD00029872,4,2025-03-03,
RAT0015956,CUST0003679,ITEM0046,LOC0006,ORD00031130,5,2025-03-03,
RAT0015957,CUST0021989,ITEM0068,LOC0008,ORD00029665,3,2025-03-03,It was okay.
RAT0015958,CUST0038065,ITEM0098,LOC0003,ORD00031401,3,2025-03-03,
RAT0015959,CUST0013980,,LOC0002,ORD00030857,3,2025-03-03,Decent but overpriced.
RAT0015960,CUST0015445,ITEM0133,LOC0007,ORD00030175,4,2025-03-03,Enjoyed the meal.
RAT0015961,CUST0042468,ITEM0045,LOC0001,ORD00030785,4,2025-03-03,
RAT0015962,CUST0009703,,LOC0018,ORD00030745,4,2025-03-03,Nice ambience and good service.
RAT0015963,CUST0054390,,LOC0013,ORD00030668,5,2025-03-03,
RAT0015964,CUST0034547,ITEM0033,LOC0018,ORD00031400,1,2025-03-03,
RAT0015965,CUST0009383,ITEM0090,LOC0002,ORD00031326,2,2025-03-03,
RAT0015966,CUST0049493,ITEM0002,LOC0017,ORD00031539,3,2025-03-03,
RAT0015968,CUST0037423,,LOC0024,ORD00031436,4,2025-03-03,Tasty and fresh.
RAT0015969,CUST0031665,ITEM0159,LOC0019,ORD00031350,3,2025-03-03,
RAT0015970,CUST0044198,ITEM0084,LOC0011,ORD00031563,5,2025-03-03,
RAT0015971,CUST0011915,ITEM0090,LOC0002,ORD00030710,4,2025-03-03,
RAT0015972,CUST0054124,,LOC0018,ORD00031556,4,2025-03-03,
RAT0015973,CUST0038058,ITEM0129,LOC0007,ORD00030291,4,2025-03-03,
RAT0015974,CUST0030159,ITEM0151,LOC0024,ORD00030256,4,2025-03-03,
RAT0015975,CUST0036145,ITEM0131,LOC0016,ORD00031519,5,2025-03-03,
RAT0015976,CUST0000980,ITEM0098,LOC0025,ORD00030212,3,2025-03-03,
RAT0015977,CUST0045681,ITEM0154,LOC0016,ORD00030601,4,2025-03-03,
RAT0015978,CUST0029072,ITEM0157,LOC0009,ORD00030949,4,2025-03-03,
